Event_ID,VIN,Work_Order,Model,Line,Station,Timestamp,Part_Number,Supplier_Code,Operator_ID,Tool_ID,Shift,Machine_ID,Breakdown,Operating_Time_Minutes,Repair_Time_Minutes,Failure_Code,Planned_Time_Minutes,Run_Time_Minutes,Ideal_Cycle_Time,Total_Units,Reject_Units,Good_Units,Downtime_Minutes
M8043,MA1AB100000001043,WO11043,Hatch Z,PAINT-1,STN-02,2026-03-02 03:43,ENG-1006,SUP-173,EMP351,TL-087,A,MC-101,No,436,0,,480,472,0.92,539,1,538,8
M8044,MA1AB100000001044,WO11044,SUV Pro,TRIM-1,STN-05,2026-03-02 03:45,ENG-1337,SUP-174,EMP143,TL-016,B,MC-104,No,443,0,,480,469,1.17,560,7,553,11
M8045,MA1AB100000001045,WO11045,SUV Pro,TRIM-1, stn-05 ,2026-03-02 03:46,ENG-1302,SUP-027,EMP186,TL-009,C,MC-103,No,469,0,,480,458,1.2,493,5,488,22
M8046,MA1AB100000001046,WO11046,Sedan X,PAINT-1,STN-02,2026-03-02 03:47,ENG-1304,SUP-104,EMP162,TL-030,,MC-103,No,429,0,,480,420,1.06,600,8,592,60
M8047,MA1AB100000001047,WO11047,Hatch Z,TRIM-1,STN-03,2026-03-02 03:48,ENG-1391,SUP-183,EMP397,TL-076,C,MC-105,No,449,0,,480,442,1.17,588,2,586,38
M8048,MA1AB100000001048,WO11048,Hatch Z,TRIM-1,STN-03,2026-03-02 03:50,ENG-1243,SUP-171,EMP307,TL-063,C,MC-104,No,459,0,,480,478,0.96,539,9,530,2
M8049,MA1AB100000001049,WO11049,Sedan X,TRIM-1,STN-01,2026-03-02 03:51,ENG-1062,SUP-065,EMP350,TL-064,B,MC-101,No,465,0,,480,436,1.14,477,13,464,44
M8050,MA1AB100000001050,WO11050,Hatch Z,GA-2,STN-01,2026-03-02 03:52,ENG-1050,SUP-189,EMP127,TL-009,,MC-103,No,431,0,,480,471,1.09,534,12,522,9
M8051,MA1AB100000001051,WO11051,Hatch Z,GA-1,STN-02,2026-03-02 03:53,ENG-1195,SUP-155,EMP267,TL-020,C,MC-105,No,473,0,,480,465,0.89,467,7,460,15
M8052,MA1AB100000001052,WO11052,Hatch Z,GA-1,Stn-03,2026-03-02 03:55,ENG-1039,SUP-170,EMP366,TL-099,,MC-104,No,477,0,,480,446,1.17,504,0,504,34
M8053,MA1AB100000001053,WO11053,SUV Pro,GA-2,STN-03,2026-03-02 03:56,ENG-1338,SUP-128,EMP351,TL-065,C,MC-103,No,429,0,,480,475,0.81,462,6,456,5
M8054,MA1AB100000001054,WO11054,Hatch Z,PAINT-1,Stn-03,2026-03-02 03:57,ENG-1440,SUP-139,EMP379,TL-003,A,MC-104,No,427,0,,480,463,0.91,481,5,476,17
M8055,MA1AB100000001055,WO11055,SUV Pro,GA-1,STN-04,2026-03-02 03:70,ENG-1230,SUP-081,EMP292,TL-057,,MC-105,Yes,440,88,F002,480,454,1.0,484,3,481,26
M8056,MA1AB100000001056,WO11056,Sedan X,GA-1,STN-02,2026-03-02 04:00,ENG-1285,SUP-169,EMP255,TL-091,B,MC-101,No,443,0,,480,439,1.18,480,0,480,41
M8057,MA1AB100000001057,WO11057,SUV Pro,TRIM-1,STN-02,2026-03-02 04:01,ENG-1159,SUP-184,EMP299,TL-063,A,MC-105,No,455,0,,480,429,0.94,502,14,488,51
M8058,MA1AB100000001058,WO11058,Hatch Z,TRIM-1, stn-05 ,2026-03-02 04:02,ENG-1283,SUP-176,EMP376,TL-074,,MC-101,No,462,0,,480,449,0.84,592,9,583,31
M8059,MA1AB100000001059,WO11059,SUV Pro,GA-2,STN-05,2026-03-02 04:03,ENG-1028,SUP-101,EMP234,TL-064,,MC-102,No,442,0,,480,473,1.09,534,2,532,7
M8060,MA1AB100000001060,WO11060,Hatch Z,PAINT-1,Stn-03,2026-03-02 04:05,ENG-1145,SUP-083,EMP131,TL-004,A,MC-103,No,448,0,,480,436,1.07,485,9,476,44
M8061,MA1AB100000001061,WO11061,Sedan X,PAINT-1,STN-03,2026-03-02 04:06,ENG-1414,SUP-190,EMP398,TL-004,C,MC-102,No,430,0,,480,451,0.85,569,1,568,29
M8062,MA1AB100000001062,WO11062,SUV Pro,GA-1,STN-04,2026-03-02 04:07,ENG-1176,SUP-092,EMP310,TL-045,A,MC-101,No,427,0,,480,430,1.08,546,7,539,50
M8063,MA1AB100000001063,WO11063,Hatch Z,GA-2,STN-02,2026-03-02 04:08,ENG-1120,SUP-166,EMP259,TL-076,A,MC-104,No,445,0,,480,449,0.96,529,0,529,31
M8064,MA1AB100000001064,WO11064,Hatch Z,GA-1,Stn-03,2026-03-02 04:10,ENG-1156,SUP-030,EMP272,TL-022,A,MC-101,No,469,0,,480,452,0.97,452,2,450,28
M8065,MA1AB100000001065,WO11065,Hatch Z,PAINT-1,STN-01,2026-03-02 04:11,ENG-1235,SUP-169,EMP316,TL-073,,MC-101,No,449,0,,480,422,1.18,566,3,563,58
M8066,MA1AB100000001066,WO11066,SUV Pro,GA-1, stn-05 ,2026-03-02 04:12,ENG-1240,SUP-151,EMP111,TL-041,,MC-104,No,429,0,,480,437,1.13,487,2,485,43
M8067,MA1AB100000001067,WO11067,Hatch Z,TRIM-1,STN-03,2026-03-02 04:13,ENG-1293,SUP-026,EMP350,TL-013,B,MC-102,Yes,467,84,F003,480,452,1.19,545,7,538,28
M8068,MA1AB100000001068,WO11068,SUV Pro,TRIM-1,STN-05,2026-03-02 04:15,ENG-1415,SUP-196,EMP273,TL-022,C,MC-103,No,438,0,,480,426,1.08,571,3,568,54
M8069,MA1AB100000001069,WO11069,SUV Pro,TRIM-1,STN-02,2026-03-02 04:16,ENG-1254,SUP-163,EMP138,TL-069,B,MC-101,No,438,0,,480,467,0.95,590,14,576,13
M8070,MA1AB100000001070,WO11070,SUV Pro,PAINT-1,STN-01,2026-03-02 04:17,ENG-1152,SUP-147,EMP305,TL-029,A,MC-101,No,468,0,,480,457,0.95,569,11,558,23
M8071,MA1AB100000001071,WO11071,Hatch Z,GA-1,STN-05,2026-03-02 04:18,ENG-1172,SUP-070,EMP134,TL-073,,MC-103,No,456,0,,480,447,0.86,572,8,564,33
M8072,MA1AB100000001072,WO11072,SUV Pro,GA-2,STN-03,2026-03-02 04:20,ENG-1407,SUP-020,EMP254,TL-065,C,MC-101,No,471,0,,480,424,0.83,563,5,558,56
M8073,MA1AB100000001073,WO11073,SUV Pro,PAINT-1,STN-02,2026-03-02 04:21,ENG-1212,SUP-103,EMP228,TL-080,,MC-103,No,478,0,,480,442,1.0,553,2,551,38
M8074,MA1AB100000001074,WO11074,Hatch Z,GA-2,STN-01,2026-03-02 04:22,ENG-1321,SUP-181,EMP364,TL-024,,MC-103,No,441,0,,480,424,0.86,470,8,462,56
M8075,MA1AB100000001075,WO11075,Sedan X,TRIM-1,STN-03,2026-03-02 04:23,ENG-1479,SUP-164,EMP372,TL-079,,MC-103,No,466,0,,480,462,1.03,459,2,457,18
M8076,MA1AB100000001076,WO11076,Hatch Z,GA-1,STN-05,2026-03-02 04:25,ENG-1102,SUP-094,EMP336,TL-019,B,MC-104,No,422,0,,480,448,0.88,592,0,592,32
M8077,MA1AB100000001077,WO11077,Sedan X,PAINT-1,Stn-03,2026-03-02 04:26,ENG-1222,SUP-106,EMP263,TL-009,B,MC-102,No,455,0,,480,421,1.0,590,2,588,59
M8078,MA1AB100000001078,WO11078,SUV Pro,PAINT-1,Stn-03,2026-03-02 04:27,ENG-1146,SUP-166,EMP182,TL-033,B,MC-102,No,421,0,,480,430,1.16,540,12,528,50
M8079,MA1AB100000001079,WO11079,SUV Pro,GA-2,STN-01,2026-03-02 04:28,ENG-1076,SUP-050,EMP114,TL-032,C,MC-105,No,473,0,,480,452,0.99,483,1,482,28
M8080,MA1AB100000001080,WO11080,SUV Pro,TRIM-1,STN-05,2026-03-02 04:30,ENG-1223,SUP-109,EMP118,TL-026,B,MC-104,No,442,0,,480,465,1.17,533,14,519,15
M8081,MA1AB100000001081,WO11081,SUV Pro,GA-2,STN-01,2026-03-02 04:31,ENG-1132,SUP-072,EMP381,TL-023,A,MC-105,No,423,0,,480,480,0.92,574,14,560,0
M8082,MA1AB100000001082,WO11082,Hatch Z,TRIM-1,Stn-03,2026-03-02 04:32,ENG-1010,SUP-015,EMP142,TL-041,C,MC-102,No,432,0,,480,430,0.85,555,15,540,50
M8083,MA1AB100000001083,WO11083,Sedan X,TRIM-1,STN-03,2026-03-02 04:33,ENG-1343,SUP-169,EMP146,TL-051,B,MC-102,No,434,0,,480,464,1.08,450,1,449,16
M8084,MA1AB100000001084,WO11084,Sedan X,GA-1,STN-05,2026-03-02 04:35,ENG-1376,SUP-129,EMP161,TL-067,C,MC-102,No,469,0,,480,425,0.97,539,1,538,55
M8085,MA1AB100000001085,WO11085,SUV Pro,GA-1,STN-02,2026-03-02 04:36,ENG-1307,SUP-032,EMP260,TL-043,,MC-101,No,421,0,,480,445,1.07,481,4,477,35
M8086,MA1AB100000001086,WO11086,Hatch Z,GA-2,STN-04,2026-03-02 04:37,ENG-1111,SUP-037,EMP154,TL-023,B,MC-105,No,474,0,,480,460,1.03,465,0,465,20
M8087,MA1AB100000001087,WO11087,SUV Pro,TRIM-1,STN-04,2026-03-02 04:38,ENG-1130,SUP-151,EMP128,TL-063,C,MC-104,No,462,0,,480,464,0.97,539,3,536,16
M8088,MA1AB100000001088,WO11088,Hatch Z,GA-1,STN-03,2026-03-02 04:40,ENG-1279,SUP-109,EMP343,TL-088,B,MC-105,No,452,0,,480,437,0.95,513,12,501,43
M8089,MA1AB100000001089,WO11089,SUV Pro,GA-2,STN-03,2026-03-02 04:41,ENG-1243,SUP-184,EMP288,TL-040,A,MC-102,No,451,0,,480,458,0.89,502,5,497,22
M8090,MA1AB100000001090,WO11090,Hatch Z,GA-1,Stn-03,2026-03-02 04:42,ENG-1378,SUP-170,EMP127,TL-089,B,MC-104,No,458,0,,480,439,1.2,463,2,461,41
M8091,MA1AB100000001091,WO11091,SUV Pro,TRIM-1,STN-03,2026-03-02 04:43,ENG-1327,SUP-180,EMP285,TL-088,A,MC-105,No,423,0,,480,433,0.88,547,8,539,47
M8092,MA1AB100000001092,WO11092,Hatch Z,GA-2,Stn-03,2026-03-02 04:45,ENG-1226,SUP-100,EMP104,TL-051,C,MC-102,No,443,0,,480,453,0.98,524,12,512,27
M8093,MA1AB100000001093,WO11093,SUV Pro,GA-1,Stn-03,2026-03-02 04:46,ENG-1387,SUP-061,EMP252,TL-027,B,MC-102,No,465,0,,480,433,1.16,584,14,570,47
M8094,MA1AB100000001094,WO11094,SUV Pro,PAINT-1,Stn-03,2026-03-02 04:47,ENG-1392,SUP-165,EMP308,TL-005,C,MC-104,No,443,0,,480,435,1.13,553,1,552,45
M8095,MA1AB100000001095,WO11095,Sedan X,TRIM-1,STN-04,2026-03-02 04:48,ENG-1377,SUP-106,EMP270,TL-092,,MC-103,No,420,0,,480,476,1.19,460,15,445,4
M8096,MA1AB100000001096,WO11096,Sedan X,GA-2, stn-05 ,2026-03-02 04:50,ENG-1133,SUP-130,EMP133,TL-046,,MC-104,No,442,0,,480,441,1.05,484,0,484,39
M8097,MA1AB100000001097,WO11097,Hatch Z,PAINT-1,STN-04,2026-03-02 04:51,ENG-1355,SUP-008,EMP126,TL-083,B,MC-103,No,448,0,,480,437,0.91,461,4,457,43
M8098,MA1AB100000001098,WO11098,Hatch Z,TRIM-1,Stn-03,2026-03-02 04:52,ENG-1328,SUP-035,EMP101,TL-052,B,MC-101,No,425,0,,480,424,1.15,503,7,496,56
M8099,MA1AB100000001099,WO11099,Hatch Z,PAINT-1,STN-03,2026-03-02 04:53,ENG-1294,SUP-022,EMP156,TL-021,B,MC-104,No,476,0,,480,424,0.83,507,9,498,56
M8100,MA1AB100000001100,WO11100,Hatch Z,GA-2,Stn-03,2026-03-02 04:55,ENG-1304,SUP-176,EMP310,TL-041,,MC-103,No,446,0,,480,464,1.18,548,4,544,16
M8101,MA1AB100000001101,WO11101,SUV Pro,GA-2,STN-03,2026-03-02 04:56,ENG-1088,SUP-176,EMP267,TL-037,B,MC-105,No,438,0,,480,473,0.98,532,0,532,7
M8102,MA1AB100000001102,WO11102,Sedan X,TRIM-1,STN-03,2026-03-02 04:57,ENG-1093,SUP-101,EMP293,TL-074,B,MC-102,No,466,0,,480,478,1.07,538,12,526,2
M8103,MA1AB100000001103,WO11103,Sedan X,GA-1,STN-05,2026-03-02 04:58,ENG-1331,SUP-157,EMP217,TL-012,,MC-101,No,447,0,,480,453,1.16,565,15,550,27
M8104,MA1AB100000001104,WO11104,Sedan X,PAINT-1, stn-05 ,2026-03-02 05:00,ENG-1436,SUP-044,EMP125,TL-052,,MC-104,No,446,0,,480,462,1.01,544,0,544,18
M8105,MA1AB100000001105,WO11105,Hatch Z,PAINT-1,STN-02,2026-03-02 05:01,ENG-1045,SUP-095,EMP187,TL-073,A,MC-103,No,457,0,,480,443,1.13,459,7,452,37
M8106,MA1AB100000001106,WO11106,Sedan X,TRIM-1,Stn-03,2026-03-02 05:02,ENG-1471,SUP-117,EMP353,TL-016,B,MC-105,No,429,0,,480,449,1.14,460,14,446,31
M8107,MA1AB100000001107,WO11107,Hatch Z,GA-2,STN-02,2026-03-02 05:03,ENG-1484,SUP-069,EMP247,TL-096,,MC-103,No,450,0,,480,452,1.0,481,5,476,28
M8108,MA1AB100000001108,WO11108,SUV Pro,GA-2,STN-04,2026-03-02 05:05,ENG-1438,SUP-053,EMP210,TL-037,B,MC-104,No,453,0,,480,455,1.16,471,11,460,25
M8109,MA1AB100000001109,WO11109,SUV Pro,GA-2,STN-04,2026-03-02 05:06,ENG-1405,SUP-038,EMP114,TL-038,C,MC-103,No,424,0,,480,467,0.9,467,1,466,13
M8110,MA1AB100000001110,WO11110,Sedan X,TRIM-1,STN-02,2026-03-02 05:07,ENG-1189,,EMP398,TL-088,,MC-104,No,457,0,,480,423,0.86,488,3,485,57
M8111,MA1AB100000001111,WO11111,Sedan X,GA-1,STN-04,2026-03-02 05:08,ENG-1068,SUP-083,EMP303,TL-088,B,MC-103,No,425,0,,480,430,1.08,463,15,448,50
M8112,MA1AB100000001112,WO11112,Hatch Z,TRIM-1, stn-05 ,2026-03-02 05:10,ENG-1216,SUP-189,EMP231,TL-010,A,MC-102,Yes,460,49,F004,480,439,1.13,456,11,445,41
M8113,MA1AB100000001113,WO11113,Hatch Z,GA-1,STN-01,2026-03-02 05:11,ENG-1170,SUP-061,EMP341,TL-046,A,MC-104,No,449,0,,480,461,0.96,475,4,471,19
M8114,MA1AB100000001114,WO11114,Sedan X,PAINT-1,STN-05,2026-03-02 05:12,ENG-1317,SUP-098,EMP254,TL-051,C,MC-104,No,468,0,,480,467,0.81,452,11,441,13
M8115,MA1AB100000001115,WO11115,Sedan X,GA-1,STN-05,2026-03-02 05:13,ENG-1091,SUP-067,EMP186,TL-065,,MC-101,No,432,0,,480,465,0.97,554,11,543,15
M8116,MA1AB100000001116,WO11116,SUV Pro,TRIM-1,STN-02,2026-03-02 05:15,ENG-1045,SUP-082,EMP371,TL-056,B,MC-102,No,444,0,,480,472,0.89,531,11,520,8
M8117,MA1AB100000001117,WO11117,SUV Pro,GA-1,STN-03,2026-03-02 05:16,ENG-1022,SUP-033,EMP355,TL-036,C,MC-104,No,451,0,,480,455,0.83,600,6,594,25
M8118,MA1AB100000001118,WO11118,SUV Pro,PAINT-1,STN-03,2026-03-02 05:17,ENG-1313,SUP-195,EMP235,TL-067,C,MC-105,Yes,472,53,F003,480,437,0.87,512,2,510,43
M8119,MA1AB100000001119,WO11119,SUV Pro,GA-2,STN-03,2026-03-02 05:18,ENG-1377,SUP-126,EMP177,TL-072,,MC-103,No,467,0,,480,442,1.04,590,5,585,38
M8120,MA1AB100000001120,WO11120,Sedan X,GA-2,STN-02,2026-03-02 05:20,ENG-1027,SUP-059,EMP193,TL-005,,MC-105,No,421,0,,480,459,0.95,584,10,574,21
M8121,MA1AB100000001121,WO11121,SUV Pro,GA-2, stn-05 ,2026-03-02 05:21,ENG-1239,SUP-112,EMP159,TL-064,A,MC-103,No,429,0,,480,467,1.12,510,14,496,13
M8122,MA1AB100000001122,WO11122,SUV Pro,PAINT-1, stn-05 ,2026-03-02 05:22,ENG-1287,SUP-125,EMP334,TL-064,A,MC-103,No,460,0,,480,434,0.89,500,4,496,46
M8123,MA1AB100000001123,WO11123,Hatch Z,GA-2,STN-01,2026-03-02 05:23,ENG-1178,SUP-024,EMP204,TL-037,B,MC-101,No,450,0,,480,445,1.04,568,8,560,35
M8124,MA1AB100000001124,WO11124,Sedan X,PAINT-1,STN-05,2026-03-02 05:25,ENG-1456,SUP-170,EMP399,TL-028,A,MC-104,No,462,0,,480,455,0.91,565,0,565,25
M8125,MA1AB100000001125,WO11125,Hatch Z,GA-2,STN-04,2026-03-02 05:26,ENG-1471,SUP-020,EMP226,TL-099,,MC-103,No,446,0,,480,445,0.91,562,15,547,35
M8126,MA1AB100000001126,WO11126,Hatch Z,GA-1,STN-03,2026-03-02 05:27,ENG-1013,SUP-073,EMP162,TL-051,C,MC-101,No,478,0,,480,431,0.86,552,3,549,49
M8127,MA1AB100000001127,WO11127,Hatch Z,GA-1,Stn-03,2026-03-02 05:28,ENG-1165,SUP-040,EMP114,TL-011,,MC-105,No,435,0,,480,450,1.1,453,8,445,30
M8128,MA1AB100000001128,WO11128,Hatch Z,TRIM-1,STN-04,2026-03-02 05:30,ENG-1321,SUP-069,EMP102,TL-043,A,MC-101,Yes,468,50,F004,480,470,0.91,463,14,449,10
M8129,MA1AB100000001129,WO11129,Hatch Z,TRIM-1,STN-03,2026-03-02 05:31,ENG-1485,SUP-188,EMP391,TL-017,B,MC-105,No,424,0,,480,436,1.07,526,6,520,44
M8130,MA1AB100000001130,WO11130,Sedan X,PAINT-1,STN-03,2026-03-02 05:32,ENG-1408,SUP-015,EMP136,TL-071,,MC-104,No,443,0,,480,475,1.08,502,2,500,5
M8131,MA1AB100000001131,WO11131,Sedan X,TRIM-1,STN-03,2026-03-02 05:33,ENG-1091,SUP-062,EMP304,TL-012,A,MC-103,No,456,0,,480,459,1.02,523,0,523,21
M8132,MA1AB100000001132,WO11132,Sedan X,GA-2,STN-04,2026-03-02 05:35,ENG-1399,SUP-104,EMP245,TL-083,B,MC-102,No,436,0,,480,441,1.06,512,6,506,39
M8133,MA1AB100000001133,WO11133,Sedan X,PAINT-1,STN-04,2026-03-02 05:36,ENG-1410,SUP-111,EMP258,TL-088,B,MC-105,No,450,0,,480,465,1.07,519,11,508,15
M8134,MA1AB100000001134,WO11134,SUV Pro,GA-1,Stn-03,2026-03-02 05:37,ENG-1188,SUP-132,EMP202,TL-063,,MC-103,No,472,0,,480,434,0.84,531,5,526,46
M8135,MA1AB100000001135,WO11135,SUV Pro,TRIM-1,STN-03,2026-03-02 05:38,ENG-1288,SUP-154,EMP316,TL-012,,MC-102,No,452,0,,480,436,1.11,514,11,503,44
M8136,MA1AB100000001136,WO11136,SUV Pro,GA-2,STN-04,2026-03-02 05:40,ENG-1322,SUP-110,EMP147,TL-006,C,MC-102,No,421,0,,480,459,1.01,599,15,584,21
M8137,MA1AB100000001137,WO11137,SUV Pro,GA-2, stn-05 ,2026-03-02 05:41,ENG-1351,SUP-183,EMP179,TL-064,A,MC-105,No,430,0,,480,465,1.13,594,14,580,15
M8138,MA1AB100000001138,WO11138,SUV Pro,TRIM-1,STN-04,2026-03-02 05:42,ENG-1040,SUP-123,EMP253,TL-020,B,MC-103,No,429,0,,480,435,0.84,538,13,525,45
M8139,MA1AB100000001139,WO11139,Hatch Z,PAINT-1,Stn-03,2026-03-02 05:43,ENG-1127,SUP-134,EMP318,TL-038,A,MC-102,No,476,0,,480,474,0.82,468,4,464,6
M8140,MA1AB100000001140,WO11140,Hatch Z,GA-1,STN-01,2026-03-02 05:45,ENG-1262,SUP-028,EMP361,TL-055,,MC-101,No,442,0,,480,462,1.06,517,10,507,18
M8141,MA1AB100000001141,WO11141,Sedan X,TRIM-1, stn-05 ,2026-03-02 05:46,ENG-1368,SUP-146,EMP229,TL-046,C,MC-101,No,437,0,,480,421,0.92,587,15,572,59
M8142,MA1AB100000001142,WO11142,Hatch Z,GA-1,Stn-03,2026-03-02 05:47,ENG-1257,SUP-005,EMP158,TL-095,,MC-103,No,460,0,,480,474,1.19,501,12,489,6
M8143,MA1AB100000001143,WO11143,Sedan X,GA-2,Stn-03,2026-03-02 05:48,ENG-1201,SUP-012,EMP142,TL-054,C,MC-104,No,442,0,,480,477,0.92,556,6,550,3
M8144,MA1AB100000001144,WO11144,SUV Pro,TRIM-1,Stn-03,2026-03-02 05:50,ENG-1343,SUP-116,EMP235,TL-044,B,MC-101,Yes,438,82,F001,480,475,0.98,490,3,487,5
M8145,MA1AB100000001145,WO11145,Sedan X,GA-2,STN-01,2026-03-02 05:51,ENG-1382,SUP-155,EMP232,TL-087,A,MC-105,No,469,0,,480,459,0.94,598,1,597,21
M8146,MA1AB100000001146,WO11146,SUV Pro,GA-1,STN-01,2026-03-02 05:52,ENG-1202,SUP-030,EMP106,TL-022,,MC-103,No,468,0,,480,445,1.02,560,11,549,35
M8147,MA1AB100000001147,WO11147,SUV Pro,TRIM-1,Stn-03,2026-03-02 05:53,ENG-1336,SUP-191,EMP349,TL-039,C,MC-102,No,468,0,,480,440,0.89,487,13,474,40
M8148,MA1AB100000001148,WO11148,Hatch Z,TRIM-1,Stn-03,2026-03-02 05:55,ENG-1154,SUP-023,EMP164,TL-018,A,MC-101,No,440,0,,480,479,1.18,594,2,592,1
M8149,MA1AB100000001149,WO11149,Sedan X,GA-1,Stn-03,2026-03-02 05:56,ENG-1008,SUP-179,EMP196,TL-004,B,MC-103,No,472,0,,480,447,0.91,506,8,498,33
M8150,MA1AB100000001150,WO11150,SUV Pro,GA-2, stn-05 ,2026-03-02 05:57,ENG-1123,SUP-112,EMP375,TL-025,A,MC-103,No,471,0,,480,479,1.17,549,10,539,1
M8151,MA1AB100000001151,WO11151,SUV Pro,TRIM-1,STN-02,2026-03-02 05:58,ENG-1242,SUP-109,EMP111,TL-015,B,MC-104,No,463,0,,480,468,1.19,452,0,452,12
M8152,MA1AB100000001152,WO11152,Sedan X,TRIM-1,STN-04,2026-03-02 06:00,ENG-1241,SUP-006,EMP330,TL-075,B,MC-102,No,443,0,,480,435,0.94,533,11,522,45
M8153,MA1AB100000001153,WO11153,Sedan X,PAINT-1,STN-05,2026-03-02 06:01,ENG-1424,SUP-101,EMP126,TL-043,A,MC-102,No,457,0,,480,470,1.13,547,0,547,10
M8154,MA1AB100000001154,WO11154,Sedan X,TRIM-1,STN-04,2026-03-02 06:02,ENG-1434,SUP-127,EMP396,TL-077,C,MC-102,No,429,0,,480,437,1.16,467,3,464,43
M8155,MA1AB100000001155,WO11155,Sedan X,TRIM-1,STN-04,2026-03-02 06:03,ENG-1248,SUP-132,EMP349,TL-030,A,MC-105,Yes,453,51,F003,480,432,0.81,561,5,556,48
M8156,MA1AB100000001156,WO11156,Hatch Z,GA-1,STN-04,2026-03-02 06:05,ENG-1295,SUP-081,EMP383,TL-009,C,MC-103,No,446,0,,480,424,1.19,598,7,591,56
M8157,MA1AB100000001157,WO11157,Hatch Z,TRIM-1,STN-04,2026-03-02 06:06,ENG-1059,SUP-127,EMP277,TL-058,,MC-105,No,478,0,,480,460,0.95,480,1,479,20
M8158,MA1AB100000001158,WO11158,Sedan X,GA-2,STN-03,2026-03-02 06:07,ENG-1371,SUP-050,EMP340,TL-045,,MC-105,No,433,0,,480,466,0.94,581,4,577,14
M8159,MA1AB100000001159,WO11159,Sedan X,GA-2,STN-05,2026-03-02 06:08,ENG-1465,SUP-176,EMP273,TL-078,,MC-103,No,434,0,,480,430,1.12,577,13,564,50
M8160,MA1AB100000001160,WO11160,Sedan X,PAINT-1, stn-05 ,2026-03-02 06:10, eng-1001 ,SUP-183,EMP299,TL-054,C,MC-102,No,470,0,,480,475,0.87,510,4,506,5
M8161,MA1AB100000001161,WO11161,SUV Pro,GA-2,STN-05,2026-03-02 06:11,ENG-1106,SUP-073,EMP144,TL-086,,MC-103,No,459,0,,480,457,0.81,572,13,559,23
M8162,MA1AB100000001162,WO11162,Sedan X,GA-2,STN-02,2026-03-02 06:12,ENG-1080,SUP-156,EMP351,TL-013,,MC-104,No,480,0,,480,448,1.19,466,11,455,32
M8163,MA1AB100000001163,WO11163,SUV Pro,PAINT-1,STN-02,2026-03-02 06:13,ENG-1107,SUP-143,EMP124,TL-003,C,MC-103,No,454,0,,480,457,0.81,494,9,485,23
M8164,MA1AB100000001164,WO11164,SUV Pro,PAINT-1, stn-05 ,2026-03-02 06:15,ENG-1081,SUP-045,EMP357,TL-005,A,MC-103,No,464,0,,480,478,1.06,529,5,524,2
M8165,MA1AB100000001165,WO11165,SUV Pro,TRIM-1,STN-01,2026-03-02 06:16,ENG-1316,SUP-059,EMP161,TL-072,B,MC-101,No,427,0,,480,479,1.03,595,8,587,1
M8166,MA1AB100000001166,WO11166,SUV Pro,PAINT-1,STN-03,2026-03-02 06:17,ENG-1401,SUP-091,EMP123,TL-099,C,MC-104,No,478,0,,480,466,0.97,517,1,516,14
M8167,MA1AB100000001167,WO11167,Sedan X,GA-1, stn-05 ,2026-03-02 06:18,ENG-1025,SUP-113,EMP334,TL-097,A,MC-101,Yes,472,31,F001,480,429,1.13,595,10,585,51
M8168,MA1AB100000001168,WO11168,Sedan X,GA-1,Stn-03,2026-03-02 06:20,ENG-1287,SUP-011,EMP359,TL-014,B,MC-102,No,439,0,,480,458,1.13,530,12,518,22
M8169,MA1AB100000001169,WO11169,Hatch Z,GA-1,Stn-03,2026-03-02 06:21,ENG-1105,SUP-093,EMP180,TL-094,C,MC-102,No,428,0,,480,480,0.81,538,11,527,0
M8170,MA1AB100000001170,WO11170,Hatch Z,TRIM-1,Stn-03,2026-03-02 06:22,ENG-1259,SUP-128,EMP150,TL-020,C,MC-104,No,476,0,,480,436,1.05,508,1,507,44
M8171,MA1AB100000001171,WO11171,SUV Pro,GA-2,STN-01,2026-03-02 06:23,ENG-1434,SUP-052,EMP324,TL-054,A,MC-105,No,453,0,,480,449,1.14,592,1,591,31
M8172,MA1AB100000001172,WO11172,Sedan X,TRIM-1,STN-03,2026-03-02 06:25,ENG-1146,SUP-130,EMP187,TL-011,C,MC-103,No,441,0,,480,453,0.96,548,0,548,27
M8173,MA1AB100000001173,WO11173,SUV Pro,TRIM-1,STN-03,2026-03-02 06:26,ENG-1322,SUP-171,EMP225,TL-020,,MC-101,No,439,0,,480,430,0.85,478,10,468,50
M8174,MA1AB100000001174,WO11174,Sedan X,GA-2,Stn-03,2026-03-02 06:27,ENG-1219,SUP-106,EMP309,TL-059,C,MC-104,Yes,472,30,F002,480,428,1.03,522,13,509,52
M8175,MA1AB100000001175,WO11175,Sedan X,TRIM-1,STN-02,2026-03-02 06:28,ENG-1394,SUP-003,EMP364,TL-009,A,MC-101,No,464,0,,480,469,0.81,508,3,505,11
M8176,MA1AB100000001176,WO11176,SUV Pro,PAINT-1,STN-04,2026-03-02 06:30,ENG-1395,SUP-043,EMP322,TL-008,,MC-103,No,434,0,,480,428,0.95,515,5,510,52
M8177,MA1AB100000001177,WO11177,Sedan X,GA-2,STN-05,2026-03-02 06:31,ENG-1029,SUP-162,EMP366,TL-038,,MC-105,No,433,0,,480,477,1.0,552,15,537,3
M8178,MA1AB100000001178,WO11178,SUV Pro,PAINT-1, stn-05 ,2026-03-02 06:32,ENG-1380,SUP-081,EMP276,TL-002,C,MC-101,No,425,0,,480,465,0.89,589,0,589,15
