Supplier_Code,Supplier_Name,Part_Number,VIN,Claim_ID,Failure_Code,Warranty_Cost,Claim_Status
SUP-110,Auto Supplier 110,ENG-1084,MA1AB100000001353,,,,
SUP-188,Auto Supplier 188,ENG-1157,MA1AB100000001354,,,,
SUP-069,Auto Supplier 69,ENG-1073,MA1AB100000001355,,,,
SUP-126,Auto Supplier 126,ENG-1086,MA1AB100000001356,,,,
SUP-168,Auto Supplier 168,ENG-1213,MA1AB100000001357,,,,
SUP-181,Auto Supplier 181,ENG-1095,MA1AB100000001358,,,,
SUP-055,Auto Supplier 55,ENG-1290,MA1AB100000001359,,,,
SUP-050,Auto Supplier 50,ENG-1388,MA1AB100000001360,,,,
SUP-043,Auto Supplier 43,ENG-1325,MA1AB100000001361,,,,
SUP-088,Auto Supplier 88,ENG-1032,MA1AB100000001362,,,,
SUP-026,Auto Supplier 26,ENG-1389,MA1AB100000001363,,,,
SUP-134,Auto Supplier 134,ENG-1108,MA1AB100000001364,,,,
SUP-155,Auto Supplier 155,ENG-1172,MA1AB100000001365,,,,
SUP-062,Auto Supplier 62,ENG-1418,MA1AB100000001366,,,,
SUP-085,Auto Supplier 85,ENG-1447,MA1AB100000001367,,,,
SUP-036,Auto Supplier 36,ENG-1427,MA1AB100000001368,,,,
SUP-064,Auto Supplier 64,ENG-1384,MA1AB100000001369,,,,
SUP-001,Auto Supplier 1,ENG-1096,MA1AB100000001370,,,,
SUP-060,Auto Supplier 60,ENG-1227,MA1AB100000001371,,,,
SUP-180,Auto Supplier 180,ENG-1337,MA1AB100000001372,,,,
SUP-134,Auto Supplier 134,ENG-1073,MA1AB100000001373,,,,
SUP-078,Auto Supplier 78,ENG-1044,MA1AB100000001374,,,,
SUP-139,Auto Supplier 139,ENG-1339,MA1AB100000001375,,,,
SUP-184,Auto Supplier 184,ENG-1222,MA1AB100000001376,,,,
SUP-066,Auto Supplier 66,ENG-1368,MA1AB100000001377,,,,
SUP-186,Auto Supplier 186,ENG-1324,MA1AB100000001378,,,,
SUP-097,Auto Supplier 97,ENG-1175,MA1AB100000001379,,,,
SUP-075,Auto Supplier 75,ENG-1059,MA1AB100000001380,,,,
SUP-030,Auto Supplier 30,ENG-1482,MA1AB100000001381,,,,
SUP-001,Auto Supplier 1,ENG-1377,MA1AB100000001382,,,,
SUP-094,Auto Supplier 94,ENG-1394,MA1AB100000001383,,,,
SUP-118,Auto Supplier 118,ENG-1275,MA1AB100000001384,,,,
SUP-038,Auto Supplier 38,ENG-1233,MA1AB100000001385,,,,
SUP-177,Auto Supplier 177,ENG-1257,MA1AB100000001386,,,,
SUP-181,Auto Supplier 181,ENG-1149,MA1AB100000001387,,,,
SUP-058,Auto Supplier 58,ENG-1375,MA1AB100000001388,,,,
SUP-169,Auto Supplier 169,ENG-1417,MA1AB100000001389,,,,
SUP-090,Auto Supplier 90,ENG-1242,MA1AB100000001390,,,,
SUP-050,Auto Supplier 50,ENG-1356,MA1AB100000001391,,,,
SUP-149,Auto Supplier 149,ENG-1405,MA1AB100000001392,,,,
SUP-114,Auto Supplier 114,ENG-1070,MA1AB100000001393,,,,
SUP-051,Auto Supplier 51,ENG-1383,MA1AB100000001394,,,,
SUP-110,Auto Supplier 110,ENG-1486,MA1AB100000001395,,,,
SUP-014,Auto Supplier 14,ENG-1483,MA1AB100000001396,,,,
SUP-185,Auto Supplier 185,ENG-1321,MA1AB100000001397,,,,
SUP-078,Auto Supplier 78,ENG-1250,MA1AB100000001398,,,,
SUP-167,Auto Supplier 167,ENG-1237,MA1AB100000001399,,,,
SUP-022,Auto Supplier 22,ENG-1059,MA1AB100000001400,,,,
SUP-191,Auto Supplier 191,ENG-1355,MA1AB100000001401,,,,
SUP-112,Auto Supplier 112,ENG-1359,MA1AB100000001402,,,,
SUP-138,Auto Supplier 138,ENG-1365,MA1AB100000001403,,,,
SUP-150,Auto Supplier 150,ENG-1265,MA1AB100000001404,,,,
SUP-154,Auto Supplier 154,ENG-1441,MA1AB100000001405,,,,
SUP-148,Auto Supplier 148,ENG-1065,MA1AB100000001406,,,,
SUP-009,Auto Supplier 9,ENG-1385,MA1AB100000001407,,,,
SUP-169,Auto Supplier 169,ENG-1483,MA1AB100000001408,,,,
SUP-114,Auto Supplier 114,ENG-1273,MA1AB100000001409,,,,
SUP-091,Auto Supplier 91,ENG-1466,MA1AB100000001410,,,,
SUP-012,Auto Supplier 12,ENG-1419,MA1AB100000001411,,,,
SUP-056,Auto Supplier 56,ENG-1426,MA1AB100000001412,,,,
SUP-187,Auto Supplier 187,ENG-1065,MA1AB100000001413,,,,
SUP-042,Auto Supplier 42,ENG-1462,MA1AB100000001414,,,,
SUP-138,Auto Supplier 138,ENG-1073,MA1AB100000001415,,,,
SUP-145,Auto Supplier 145,ENG-1190,MA1AB100000001416,,,,
SUP-112,Auto Supplier 112,ENG-1403,MA1AB100000001417,,,,
SUP-029,Auto Supplier 29,ENG-1272,MA1AB100000001418,,,,
SUP-086,Auto Supplier 86,ENG-1465,MA1AB100000001419,,,,
SUP-057,Auto Supplier 57,ENG-1193,MA1AB100000001420,,,,
SUP-126,Auto Supplier 126,ENG-1420,MA1AB100000001421,,,,
SUP-156,Auto Supplier 156,ENG-1138,MA1AB100000001422,,,,
SUP-190,Auto Supplier 190,ENG-1176,MA1AB100000001423,,,,
SUP-176,Auto Supplier 176,ENG-1004,MA1AB100000001424,,,,
SUP-146,Auto Supplier 146,ENG-1193,MA1AB100000001425,,,,
SUP-108,Auto Supplier 108,ENG-1311,MA1AB100000001426,,,,
SUP-071,Auto Supplier 71,ENG-1146,MA1AB100000001427,,,,
SUP-198,Auto Supplier 198,ENG-1208,MA1AB100000001428,,,,
SUP-148,Auto Supplier 148,ENG-1084,MA1AB100000001429,,,,
SUP-003,Auto Supplier 3,ENG-1447,MA1AB100000001430,,,,
SUP-174,Auto Supplier 174,ENG-1350,MA1AB100000001431,,,,
SUP-191,Auto Supplier 191,ENG-1097,MA1AB100000001432,,,,
SUP-170,Auto Supplier 170,ENG-1378,MA1AB100000001433,,,,
SUP-196,Auto Supplier 196,ENG-1345,MA1AB100000001434,,,,
SUP-132,Auto Supplier 132,ENG-1068,MA1AB100000001435,,,,
SUP-029,Auto Supplier 29,ENG-1191,MA1AB100000001436,,,,
SUP-124,Auto Supplier 124,ENG-1153,MA1AB100000001437,,,,
SUP-079,Auto Supplier 79,ENG-1472,MA1AB100000001438,,,,
SUP-002,Auto Supplier 2,ENG-1182,MA1AB100000001439,,,,
SUP-185,Auto Supplier 185,ENG-1179,MA1AB100000001440,,,,
SUP-051,Auto Supplier 51,ENG-1251,MA1AB100000001441,,,,
SUP-040,Auto Supplier 40,ENG-1003,MA1AB100000001442,,,,
SUP-110,Auto Supplier 110,ENG-1186,MA1AB100000001443,,,,
SUP-113,Auto Supplier 113,ENG-1429,MA1AB100000001444,,,,
SUP-182,Auto Supplier 182,ENG-1183,MA1AB100000001445,,,,
SUP-108,Auto Supplier 108,ENG-1202,MA1AB100000001446,,,,
SUP-171,Auto Supplier 171,ENG-1491,MA1AB100000001447,,,,
SUP-183,Auto Supplier 183,ENG-1349,MA1AB100000001448,,,,
SUP-028,Auto Supplier 28,ENG-1056,MA1AB100000001449,,,,
SUP-176,Auto Supplier 176, eng-1001 ,MA1AB100000001450,,,,
SUP-075,Auto Supplier 75,ENG-1245,MA1AB100000001451,,,,
SUP-187,Auto Supplier 187,ENG-1078,MA1AB100000001452,,,,
SUP-180,Auto Supplier 180,ENG-1134,MA1AB100000001453,,,,
SUP-027,Auto Supplier 27,ENG-1400,MA1AB100000001454,,,,
SUP-034,Auto Supplier 34,ENG-1061,MA1AB100000001455,,,,
SUP-158,Auto Supplier 158,ENG-1009,MA1AB100000001456,,,,
SUP-180,Auto Supplier 180,ENG-1156,MA1AB100000001457,,,,
SUP-110,Auto Supplier 110,ENG-1261,MA1AB100000001458,,,,
SUP-090,Auto Supplier 90,ENG-1482,MA1AB100000001459,,,,
SUP-014,Auto Supplier 14,ENG-1000,MA1AB100000001460,,,,
SUP-111,Auto Supplier 111,ENG-1051,MA1AB100000001461,,,,
SUP-025,Auto Supplier 25,ENG-1057,MA1AB100000001462,,,,
SUP-093,Auto Supplier 93,ENG-1414,MA1AB100000001463,,,,
SUP-099,Auto Supplier 99,ENG-1299,MA1AB100000001464,,,,
SUP-168,Auto Supplier 168,ENG-1300,MA1AB100000001465,,,,
SUP-088,Auto Supplier 88,ENG-1316,MA1AB100000001466,,,,
SUP-050,Auto Supplier 50,ENG-1065,MA1AB100000001467,,,,
SUP-162,Auto Supplier 162,ENG-1229,MA1AB100000001468,,,,
SUP-129,Auto Supplier 129,ENG-1476,MA1AB100000001469,,,,
SUP-145,Auto Supplier 145,ENG-1023,MA1AB100000001470,,,,
SUP-137,Auto Supplier 137,ENG-1350,MA1AB100000001471,,,,
SUP-100,Auto Supplier 100,ENG-1399,MA1AB100000001472,,,,
SUP-147,Auto Supplier 147,ENG-1081,MA1AB100000001473,,,,
SUP-185,Auto Supplier 185,ENG-1362,MA1AB100000001474,,,,
SUP-142,Auto Supplier 142,ENG-1137,MA1AB100000001475,,,,
SUP-164,Auto Supplier 164,ENG-1020,MA1AB100000001476,,,,
SUP-054,Auto Supplier 54,ENG-1127,MA1AB100000001477,,,,
SUP-095,Auto Supplier 95,ENG-1309,MA1AB100000001478,,,,
SUP-157,Auto Supplier 157,ENG-1459,MA1AB100000001479,,,,
SUP-057,Auto Supplier 57,ENG-1182,MA1AB100000001480,,,,
SUP-177,Auto Supplier 177,ENG-1381,MA1AB100000001481,,,,
SUP-057,Auto Supplier 57,ENG-1226,MA1AB100000001482,,,,
SUP-060,Auto Supplier 60,ENG-1228,MA1AB100000001483,,,,
SUP-118,Auto Supplier 118,ENG-1092,MA1AB100000001484,,,,
SUP-166,Auto Supplier 166,ENG-1092,MA1AB100000001485,,,,
SUP-176,Auto Supplier 176,ENG-1201,MA1AB100000001486,,,,
SUP-166,Auto Supplier 166,ENG-1232,MA1AB100000001487,,,,
SUP-097,Auto Supplier 97,ENG-1051,MA1AB100000001488,,,,
SUP-198,Auto Supplier 198,ENG-1127,MA1AB100000001489,,,,
SUP-003,Auto Supplier 3,ENG-1494,MA1AB100000001490,,,,
SUP-123,Auto Supplier 123,ENG-1071,MA1AB100000001491,,,,
SUP-063,Auto Supplier 63,ENG-1079,MA1AB100000001492,,,,
SUP-012,Auto Supplier 12,ENG-1422,MA1AB100000001493,,,,
SUP-058,Auto Supplier 58,ENG-1000,MA1AB100000001494,,,,
SUP-074,Auto Supplier 74,ENG-1335,MA1AB100000001495,,,,
SUP-029,Auto Supplier 29,ENG-1086,MA1AB100000001496,,,,
SUP-031,Auto Supplier 31,ENG-1170,MA1AB100000001497,,,,
SUP-136,Auto Supplier 136,ENG-1219,MA1AB100000001498,,,,
SUP-171,Auto Supplier 171,ENG-1457,MA1AB100000001499,,,,
SUP-128,Auto Supplier 128,ENG-1469,MA1AB100000001500,,,,
SUP-038,Auto Supplier 38,ENG-1335,MA1AB100000001501,,,,
SUP-029,Auto Supplier 29,ENG-1034,MA1AB100000001502,,,,
SUP-047,Auto Supplier 47,ENG-1065,MA1AB100000001503,,,,
SUP-106,Auto Supplier 106,ENG-1355,MA1AB100000001504,,,,
SUP-138,Auto Supplier 138,ENG-1254,MA1AB100000001505,,,,
SUP-108,Auto Supplier 108,ENG-1366,MA1AB100000001506,,,,
SUP-001,Auto Supplier 1,ENG-1185,MA1AB100000001507,,,,
SUP-029,Auto Supplier 29,ENG-1471,MA1AB100000001508,,,,
SUP-142,Auto Supplier 142,ENG-1073,MA1AB100000001509,,,,
SUP-031,Auto Supplier 31,ENG-1070,MA1AB100000001510,,,,
SUP-180,Auto Supplier 180,ENG-1027,MA1AB100000001511,,,,
SUP-094,Auto Supplier 94,ENG-1075,MA1AB100000001512,,,,
SUP-107,Auto Supplier 107,ENG-1425,MA1AB100000001513,,,,
SUP-179,Auto Supplier 179,ENG-1270,MA1AB100000001514,,,,
SUP-166,Auto Supplier 166,ENG-1400,MA1AB100000001515,,,,
SUP-155,Auto Supplier 155,ENG-1016,MA1AB100000001516,,,,
SUP-175,Auto Supplier 175,ENG-1216,MA1AB100000001517,,,,
SUP-109,Auto Supplier 109,ENG-1116,MA1AB100000001518,,,,
SUP-055,Auto Supplier 55,ENG-1380,MA1AB100000001519,,,,
SUP-191,Auto Supplier 191,ENG-1421,MA1AB100000001520,,,,
SUP-168,Auto Supplier 168,ENG-1160,MA1AB100000001521,,,,
SUP-050,Auto Supplier 50,ENG-1217,MA1AB100000001522,,,,
SUP-086,Auto Supplier 86,ENG-1398,MA1AB100000001523,,,,
SUP-153,Auto Supplier 153,ENG-1108,MA1AB100000001524,,,,
SUP-009,Auto Supplier 9,ENG-1475,MA1AB100000001525,,,,
SUP-124,Auto Supplier 124,ENG-1404,MA1AB100000001526,,,,
SUP-193,Auto Supplier 193,ENG-1182,MA1AB100000001527,,,,
SUP-034,Auto Supplier 34,ENG-1182,MA1AB100000001528,,,,
SUP-199,Auto Supplier 199,ENG-1413,MA1AB100000001529,,,,
SUP-039,Auto Supplier 39,ENG-1082,MA1AB100000001530,,,,
SUP-175,Auto Supplier 175,ENG-1413,MA1AB100000001531,,,,
SUP-034,Auto Supplier 34,ENG-1402,MA1AB100000001532,,,,
SUP-183,Auto Supplier 183,ENG-1456,MA1AB100000001533,,,,
SUP-161,Auto Supplier 161,ENG-1290,MA1AB100000001534,,,,
SUP-023,Auto Supplier 23,ENG-1444,MA1AB100000001535,,,,
SUP-018,Auto Supplier 18,ENG-1082,MA1AB100000001536,,,,
SUP-182,Auto Supplier 182,ENG-1091,MA1AB100000001537,,,,
SUP-036,Auto Supplier 36,ENG-1473,MA1AB100000001538,,,,
SUP-103,Auto Supplier 103,ENG-1146,MA1AB100000001539,,,,
SUP-160,Auto Supplier 160,ENG-1432,MA1AB100000001540,,,,
SUP-068,Auto Supplier 68,ENG-1230,MA1AB100000001541,,,,
SUP-144,Auto Supplier 144,ENG-1420,MA1AB100000001542,,,,
SUP-103,Auto Supplier 103,ENG-1291,MA1AB100000001543,,,,
SUP-120,Auto Supplier 120,ENG-1238,MA1AB100000001544,,,,
SUP-102,Auto Supplier 102,ENG-1055,MA1AB100000001545,,,,
SUP-155,Auto Supplier 155,ENG-1175,MA1AB100000001546,,,,
SUP-140,Auto Supplier 140,ENG-1019,MA1AB100000001547,,,,
SUP-009,Auto Supplier 9,ENG-1290,MA1AB100000001548,,,,
SUP-055,Auto Supplier 55,ENG-1027,MA1AB100000001549,,,,
SUP-022,Auto Supplier 22,ENG-1090,MA1AB100000001550,,,,
SUP-183,Auto Supplier 183,ENG-1447,MA1AB100000001551,,,,
SUP-014,Auto Supplier 14,ENG-1425,MA1AB100000001552,,,,
SUP-108,Auto Supplier 108,ENG-1178,MA1AB100000001553,,,,
,,ENG-1467,MA1AB100000001554,,,,
SUP-171,Auto Supplier 171,ENG-1370,MA1AB100000001555,,,,
SUP-118,Auto Supplier 118,ENG-1077,MA1AB100000001556,,,,
SUP-185,Auto Supplier 185,ENG-1266,MA1AB100000001557,,,,
SUP-149,Auto Supplier 149,ENG-1496,MA1AB100000001558,,,,
SUP-140,Auto Supplier 140,ENG-1356,MA1AB100000001559,,,,
SUP-049,Auto Supplier 49,ENG-1487,MA1AB100000001560,,,,
SUP-079,Auto Supplier 79,ENG-1459,MA1AB100000001561,,,,
SUP-091,Auto Supplier 91,ENG-1210,MA1AB100000001562,,,,
SUP-046,Auto Supplier 46,ENG-1474,MA1AB100000001563,,,,
SUP-098,Auto Supplier 98,ENG-1223,MA1AB100000001564,,,,
SUP-026,Auto Supplier 26,ENG-1317,MA1AB100000001565,,,,
SUP-106,Auto Supplier 106,ENG-1477,MA1AB100000001566,,,,
SUP-009,Auto Supplier 9,ENG-1297,MA1AB100000001567,,,,
SUP-030,Auto Supplier 30,ENG-1195,MA1AB100000001568,,,,
SUP-166,Auto Supplier 166,ENG-1464,MA1AB100000001569,,,,
SUP-169,Auto Supplier 169,ENG-1450,MA1AB100000001570,,,,
SUP-107,Auto Supplier 107,ENG-1460,MA1AB100000001571,,,,
SUP-133,Auto Supplier 133,ENG-1418,MA1AB100000001572,,,,
SUP-101,Auto Supplier 101,ENG-1284,MA1AB100000001573,,,,
SUP-163,Auto Supplier 163,ENG-1480,MA1AB100000001574,,,,
SUP-112,Auto Supplier 112,ENG-1081,MA1AB100000001575,,,,
SUP-101,Auto Supplier 101,ENG-1295,MA1AB100000001576,,,,
SUP-007,Auto Supplier 7,ENG-1047,MA1AB100000001577,,,,
SUP-007,Auto Supplier 7,ENG-1195,MA1AB100000001578,,,,
SUP-057,Auto Supplier 57,ENG-1459,MA1AB100000001579,,,,
SUP-169,Auto Supplier 169,ENG-1133,MA1AB100000001580,,,,
SUP-027,Auto Supplier 27,ENG-1296,MA1AB100000001581,,,,
SUP-047,Auto Supplier 47,ENG-1134,MA1AB100000001582,,,,
SUP-126,Auto Supplier 126,ENG-1051,MA1AB100000001583,,,,
SUP-108,Auto Supplier 108,ENG-1351,MA1AB100000001584,,,,
SUP-046,Auto Supplier 46,ENG-1005,MA1AB100000001585,,,,
SUP-158,Auto Supplier 158,ENG-1247,MA1AB100000001586,,,,
SUP-156,Auto Supplier 156,ENG-1098,MA1AB100000001587,,,,
SUP-094,Auto Supplier 94,ENG-1443,MA1AB100000001588,,,,
SUP-187,Auto Supplier 187,ENG-1042,MA1AB100000001589,,,,
SUP-182,Auto Supplier 182,ENG-1178,MA1AB100000001590,,,,
SUP-103,Auto Supplier 103,ENG-1262,MA1AB100000001591,,,,
SUP-150,Auto Supplier 150,ENG-1052,MA1AB100000001592,,,,
SUP-115,Auto Supplier 115,ENG-1452,MA1AB100000001593,,,,
SUP-110,Auto Supplier 110,ENG-1196,MA1AB100000001594,,,,
SUP-043,Auto Supplier 43, eng-1001 ,MA1AB100000001595,,,,
SUP-166,Auto Supplier 166,ENG-1309,MA1AB100000001596,,,,
SUP-083,Auto Supplier 83,ENG-1414,MA1AB100000001597,,,,
SUP-096,Auto Supplier 96,ENG-1336,MA1AB100000001598,,,,
SUP-003,Auto Supplier 3,ENG-1352,MA1AB100000001599,,,,
SUP-017,Auto Supplier 17,ENG-1287,MA1AB100000001600,,,,
SUP-072,Auto Supplier 72,ENG-1287,MA1AB100000001601,,,,
SUP-082,Auto Supplier 82,ENG-1416,MA1AB100000001602,,,,
SUP-108,Auto Supplier 108,ENG-1140,MA1AB100000001603,,,,
SUP-061,Auto Supplier 61,ENG-1196,MA1AB100000001604,,,,
SUP-034,Auto Supplier 34,ENG-1145,MA1AB100000001605,,,,
SUP-025,Auto Supplier 25,ENG-1240,MA1AB100000001606,,,,
SUP-103,Auto Supplier 103,ENG-1177,MA1AB100000001607,,,,
SUP-179,Auto Supplier 179,ENG-1152,MA1AB100000001608,,,,
SUP-013,Auto Supplier 13,ENG-1114,MA1AB100000001609,,,,
SUP-023,Auto Supplier 23,ENG-1087,MA1AB100000001610,,,,
SUP-014,Auto Supplier 14,ENG-1444,MA1AB100000001611,,,,
SUP-068,Auto Supplier 68,ENG-1038,MA1AB100000001612,,,,
SUP-118,Auto Supplier 118,ENG-1298,MA1AB100000001613,,,,
SUP-172,Auto Supplier 172,ENG-1228,MA1AB100000001614,,,,
SUP-072,Auto Supplier 72,ENG-1250,MA1AB100000001615,,,,
SUP-076,Auto Supplier 76,ENG-1392,MA1AB100000001616,,,,
SUP-020,Auto Supplier 20,ENG-1039,MA1AB100000001617,,,,
SUP-099,Auto Supplier 99,ENG-1419,MA1AB100000001618,,,,
SUP-195,Auto Supplier 195,ENG-1302,MA1AB100000001619,,,,
SUP-130,Auto Supplier 130,ENG-1078,MA1AB100000001620,,,,
SUP-159,Auto Supplier 159,ENG-1444,MA1AB100000001621,,,,
SUP-043,Auto Supplier 43,ENG-1216,MA1AB100000001622,,,,
SUP-029,Auto Supplier 29,ENG-1381,MA1AB100000001623,,,,
SUP-170,Auto Supplier 170,ENG-1243,MA1AB100000001624,,,,
SUP-091,Auto Supplier 91,ENG-1043,MA1AB100000001625,,,,
SUP-014,Auto Supplier 14,ENG-1170,MA1AB100000001626,,,,
SUP-188,Auto Supplier 188,ENG-1195,MA1AB100000001627,,,,
SUP-071,Auto Supplier 71,ENG-1304,MA1AB100000001628,,,,
SUP-013,Auto Supplier 13,ENG-1348,MA1AB100000001629,,,,
SUP-069,Auto Supplier 69,ENG-1294,MA1AB100000001630,,,,
SUP-184,Auto Supplier 184,ENG-1358,MA1AB100000001631,,,,
SUP-178,Auto Supplier 178,ENG-1421,MA1AB100000001632,,,,
SUP-074,Auto Supplier 74,ENG-1326,MA1AB100000001633,,,,
SUP-180,Auto Supplier 180,ENG-1464,MA1AB100000001634,,,,
SUP-175,Auto Supplier 175,ENG-1161,MA1AB100000001635,,,,
SUP-004,Auto Supplier 4,ENG-1492,MA1AB100000001636,,,,
SUP-020,Auto Supplier 20,ENG-1451,MA1AB100000001637,,,,
SUP-001,Auto Supplier 1,ENG-1298,MA1AB100000001638,,,,
SUP-146,Auto Supplier 146,ENG-1008,MA1AB100000001639,,,,
SUP-189,Auto Supplier 189,ENG-1155,MA1AB100000001640,,,,
SUP-170,Auto Supplier 170,ENG-1131,MA1AB100000001641,,,,
SUP-078,Auto Supplier 78,ENG-1180,MA1AB100000001642,,,,
SUP-187,Auto Supplier 187,ENG-1265,MA1AB100000001643,,,,
SUP-008,Auto Supplier 8,ENG-1254,MA1AB100000001644,,,,
SUP-050,Auto Supplier 50,ENG-1045,MA1AB100000001645,,,,
SUP-068,Auto Supplier 68,ENG-1089,MA1AB100000001646,,,,
SUP-049,Auto Supplier 49,ENG-1158,MA1AB100000001647,,,,
SUP-117,Auto Supplier 117,ENG-1407,MA1AB100000001648,,,,
SUP-176,Auto Supplier 176,ENG-1474,MA1AB100000001649,,,,
SUP-171,Auto Supplier 171,ENG-1285,MA1AB100000001650,,,,
SUP-004,Auto Supplier 4,ENG-1150,MA1AB100000001651,,,,
SUP-079,Auto Supplier 79,ENG-1250,MA1AB100000001652,,,,
SUP-036,Auto Supplier 36,ENG-1128,MA1AB100000001653,,,,
SUP-051,Auto Supplier 51,ENG-1375,MA1AB100000001654,,,,
SUP-091,Auto Supplier 91,ENG-1242,MA1AB100000001655,,,,
SUP-067,Auto Supplier 67,ENG-1457,MA1AB100000001656,,,,
SUP-083,Auto Supplier 83,ENG-1448,MA1AB100000001657,,,,
SUP-052,Auto Supplier 52,ENG-1283,MA1AB100000001658,,,,
SUP-097,Auto Supplier 97,ENG-1093,MA1AB100000001659,,,,
SUP-129,Auto Supplier 129,ENG-1160,MA1AB100000001660,,,,
SUP-106,Auto Supplier 106,ENG-1492,MA1AB100000001661,,,,
SUP-158,Auto Supplier 158,ENG-1071,MA1AB100000001662,,,,
SUP-140,Auto Supplier 140,ENG-1317,MA1AB100000001663,,,,
SUP-002,Auto Supplier 2,ENG-1343,MA1AB100000001664,,,,
SUP-167,Auto Supplier 167,ENG-1138,XX1 2 3 4,,,,
SUP-016,Auto Supplier 16,ENG-1169,MA1AB100000001666,,,,
SUP-144,Auto Supplier 144,ENG-1073,MA1AB100000001667,,,,
SUP-080,Auto Supplier 80,ENG-1321,MA1AB100000001668,,,,
SUP-155,Auto Supplier 155,ENG-1078,MA1AB100000001669,,,,
SUP-007,Auto Supplier 7,ENG-1242,MA1AB100000001670,,,,
SUP-124,Auto Supplier 124,ENG-1207,MA1AB100000001671,,,,
SUP-158,Auto Supplier 158,ENG-1336,MA1AB100000001672,,,,
SUP-191,Auto Supplier 191,ENG-1072,MA1AB100000001673,,,,
SUP-171,Auto Supplier 171,ENG-1148,MA1AB100000001674,,,,
SUP-179,Auto Supplier 179,ENG-1197,MA1AB100000001675,,,,
SUP-118,Auto Supplier 118,ENG-1145,MA1AB100000001676,,,,
SUP-167,Auto Supplier 167,ENG-1330,MA1AB100000001677,,,,
SUP-071,Auto Supplier 71,ENG-1234,MA1AB100000001678,,,,
SUP-181,Auto Supplier 181,ENG-1462,MA1AB100000001679,,,,
SUP-185,Auto Supplier 185,ENG-1335,MA1AB100000001680,,,,
SUP-196,Auto Supplier 196,ENG-1401,MA1AB100000001681,,,,
SUP-121,Auto Supplier 121,ENG-1492,MA1AB100000001682,,,,
SUP-149,Auto Supplier 149,ENG-1489,MA1AB100000001683,,,,
SUP-188,Auto Supplier 188,ENG-1436,MA1AB100000001684,,,,
SUP-174,Auto Supplier 174,ENG-1478,MA1AB100000001685,,,,
SUP-045,Auto Supplier 45,ENG-1460,MA1AB100000001686,,,,
SUP-030,Auto Supplier 30,ENG-1128,MA1AB100000001687,,,,
SUP-008,Auto Supplier 8,ENG-1323,MA1AB100000001688,,,,
SUP-164,Auto Supplier 164,ENG-1068,MA1AB100000001689,,,,
SUP-174,Auto Supplier 174,ENG-1224,MA1AB100000001690,,,,
SUP-136,Auto Supplier 136,ENG-1416,MA1AB100000001691,,,,
SUP-036,Auto Supplier 36,ENG-1017,MA1AB100000001692,,,,
SUP-175,Auto Supplier 175,ENG-1094,MA1AB100000001693,,,,
SUP-092,Auto Supplier 92,ENG-1180,MA1AB100000001694,,,,
SUP-019,Auto Supplier 19,ENG-1192,MA1AB100000001695,,,,
SUP-128,Auto Supplier 128,ENG-1060,MA1AB100000001696,,,,
SUP-075,Auto Supplier 75,ENG-1481,MA1AB100000001697,,,,
SUP-137,Auto Supplier 137,ENG-1038,MA1AB100000001698,,,,
SUP-029,Auto Supplier 29,ENG-1357,MA1AB100000001699,,,,
SUP-108,Auto Supplier 108,ENG-1173,MA1AB100000001700,,,,
SUP-188,Auto Supplier 188,ENG-1280,MA1AB100000001701,,,,
SUP-145,Auto Supplier 145,ENG-1412,MA1AB100000001702,,,,
SUP-034,Auto Supplier 34,ENG-1245,MA1AB100000001703,,,,
SUP-058,Auto Supplier 58,ENG-1259,MA1AB100000001704,,,,
SUP-015,Auto Supplier 15,ENG-1476,MA1AB100000001705,,,,
SUP-189,Auto Supplier 189,ENG-1350,MA1AB100000001706,,,,
SUP-179,Auto Supplier 179,ENG-1193,MA1AB100000001707,,,,
SUP-031,Auto Supplier 31,ENG-1224,MA1AB100000001708,,,,
SUP-060,Auto Supplier 60,ENG-1121,MA1AB100000001709,,,,
SUP-138,Auto Supplier 138,ENG-1385,MA1AB100000001710,,,,
SUP-020,Auto Supplier 20,ENG-1029,MA1AB100000001711,,,,
SUP-090,Auto Supplier 90,ENG-1160,MA1AB100000001712,,,,
SUP-032,Auto Supplier 32,ENG-1336,MA1AB100000001713,,,,
SUP-189,Auto Supplier 189,ENG-1361,MA1AB100000001714,,,,
SUP-142,Auto Supplier 142,ENG-1399,MA1AB100000001715,,,,
SUP-139,Auto Supplier 139,ENG-1357,MA1AB100000001716,,,,
SUP-160,Auto Supplier 160,ENG-1486,MA1AB100000001717,,,,
SUP-134,Auto Supplier 134,ENG-1499,MA1AB100000001718,,,,
SUP-037,Auto Supplier 37,ENG-1417,MA1AB100000001719,,,,
SUP-128,Auto Supplier 128,ENG-1010,MA1AB100000001720,,,,
SUP-022,Auto Supplier 22,ENG-1423,MA1AB100000001721,,,,
SUP-099,Auto Supplier 99,ENG-1195,MA1AB100000001722,,,,
SUP-111,Auto Supplier 111,ENG-1337,MA1AB100000001723,,,,
SUP-156,Auto Supplier 156,ENG-1465,MA1AB100000001724,,,,
SUP-160,Auto Supplier 160,ENG-1424,MA1AB100000001725,,,,
SUP-174,Auto Supplier 174,ENG-1477,MA1AB100000001726,,,,
SUP-098,Auto Supplier 98,ENG-1491,MA1AB100000001727,,,,
SUP-175,Auto Supplier 175,ENG-1409,MA1AB100000001728,,,,
SUP-102,Auto Supplier 102,ENG-1292,MA1AB100000001729,,,,
