Reading_ID,Event_ID,Sensor_ID,Timestamp,Torque,Temperature,Pressure,Vibration_mm_s,Energy_kWh,Calibration_Factor_x,Torque_Nm,Torque_Status,Temperature_C,Temperature_Status,Calibration_Factor_y,Calibrated_Torque,Drift,Calibration_Status
RD002554,M10247,SEN-048,2026-03-02 03:16:30,60.0,,4.5 bar,3.4,6.72,1.028,60.0,Valid,,Invalid,1.003,60.18,0.18,Within Limit
RD002555,M9667,SEN-029,2026-03-02 03:17:00,45.0,85C,4.5 bar,7.53,1.6,1.002,45.0,Valid,85.0,Valid,0.971,43.7,-1.3,Within Limit
RD002556,M10547,SEN-024,2026-03-02 03:17:30,,104 F,72 psi,4.64,6.05,1.01,,Invalid,40.0,Valid,1.028,,,Out of Calibration
RD002557,M9231,SEN-011,2026-03-02 03:18:00,,85C,5.2 bar,2.6,0.91,0.979,97.61904,Valid,85.0,Valid,0.99,,,Out of Calibration
RD002558,M10264,SEN-009,2026-03-02 03:18:30,60.0,95 F,65 psi,2.74,1.24,0.993,60.0,Valid,35.0,Valid,1.016,60.96,0.96,Within Limit
RD002559,M8689,SEN-040,2026-03-02 03:19:00,50.0,104 F,4.5 bar,7.86,1.49,1.007,50.0,Valid,40.0,Valid,0.982,49.1,-0.9,Within Limit
RD002560,M7016,SEN-043,2026-03-02 03:19:30,,,4.5 bar,0.53,4.98,0.976,47.4537,Valid,,Invalid,1.021,,,Out of Calibration
RD002561,M11586,SEN-008,2026-03-02 03:20:00,60.0,,5.2 bar,1.58,1.06,1.012,60.0,Valid,,Invalid,0.995,59.7,-0.3,Within Limit
RD002562,M10227,SEN-026,2026-03-02 03:20:30,45.0,40 C,4.5 bar,4.43,4.52,0.991,45.0,Valid,40.0,Valid,1.014,45.63,0.63,Within Limit
RD002563,M10489,SEN-048,2026-03-02 03:21:00,,95 F,72 psi,6.33,7.52,1.018,,Invalid,35.0,Valid,1.003,,,Out of Calibration
RD002564,M7055,SEN-036,2026-03-02 03:21:30,60.0,85C,4.5 bar,3.89,3.76,0.981,60.0,Valid,85.0,Valid,1.012,60.72,0.72,Within Limit
RD002565,M9030,SEN-017,2026-03-02 03:22:00,60.0,85C,5.2 bar,4.69,6.53,1.008,60.0,Valid,85.0,Valid,0.98,58.8,-1.2,Within Limit
RD002566,M8750,SEN-014,2026-03-02 03:22:30,45.0,85C,5.2 bar,6.6,2.91,1.025,45.0,Valid,85.0,Valid,1.026,46.17,1.17,Within Limit
RD002567,M8624,SEN-034,2026-03-02 03:23:00,,35 C,5.2 bar,5.98,4.86,1.024,47.4537,Valid,35.0,Valid,1.016,,,Out of Calibration
RD002568,M10045,SEN-019,2026-03-02 03:23:30,50.0,35 C,4.5 bar,6.22,2.06,0.971,50.0,Valid,35.0,Valid,1.027,51.35,1.35,Within Limit
RD002569,M11400,SEN-032,2026/03/02 03:24:00,,95 F,4.5 bar,1.86,6.73,1.015,,Invalid,35.0,Valid,1.021,,,Out of Calibration
RD002570,M9425,SEN-011,2026-03-02 03:24:30,60.0,40 C,65 psi,6.0,3.15,0.97,60.0,Valid,40.0,Valid,0.99,59.4,-0.6,Within Limit
RD002571,M7775,SEN-020,2026-03-02 03:25:00,,95 F,5.2 bar,5.58,4.67,1.013,97.61904,Valid,35.0,Valid,0.985,,,Out of Calibration
RD002572,M9437,SEN-041,2026-03-02 03:25:30,,95 F,65 psi,4.54,2.46,0.985,97.61904,Valid,35.0,Valid,0.984,,,Out of Calibration
RD002573,M9824,SEN-042,2026-03-02 03:26:00,60.0,85C,4.5 bar,3.71,7.87,0.994,60.0,Valid,85.0,Valid,0.976,58.56,-1.44,Within Limit
RD002574,M8170,SEN-011,2026-03-02 03:26:30,,104 F,4.5 bar,2.54,6.39,1.013,,Invalid,40.0,Valid,0.99,,,Out of Calibration
RD002575,M11621,SEN-004,2026-03-02 03:27:00,,40 C,72 psi,3.06,3.3,1.013,,Invalid,40.0,Valid,0.983,,,Out of Calibration
RD002576,M7277,SEN-030,2026-03-02 03:27:30,,85C,5.2 bar,5.84,2.88,1.008,,Invalid,85.0,Valid,0.997,,,Out of Calibration
RD002577,M7063,SEN-018,2026-03-02 03:28:00,50.0,95 F,4.5 bar,6.73,1.83,0.977,50.0,Valid,35.0,Valid,1.013,50.65,0.65,Within Limit
RD002578,M7452,SEN-049,2026-03-02 03:28:30,,104 F,65 psi,2.06,1.05,1.014,47.4537,Valid,40.0,Valid,0.975,,,Out of Calibration
RD002579,M7867,SEN-009,2026-03-02 03:29:00,,40 C,72 psi,6.87,4.45,1.001,,Invalid,40.0,Valid,1.016,,,Out of Calibration
RD002580,M7103,SEN-005,2026-03-02 03:29:30,60.0,85C,4.5 bar,1.65,4.04,1.01,60.0,Valid,85.0,Valid,0.994,59.64,-0.36,Within Limit
RD002581,M7366,SEN-001,2026-03-02 03:30:00,,,65 psi,0.55,6.11,0.986,97.61904,Valid,,Invalid,0.991,,,Out of Calibration
RD002582,M8338,SEN-006,2026-03-02 03:30:30,,104 F,4.5 bar,5.89,7.92,0.984,47.4537,Valid,40.0,Valid,0.995,,,Out of Calibration
RD002583,M10929,SEN-001,2026-03-02 03:31:00,,35 C,65 psi,1.86,3.08,0.989,97.61904,Valid,35.0,Valid,0.991,,,Out of Calibration
RD002584,M10485,SEN-033,2026-03-02 03:31:30,,35 C,72 psi,3.77,0.53,0.998,97.61904,Valid,35.0,Valid,0.986,,,Out of Calibration
RD002585,M11033,SEN-042,2026-03-02 03:32:00,,104 F,65 psi,4.63,6.95,1.014,,Invalid,40.0,Valid,0.976,,,Out of Calibration
RD002586,M10892,SEN-033,2026-03-02 03:32:30,60.0,,5.2 bar,1.43,7.14,0.994,60.0,Valid,,Invalid,0.986,59.16,-0.84,Within Limit
RD002587,M7569,SEN-020,2026-03-02 03:33:00,50.0,,65 psi,7.54,2.99,1.019,50.0,Valid,,Invalid,0.985,49.25,-0.75,Within Limit
RD002588,M8736,SEN-018,2026-03-02 03:33:30,,95 F,65 psi,1.45,5.89,1.026,,Invalid,35.0,Valid,1.013,,,Out of Calibration
RD002589,M11987,SEN-033,2026-03-02 03:34:00,,85C,4.5 bar,5.61,7.96,1.019,,Invalid,85.0,Valid,0.986,,,Out of Calibration
RD002590,M7692,SEN-028,2026-03-02 03:34:30,50.0,95 F,5.2 bar,0.91,7.61,1.003,50.0,Valid,35.0,Valid,1.028,51.4,1.4,Within Limit
RD002591,M8968,SEN-010,2026-03-02 03:35:00,,95 F,65 psi,4.88,1.97,0.979,47.4537,Valid,35.0,Valid,1.006,,,Out of Calibration
RD002592,M11311,SEN-012,2026-03-02 03:35:30,,85C,65 psi,5.69,5.79,1.023,,Invalid,85.0,Valid,1.012,,,Out of Calibration
RD002593,M11855,SEN-028,2026-03-02 03:36:00,60.0,40 C,65 psi,1.27,1.82,1.027,60.0,Valid,40.0,Valid,1.028,61.68,1.68,Within Limit
RD002594,M8711,SEN-035,2026-03-02 03:36:30,60.0,95 F,4.5 bar,1.55,3.34,1.018,60.0,Valid,35.0,Valid,1.026,61.56,1.56,Within Limit
RD002595,M7066,SEN-047,2026-03-02 03:37:00,50.0,,65 psi,1.08,1.64,1.005,50.0,Valid,,Invalid,0.998,49.9,-0.1,Within Limit
RD002596,M11011,SEN-023,2026-03-02 03:37:30,60.0,85C,5.2 bar,6.32,0.63,0.999,60.0,Valid,85.0,Valid,1.015,60.9,0.9,Within Limit
RD002597,M8390,SEN-032,2026-03-02 03:38:00,60.0,,65 psi,7.02,5.93,1.028,60.0,Valid,,Invalid,1.021,61.26,1.26,Within Limit
RD002598,M8330,SEN-034,2026-03-02 03:38:30,60.0,95 F,5.2 bar,3.02,5.98,0.993,60.0,Valid,35.0,Valid,1.016,60.96,0.96,Within Limit
RD002599,M9184,SEN-039,2026-03-02 03:39:00,,,72 psi,6.31,4.68,1.019,97.61904,Valid,,Invalid,1.013,,,Out of Calibration
RD002600,M9909,SEN-043,2026-03-02 03:39:30,50.0,35 C,4.5 bar,8.34,2.02,0.984,50.0,Valid,35.0,Valid,1.021,51.05,1.05,Within Limit
RD002601,M8261,SEN-003,2026-03-02 03:40:00,,40 C,4.5 bar,7.35,0.8,1.008,47.4537,Valid,40.0,Valid,0.997,,,Out of Calibration
RD002602,M9758,SEN-001,2026-03-02 03:40:30,,,5.2 bar,2.6,4.9,1.005,97.61904,Valid,,Invalid,0.991,,,Out of Calibration
RD002603,M11324,SEN-006,2026-03-02 03:41:00,60.0,95 F,5.2 bar,3.05,0.81,1.028,60.0,Valid,35.0,Valid,0.995,59.7,-0.3,Within Limit
RD002604,M11202,SEN-015,2026-03-02 03:41:30,60.0,104 F,4.5 bar,1.64,7.08,0.983,60.0,Valid,40.0,Valid,1.012,60.72,0.72,Within Limit
RD002605,M8765,SEN-036,2026-03-02 03:42:00,60.0,35 C,72 psi,8.02,7.38,0.979,60.0,Valid,35.0,Valid,1.012,60.72,0.72,Within Limit
RD002606,M8272,SEN-020,2026-03-02 03:42:30,45.0,,65 psi,1.52,1.2,0.985,45.0,Valid,,Invalid,0.985,44.32,-0.68,Within Limit
RD002607,M9917,SEN-044,2026-03-02 03:43:00,,40 C,4.5 bar,4.68,4.21,0.974,97.61904,Valid,40.0,Valid,0.975,,,Out of Calibration
RD002608,M8826,SEN-043,2026-03-02 03:43:30,,40 C,4.5 bar,0.71,3.67,0.997,97.61904,Valid,40.0,Valid,1.021,,,Out of Calibration
RD002609,M11060,SEN-013,2026-03-02 03:44:00,60.0,104 F,4.5 bar,4.92,1.67,1.002,60.0,Valid,40.0,Valid,1.003,60.18,0.18,Within Limit
RD002610,M10431,SEN-020,2026-03-02 03:44:30,,,72 psi,7.67,6.26,0.996,,Invalid,,Invalid,0.985,,,Out of Calibration
RD002611,M9324,SEN-034,2026-03-02 03:45:00,,85C,72 psi,4.75,0.52,1.02,97.61904,Valid,85.0,Valid,1.016,,,Out of Calibration
RD002612,M8098,SEN-032,2026-03-02 03:45:30,45.0,85C,65 psi,3.96,6.39,1.024,45.0,Valid,85.0,Valid,1.021,45.94,0.94,Within Limit
RD002613,M9438,SEN-047,2026-03-02 03:46:00,45.0,40 C,72 psi,0.95,5.19,1.027,45.0,Valid,40.0,Valid,0.998,44.91,-0.09,Within Limit
RD002614,M10901,SEN-026,2026-03-02 03:46:30,,,4.5 bar,6.6,7.71,1.013,97.61904,Valid,,Invalid,1.014,,,Out of Calibration
RD002615,M8509,SEN-005,2026-03-02 03:47:00,,104 F,4.5 bar,2.4,1.58,0.979,,Invalid,40.0,Valid,0.994,,,Out of Calibration
RD002616,M8998,SEN-030,2026-03-02 03:47:30,60.0,40 C,65 psi,6.77,6.37,0.988,60.0,Valid,40.0,Valid,0.997,59.82,-0.18,Within Limit
RD002617,M10939,SEN-048,2026-03-02 03:48:00,,40 C,72 psi,5.7,5.04,1.028,97.61904,Valid,40.0,Valid,1.003,,,Out of Calibration
RD002618,M9618,SEN-006,2026-03-02 03:48:30,,,72 psi,1.44,1.47,1.003,97.61904,Valid,,Invalid,0.995,,,Out of Calibration
RD002619,M9227,SEN-024,2026-03-02 03:49:00,,85C,65 psi,5.03,1.62,0.998,47.4537,Valid,85.0,Valid,1.028,,,Out of Calibration
RD002620,M8478,SEN-047,2026-03-02 03:49:30,60.0,95 F,72 psi,0.9,4.86,0.993,60.0,Valid,35.0,Valid,0.998,59.88,-0.12,Within Limit
RD002621,M8045,SEN-003,2026-03-02 03:50:00,60.0,104 F,5.2 bar,1.59,5.4,1.011,60.0,Valid,40.0,Valid,0.997,59.82,-0.18,Within Limit
RD002622,M10375,SEN-045,2026-03-02 03:50:30,,104 F,4.5 bar,5.62,6.34,1.007,47.4537,Valid,40.0,Valid,0.976,,,Out of Calibration
RD002623,M10725,SEN-012,2026-03-02 03:51:00,,35 C,72 psi,4.56,7.83,0.98,,Invalid,35.0,Valid,1.012,,,Out of Calibration
RD002624,M10771,SEN-006,2026-03-02 03:51:30,45.0,40 C,65 psi,2.4,1.37,1.017,45.0,Valid,40.0,Valid,0.995,44.78,-0.22,Within Limit
RD002625,M11272,SEN-030,2026-03-02 03:52:00,50.0,95 F,72 psi,2.78,1.92,0.983,50.0,Valid,35.0,Valid,0.997,49.85,-0.15,Within Limit
RD002626,M7419,SEN-031,2026-03-02 03:52:30,,40 C,4.5 bar,5.52,3.92,1.011,97.61904,Valid,40.0,Valid,1.019,,,Out of Calibration
RD002627,M10778,SEN-034,2026-03-02 03:53:00,45.0,,72 psi,2.96,5.02,0.979,45.0,Valid,,Invalid,1.016,45.72,0.72,Within Limit
RD002628,M10462,SEN-039,2026-03-02 03:53:30,,95 F,5.2 bar,0.99,5.61,0.991,97.61904,Valid,35.0,Valid,1.013,,,Out of Calibration
RD002629,M8812,SEN-025,2026-03-02 03:54:00,,95 F,65 psi,6.11,4.84,1.008,47.4537,Valid,35.0,Valid,1.01,,,Out of Calibration
RD002630,M9872,SEN-008,2026-03-02 03:54:30,50.0,95 F,5.2 bar,3.98,5.24,0.994,50.0,Valid,35.0,Valid,0.995,49.75,-0.25,Within Limit
RD002631,M7419,SEN-006,2026-03-02 03:55:00,,40 C,65 psi,8.2,2.36,0.99,,Invalid,40.0,Valid,0.995,,,Out of Calibration
RD002632,M8226,SEN-013,2026-03-02 03:55:30,,95 F,72 psi,7.1,7.38,1.019,,Invalid,35.0,Valid,1.003,,,Out of Calibration
RD002633,M7928,SEN-044,2026-03-02 03:56:00,,85C,72 psi,0.47,1.93,0.989,47.4537,Valid,85.0,Valid,0.975,,,Out of Calibration
RD002634,M11511,SEN-037,2026-03-02 03:56:30,45.0,35 C,72 psi,7.97,5.53,0.972,45.0,Valid,35.0,Valid,1.028,46.26,1.26,Within Limit
RD002635,M11990,SEN-013,2026-03-02 03:57:00,60.0,104 F,72 psi,6.87,3.2,0.986,60.0,Valid,40.0,Valid,1.003,60.18,0.18,Within Limit
RD002636,M8765,SEN-029,2026-03-02 03:57:30,,85C,72 psi,2.8,3.63,1.0,97.61904,Valid,85.0,Valid,0.971,,,Out of Calibration
RD002637,M8384,SEN-046,2026-03-02 03:58:00,,35 C,72 psi,4.59,6.43,1.022,97.61904,Valid,35.0,Valid,0.998,,,Out of Calibration
RD002638,M7735,SEN-004,2026-03-02 03:58:30,,40 C,72 psi,3.0,5.94,0.981,97.61904,Valid,40.0,Valid,0.983,,,Out of Calibration
RD002639,M10830,SEN-001,2026-03-02 03:59:00,,104 F,5.2 bar,4.0,1.62,0.997,97.61904,Valid,40.0,Valid,0.991,,,Out of Calibration
RD002640,M10754,SEN-021,2026-03-02 03:59:30,,35 C,65 psi,1.81,7.67,0.997,97.61904,Valid,35.0,Valid,1.01,,,Out of Calibration
RD002641,M7171,SEN-043,2026-03-02 04:00:00,50.0,104 F,4.5 bar,6.5,6.2,1.01,50.0,Valid,40.0,Valid,1.021,51.05,1.05,Within Limit
RD002642,M8476,SEN-021,2026-03-02 04:00:30,60.0,104 F,5.2 bar,5.31,1.94,1.024,60.0,Valid,40.0,Valid,1.01,60.6,0.6,Within Limit
RD002643,M11363,SEN-034,2026-03-02 04:01:00,60.0,85C,72 psi,1.63,2.26,1.011,60.0,Valid,85.0,Valid,1.016,60.96,0.96,Within Limit
RD002644,M10806,SEN-004,2026-03-02 04:01:30,,,72 psi,0.62,4.25,0.981,47.4537,Valid,,Invalid,0.983,,,Out of Calibration
RD002645,M10640,SEN-034,2026-03-02 04:02:00,,40 C,4.5 bar,5.82,2.8,0.993,97.61904,Valid,40.0,Valid,1.016,,,Out of Calibration
RD002646,M9448,SEN-024,2026-03-02 04:02:30,60.0,35 C,72 psi,0.67,7.21,0.992,60.0,Valid,35.0,Valid,1.028,61.68,1.68,Within Limit
RD002647,M11611,SEN-007,2026-03-02 04:03:00,,95 F,5.2 bar,5.79,1.23,0.977,,Invalid,35.0,Valid,1.009,,,Out of Calibration
RD002648,M10220,SEN-019,2026-03-02 04:03:30,,85C,5.2 bar,6.02,0.93,0.988,97.61904,Valid,85.0,Valid,1.027,,,Out of Calibration
RD002649,M7350,SEN-013,2026-03-02 04:04:00,,85C,4.5 bar,1.72,1.06,0.973,47.4537,Valid,85.0,Valid,1.003,,,Out of Calibration
RD002650,M11659,SEN-002,2026-03-02 04:04:30,,35 C,4.5 bar,1.55,1.07,0.972,97.61904,Valid,35.0,Valid,1.018,,,Out of Calibration
RD002651,M7980,SEN-024,2026-03-02 04:05:00,,35 C,5.2 bar,3.4,4.56,0.974,47.4537,Valid,35.0,Valid,1.028,,,Out of Calibration
RD002652,M7015,SEN-018,2026-03-02 04:05:30,50.0,95 F,4.5 bar,8.39,7.92,0.995,50.0,Valid,35.0,Valid,1.013,50.65,0.65,Within Limit
RD002653,M8155,SEN-045,2026-03-02 04:06:00,,104 F,65 psi,1.29,3.22,1.024,97.61904,Valid,40.0,Valid,0.976,,,Out of Calibration
RD002654,M9971,SEN-048,2026-03-02 04:06:30,50.0,35 C,4.5 bar,5.06,3.49,0.983,50.0,Valid,35.0,Valid,1.003,50.15,0.15,Within Limit
RD002655,M9330,SEN-049,2026-03-02 04:07:00,60.0,95 F,5.2 bar,1.1,4.84,1.004,60.0,Valid,35.0,Valid,0.975,58.5,-1.5,Within Limit
RD002656,M7835,SEN-009,2026-03-02 04:07:30,,85C,72 psi,3.46,4.28,1.03,97.61904,Valid,85.0,Valid,1.016,,,Out of Calibration
RD002657,M8000,SEN-029,2026-03-02 04:08:00,,35 C,5.2 bar,1.79,4.58,1.013,47.4537,Valid,35.0,Valid,0.971,,,Out of Calibration
RD002658,M11427,SEN-018,2026-03-02 04:08:30,60.0,35 C,72 psi,5.07,3.3,1.024,60.0,Valid,35.0,Valid,1.013,60.78,0.78,Within Limit
RD002659,M7724,SEN-005,2026-03-02 04:09:00,,104 F,65 psi,6.11,6.63,1.027,47.4537,Valid,40.0,Valid,0.994,,,Out of Calibration
RD002660,M7189,SEN-038,2026-03-02 04:09:30,45.0,85C,5.2 bar,0.82,2.04,0.979,45.0,Valid,85.0,Valid,0.981,44.14,-0.86,Within Limit
RD002661,M8093,SEN-018,2026-03-02 04:10:00,50.0,95 F,5.2 bar,1.12,7.96,1.02,50.0,Valid,35.0,Valid,1.013,50.65,0.65,Within Limit
RD002662,M7657,SEN-041,2026-03-02 04:10:30,45.0,104 F,65 psi,3.69,6.7,0.991,45.0,Valid,40.0,Valid,0.984,44.28,-0.72,Within Limit
RD002663,M8194,SEN-014,2026-03-02 04:11:00,,35 C,5.2 bar,2.65,6.79,1.007,97.61904,Valid,35.0,Valid,1.026,,,Out of Calibration
RD002664,M10013,SEN-044,2026-03-02 04:11:30,45.0,104 F,4.5 bar,0.33,5.09,0.988,45.0,Valid,40.0,Valid,0.975,43.88,-1.12,Within Limit
RD002665,M7575,SEN-039,2026-03-02 04:12:00,,35 C,5.2 bar,1.29,1.79,0.993,47.4537,Valid,35.0,Valid,1.013,,,Out of Calibration
RD002666,M9489,SEN-016,2026-03-02 04:12:30,60.0,95 F,4.5 bar,6.53,5.39,1.024,60.0,Valid,35.0,Valid,0.999,59.94,-0.06,Within Limit
RD002667,M8873,SEN-037,2026-03-02 04:13:00,,104 F,72 psi,1.41,2.25,1.007,47.4537,Valid,40.0,Valid,1.028,,,Out of Calibration
RD002668,M9313,SEN-002,2026-03-02 04:13:30,45.0,95 F,4.5 bar,2.28,3.77,0.973,45.0,Valid,35.0,Valid,1.018,45.81,0.81,Within Limit
RD002669,M11687,SEN-037,2026-03-02 04:14:00,60.0,40 C,5.2 bar,4.75,2.26,1.023,60.0,Valid,40.0,Valid,1.028,61.68,1.68,Within Limit
RD002670,M9389,SEN-011,2026-03-02 04:14:30,,85C,65 psi,3.44,4.3,1.026,97.61904,Valid,85.0,Valid,0.99,,,Out of Calibration
RD002671,M10973,SEN-022,2026-03-02 04:15:00,,,65 psi,0.37,7.45,1.007,97.61904,Valid,,Invalid,1.021,,,Out of Calibration
RD002672,M10990,SEN-038,2026-03-02 04:15:30,,104 F,65 psi,5.96,1.81,1.01,47.4537,Valid,40.0,Valid,0.981,,,Out of Calibration
RD002673,M11439,SEN-018,2026-03-02 04:16:00,50.0,35 C,65 psi,6.5,1.76,0.98,50.0,Valid,35.0,Valid,1.013,50.65,0.65,Within Limit
RD002674,M11771,SEN-046,2026-03-02 04:16:30,60.0,40 C,72 psi,0.85,5.31,0.986,60.0,Valid,40.0,Valid,0.998,59.88,-0.12,Within Limit
RD002675,M8617,SEN-048,2026-03-02 04:17:00,60.0,104 F,72 psi,4.49,7.18,1.008,60.0,Valid,40.0,Valid,1.003,60.18,0.18,Within Limit
RD002676,M7912,SEN-032,2026-03-02 04:17:30,,40 C,72 psi,3.46,6.21,1.002,97.61904,Valid,40.0,Valid,1.021,,,Out of Calibration
RD002677,M10046,SEN-039,2026-03-02 04:18:00,45.0,40 C,72 psi,2.85,6.32,1.009,45.0,Valid,40.0,Valid,1.013,45.58,0.58,Within Limit
RD002678,M9488,SEN-042,2026-03-02 04:18:30,,104 F,65 psi,3.02,5.49,1.025,,Invalid,40.0,Valid,0.976,,,Out of Calibration
RD002679,M8124,SEN-047,2026-03-02 04:19:00,45.0,35 C,65 psi,6.37,2.55,1.004,45.0,Valid,35.0,Valid,0.998,44.91,-0.09,Within Limit
RD002680,M9041,SEN-031,2026-03-02 04:19:30,45.0,85C,65 psi,0.31,2.03,1.014,45.0,Valid,85.0,Valid,1.019,45.86,0.86,Within Limit
RD002681,M8799,SEN-013,2026-03-02 04:20:00,45.0,,5.2 bar,7.58,4.32,1.0,45.0,Valid,,Invalid,1.003,45.14,0.14,Within Limit
RD002682,M7690,SEN-023,2026-03-02 04:20:30,50.0,85C,65 psi,2.08,1.25,0.98,50.0,Valid,85.0,Valid,1.015,50.75,0.75,Within Limit
RD002683,M10664,SEN-027,2026-03-02 04:21:00,60.0,85C,65 psi,7.69,3.41,1.022,60.0,Valid,85.0,Valid,1.001,60.06,0.06,Within Limit
RD002684,M7303,SEN-001,2026-03-02 04:21:30,50.0,35 C,65 psi,4.17,0.66,1.012,50.0,Valid,35.0,Valid,0.991,49.55,-0.45,Within Limit
RD002685,M8277,SEN-011,2026-03-02 04:22:00,50.0,95 F,65 psi,2.93,0.69,0.982,50.0,Valid,35.0,Valid,0.99,49.5,-0.5,Within Limit
RD002686,M11786,SEN-044,2026-03-02 04:22:30,45.0,85C,65 psi,6.45,4.02,1.008,45.0,Valid,85.0,Valid,0.975,43.88,-1.12,Within Limit
RD002687,M10606,SEN-030,2026-03-02 04:23:00,,35 C,72 psi,7.55,4.36,1.005,97.61904,Valid,35.0,Valid,0.997,,,Out of Calibration
RD002688,M7092,SEN-041,2026-03-02 04:23:30,,104 F,65 psi,6.32,5.44,0.987,97.61904,Valid,40.0,Valid,0.984,,,Out of Calibration
RD002689,M7972,SEN-017,2026-03-02 04:24:00,50.0,104 F,4.5 bar,1.66,5.81,1.002,50.0,Valid,40.0,Valid,0.98,49.0,-1.0,Within Limit
RD002690,M11419,SEN-031,2026-03-02 04:24:30,50.0,40 C,4.5 bar,2.1,1.68,1.002,50.0,Valid,40.0,Valid,1.019,50.95,0.95,Within Limit
RD002691,M11519,SEN-021,2026-03-02 04:25:00,45.0,104 F,5.2 bar,4.75,3.81,0.978,45.0,Valid,40.0,Valid,1.01,45.45,0.45,Within Limit
RD002692,M11518,SEN-037,2026-03-02 04:25:30,60.0,,65 psi,3.4,2.37,1.015,60.0,Valid,,Invalid,1.028,61.68,1.68,Within Limit
RD002693,M7181,SEN-039,2026-03-02 04:26:00,45.0,35 C,5.2 bar,0.35,2.82,1.018,45.0,Valid,35.0,Valid,1.013,45.58,0.58,Within Limit
RD002694,M8969,SEN-032,2026-03-02 04:26:30,,85C,65 psi,3.74,5.67,1.0,97.61904,Valid,85.0,Valid,1.021,,,Out of Calibration
RD002695,M11043,SEN-022,2026-03-02 04:27:00,60.0,,5.2 bar,8.17,4.47,1.018,60.0,Valid,,Invalid,1.021,61.26,1.26,Within Limit
RD002696,M11687,SEN-046,2026-03-02 04:27:30,50.0,,4.5 bar,1.67,4.69,1.01,50.0,Valid,,Invalid,0.998,49.9,-0.1,Within Limit
RD002697,M7895,SEN-040,2026-03-02 04:28:00,50.0,40 C,4.5 bar,4.43,6.98,1.026,50.0,Valid,40.0,Valid,0.982,49.1,-0.9,Within Limit
RD002698,M8226,SEN-019,2026-03-02 04:28:30,45.0,95 F,72 psi,7.83,6.03,1.026,45.0,Valid,35.0,Valid,1.027,46.22,1.22,Within Limit
RD002699,M11201,SEN-009,2026-03-02 04:29:00,45.0,95 F,65 psi,5.68,4.69,1.012,45.0,Valid,35.0,Valid,1.016,45.72,0.72,Within Limit
RD002700,M11373,SEN-039,2026-03-02 04:29:30,,85C,72 psi,5.06,4.69,0.989,97.61904,Valid,85.0,Valid,1.013,,,Out of Calibration
RD002701,M11104,SEN-028,2026-03-02 04:30:00,,104 F,72 psi,8.45,3.39,0.992,47.4537,Valid,40.0,Valid,1.028,,,Out of Calibration
RD002702,M11302,SEN-033,2026-03-02 04:30:30,,104 F,65 psi,1.53,3.56,1.02,47.4537,Valid,40.0,Valid,0.986,,,Out of Calibration
RD002703,M11649,SEN-035,2026-03-02 04:31:00,,35 C,72 psi,4.1,2.21,0.983,,Invalid,35.0,Valid,1.026,,,Out of Calibration
RD002704,M8938,SEN-006,2026-03-02 04:31:30,,40 C,65 psi,3.4,5.6,0.99,,Invalid,40.0,Valid,0.995,,,Out of Calibration
RD002705,M7675,SEN-014,2026-03-02 04:32:00,,95 F,4.5 bar,8.01,2.5,1.016,47.4537,Valid,35.0,Valid,1.026,,,Out of Calibration
RD002706,M9303,SEN-011,2026-03-02 04:32:30,60.0,,5.2 bar,3.88,6.99,1.016,60.0,Valid,,Invalid,0.99,59.4,-0.6,Within Limit
RD002707,M9272,SEN-020,2026-03-02 04:33:00,,,5.2 bar,1.43,3.99,1.001,,Invalid,,Invalid,0.985,,,Out of Calibration
RD002708,M9080,SEN-005,2026-03-02 04:33:30,45.0,85C,65 psi,4.51,6.3,0.973,45.0,Valid,85.0,Valid,0.994,44.73,-0.27,Within Limit
RD002709,M8096,SEN-048,2026-03-02 04:34:00,,95 F,4.5 bar,8.4,3.25,1.001,97.61904,Valid,35.0,Valid,1.003,,,Out of Calibration
RD002710,M11785,SEN-026,2026-03-02 04:34:30,50.0,95 F,72 psi,1.02,7.18,1.016,50.0,Valid,35.0,Valid,1.014,50.7,0.7,Within Limit
RD002711,M7916,SEN-046,2026-03-02 04:35:00,45.0,104 F,72 psi,1.04,5.51,0.974,45.0,Valid,40.0,Valid,0.998,44.91,-0.09,Within Limit
RD002712,M11537,SEN-020,2026-03-02 04:35:30,50.0,104 F,5.2 bar,0.61,7.03,0.987,50.0,Valid,40.0,Valid,0.985,49.25,-0.75,Within Limit
RD002713,M10290,SEN-022,2026-03-02 04:36:00,60.0,95 F,65 psi,0.29,1.34,0.98,60.0,Valid,35.0,Valid,1.021,61.26,1.26,Within Limit
RD002714,M7359,SEN-025,2026-03-02 04:36:30,,85C,72 psi,8.35,7.07,1.014,47.4537,Valid,85.0,Valid,1.01,,,Out of Calibration
RD002715,M7029,SEN-009,2026-03-02 04:37:00,50.0,85C,4.5 bar,3.24,2.96,0.974,50.0,Valid,85.0,Valid,1.016,50.8,0.8,Within Limit
RD002716,M7295,SEN-045,2026-03-02 04:37:30,,85C,65 psi,6.7,4.35,0.981,47.4537,Valid,85.0,Valid,0.976,,,Out of Calibration
RD002717,M7136,SEN-014,2026-03-02 04:38:00,,104 F,4.5 bar,5.52,5.62,1.011,97.61904,Valid,40.0,Valid,1.026,,,Out of Calibration
RD002718,M9720,SEN-007,2026-03-02 04:38:30,50.0,85C,5.2 bar,2.58,2.26,1.001,50.0,Valid,85.0,Valid,1.009,50.45,0.45,Within Limit
