Inspection_ID,Event_ID,VIN,Defect_Code,Defect,Inspection_Source,Inspector_ID,Rework_Flag,Scrap_Reason,Result
INSP11214,M8934,MA1AB100000001816,D001,reject,Unknown,INS14,Y,Dimension,FAIL
INSP11215,M9808,MA1AB100000003118,D001, ok ,Unknown,INS41,Y,Weld,PASS
INSP11216,M8710,MA1AB100000004950,D002,Repair,Unknown,INS55,Y,Dimension,PASS
INSP11217,M9214,MA1AB100000000637,D002,,Unknown,INS71,N,Weld,FAIL
INSP11218,M11818,MA1AB100000001146,D003,OK,Unknown,INS91,N,Paint,FAIL
INSP11219,M8249,MA1AB100000002416,D003,OK,Unknown,INS23,N,Dimension,FAIL
INSP11220,M8057,MA1AB100000004596,D004,,Unknown,INS24,Y,Weld,PASS
INSP11221,M8486,MA1AB100000001049,D002,OK,Unknown,INS75,Y,Paint,FAIL
INSP11222,M11038,MA1AB100000003274,D002,Reject,Unknown,INS57,N,Material,FAIL
INSP11223,M10144,MA1AB100000002726,D004,reject,Unknown,INS44,N,,PASS
INSP11224,M8913,MA1AB100000002815,D002,,Unknown,INS19,Y,Material,PASS
INSP11225,M10132,MA1AB100000002043,D001,Reject,Unknown,INS80,N,Paint,PASS
INSP11226,M10176,MA1AB100000002720,D002,Reject,Unknown,INS84,Y,Material,FAIL
INSP11227,M8188,MA1AB100000001806,D002,Repair,Unknown,INS86,Y,Dimension,PASS
INSP11228,M8299,MA1AB100000002509,D004,Repair,Unknown,INS45,N,,PASS
INSP11229,M11385,MA1AB100000004074,D001,Reject,Unknown,INS72,Y,Material,PASS
INSP11230,M11374,MA1AB100000004974,D004, ok ,Unknown,INS25,Y,Dimension,FAIL
INSP11231,M10795,MA1AB100000001692,NONE,reject,Unknown,INS80,Y,,PASS
INSP11232,M11002,MA1AB100000004624,D001,OK,Unknown,INS37,N,,FAIL
INSP11233,M10847,MA1AB100000001943,D002,reject,Unknown,INS40,Y,,FAIL
INSP11234,M9060,MA1AB100000001005,NONE,,Unknown,INS64,Y,Paint,FAIL
INSP11235,M10797,MA1AB100000004504,D003,reject,Unknown,INS66,Y,Material,PASS
INSP11236,M9221,MA1AB100000004940,NONE, ok ,Unknown,INS56,N,Paint,PASS
INSP11237,M8029,MA1AB100000001631,D003, ok ,Unknown,INS44,Y,Material,FAIL
INSP11238,M8113,MA1AB100000001522,D003,Repair,Unknown,INS46,N,Material,FAIL
INSP11239,M7276,MA1AB100000003516,NONE,,Unknown,INS88,Y,Dimension,PASS
INSP11240,M9830,MA1AB100000003356,D002,,Unknown,INS79,N,Weld,PASS
INSP11241,M9202,MA1AB100000000511,NONE,Repair,Unknown,INS55,N,Material,FAIL
INSP11242,M7990,MA1AB100000002749,D002, ok ,Unknown,INS85,N,Material,FAIL
INSP11243,M9455,MA1AB100000001916,D004,,Unknown,INS82,N,Weld,PASS
INSP11244,M10857,MA1AB100000001083,NONE,,Unknown,INS58,N,Paint,PASS
INSP11245,M11120,MA1AB100000001145,NONE,OK,Unknown,INS75,Y,,FAIL
INSP11246,M11277,MA1AB100000000436,D004,reject,Unknown,INS64,N,Weld,FAIL
INSP11247,M10416,MA1AB100000003270,D001,,Unknown,INS41,Y,,FAIL
INSP11248,M11903,MA1AB100000000350,D001, ok ,Unknown,INS89,N,Paint,PASS
INSP11249,M11589,MA1AB100000003805,D004,,Unknown,INS97,N,Dimension,FAIL
INSP11250,M7451,XX1 2 3 4,NONE,OK,Unknown,INS41,N,Paint,FAIL
INSP11251,M7892,MA1AB100000000391,D001,Reject,Unknown,INS26,Y,,FAIL
INSP11252,M7674,MA1AB100000004478,D003, ok ,Unknown,INS77,N,Weld,PASS
INSP11253,M11390,MA1AB100000000528,D002,reject,Unknown,INS17,Y,Material,PASS
INSP11254,M8741,MA1AB100000003317,D002,reject,Unknown,INS48,N,,FAIL
INSP11255,M10093,MA1AB100000001848,D003,reject,Unknown,INS21,Y,Paint,FAIL
INSP11256,M8358,MA1AB100000000378,D002, ok ,Unknown,INS21,Y,,PASS
INSP11257,M7099,MA1AB100000003711,D004, ok ,Unknown,INS33,Y,Material,PASS
INSP11258,M11598,MA1AB100000002833,D001,reject,Unknown,INS16,N,Weld,PASS
INSP11259,M11209,MA1AB100000004570,D001,OK,Unknown,INS19,N,Dimension,PASS
INSP11260,M10859,MA1AB100000001631,NONE, ok ,Unknown,INS32,N,,PASS
INSP11261,M11789,MA1AB100000000690,NONE,OK,Unknown,INS59,Y,Material,PASS
INSP11262,M8234,MA1AB100000003765,D002,OK,Unknown,INS96,Y,,PASS
INSP11263,M7770,MA1AB100000003921,D004,,Unknown,INS35,Y,Weld,PASS
INSP11264,M9487,MA1AB100000001000,D004,Repair,Unknown,INS67,N,Paint,PASS
INSP11265,M9794,MA1AB100000003839,D002, ok ,Unknown,INS95,N,Dimension,PASS
INSP11266,M9672,MA1AB100000001220,D002,Reject,Unknown,INS93,Y,Weld,PASS
INSP11267,M10151,MA1AB100000003808,D001,OK,Unknown,INS42,Y,Material,PASS
INSP11268,M7715,MA1AB100000004371,D002,reject,Unknown,INS79,Y,Paint,PASS
INSP11269,M8697,MA1AB100000002589,D001, ok ,Unknown,INS64,N,,PASS
INSP11270,M9860,MA1AB100000001262,D001,,Unknown,INS64,N,Material,FAIL
INSP11271,M10217,MA1AB100000004284,D002,Reject,Unknown,INS81,Y,Material,PASS
INSP11272,M10851,MA1AB100000000932,D001,Reject,Unknown,INS49,N,Material,FAIL
INSP11273,M11685,MA1AB100000000930,D001,Reject,Unknown,INS14,N,Paint,FAIL
INSP11274,M10461,MA1AB100000002116,D002,Reject,Unknown,INS45,N,Paint,FAIL
INSP11275,M11144,MA1AB100000001100,D002,Reject,Unknown,INS16,Y,Paint,PASS
INSP11276,M11524,MA1AB100000004863,D001,,Unknown,INS79,Y,Paint,FAIL
INSP11277,M9630,MA1AB100000000443,D003, ok ,Unknown,INS35,Y,Dimension,FAIL
INSP11278,M11392,MA1AB100000000442,D001,OK,Unknown,INS13,N,Paint,FAIL
INSP11279,M10120,MA1AB100000004509,NONE,reject,Unknown,INS40,Y,Dimension,PASS
INSP11280,M11378,MA1AB100000000251,D001,Reject,Unknown,INS48,N,Dimension,FAIL
INSP11281,M8418,MA1AB100000002657,D003,Reject,Unknown,INS72,Y,Material,FAIL
INSP11282,M7829,MA1AB100000000553,D001, ok ,Unknown,INS44,N,Weld,FAIL
INSP11283,M7782,MA1AB100000002632,D004,,Unknown,INS52,N,,FAIL
INSP11284,M11229,MA1AB100000001388,D002,Repair,Unknown,INS78,Y,Paint,PASS
INSP11285,M7221,MA1AB100000000995,NONE,,Unknown,INS47,Y,Weld,FAIL
INSP11286,M10588,MA1AB100000003847,D001,reject,Unknown,INS98,N,Paint,FAIL
INSP11287,M11722,MA1AB100000000306,D003,,Unknown,INS92,N,,FAIL
INSP11288,M7589,MA1AB100000004270,D003,Repair,Unknown,INS96,Y,Weld,PASS
INSP11289,M11639,MA1AB100000001048,D004,OK,Unknown,INS67,Y,Dimension,FAIL
INSP11290,M10824,MA1AB100000000112,D004,Repair,Unknown,INS94,N,Weld,PASS
INSP11291,M7672,MA1AB100000003152,D004,Repair,Unknown,INS60,Y,Paint,FAIL
INSP11292,M9299,MA1AB100000004753,D003,OK,Unknown,INS25,N,Dimension,FAIL
INSP11293,M8549,MA1AB100000003026,D001,OK,Unknown,INS45,N,Weld,FAIL
INSP11294,M8273,MA1AB100000001736,NONE,OK,Unknown,INS71,N,Weld,PASS
INSP11295,M7935,MA1AB100000002703,NONE, ok ,Unknown,INS15,Y,,PASS
INSP11296,M8730,MA1AB100000002508,NONE,OK,Unknown,INS69,Y,Material,PASS
INSP11297,M10350,MA1AB100000003057,NONE,Reject,Unknown,INS99,Y,Material,FAIL
INSP11298,M11983,MA1AB100000003574,NONE,Reject,Unknown,INS59,Y,Paint,PASS
INSP11299,M10869,MA1AB100000003402,D004,reject,Unknown,INS24,N,Paint,PASS
INSP11300,M9341,MA1AB100000002154,D001,,Unknown,INS56,Y,,PASS
INSP11301,M8028,MA1AB100000000961,D001,reject,Unknown,INS38,N,Material,PASS
INSP11302,M9941,MA1AB100000002361,NONE,reject,Unknown,INS52,Y,Weld,FAIL
INSP11303,M9642,MA1AB100000000707,D004,,Unknown,INS71,N,Material,PASS
INSP11304,M9405,MA1AB100000000116,D004,Reject,Unknown,INS10,Y,Dimension,PASS
INSP11305,M7543,MA1AB100000004979,D003,reject,Unknown,INS51,N,Paint,PASS
INSP11306,M10246,MA1AB100000002947,D001,reject,Unknown,INS88,Y,Paint,FAIL
INSP11307,M10127,MA1AB100000004984,D003, ok ,Unknown,INS26,N,Weld,FAIL
INSP11308,M8727,MA1AB100000001540,D003,Reject,Unknown,INS75,Y,,FAIL
INSP11309,M9054,MA1AB100000001680,NONE,Repair,Unknown,INS51,N,Weld,FAIL
INSP11310,M9922,MA1AB100000001291,D001,reject,Unknown,INS76,N,Weld,PASS
INSP11311,M11722,MA1AB100000004264,D003, ok ,Unknown,INS11,Y,Weld,FAIL
INSP11312,M10381,MA1AB100000001878,D003,,Unknown,INS35,Y,Paint,FAIL
INSP11313,M11125,MA1AB100000001551,D001,reject,Unknown,INS55,Y,,PASS
INSP11314,M8371,MA1AB100000002661,D003, ok ,Unknown,INS37,N,Paint,PASS
INSP11315,M7297,MA1AB100000004473,D004,Repair,Unknown,INS28,N,Paint,PASS
INSP11316,M7223,MA1AB100000004335,D004,reject,Unknown,INS82,N,Material,FAIL
INSP11317,M9868,MA1AB100000001524,D001,Reject,Unknown,INS16,N,,FAIL
INSP11318,M7633,MA1AB100000004104,D001, ok ,Unknown,INS24,N,,PASS
INSP11319,M10352,MA1AB100000002279,D003,,Unknown,INS18,Y,Paint,FAIL
INSP11320,M11198,MA1AB100000001010,D001, ok ,Unknown,INS44,N,Dimension,FAIL
INSP11321,M9263,MA1AB100000004306,D004,,Unknown,INS77,Y,Material,FAIL
INSP11322,M11636,MA1AB100000001719,D001,Reject,Unknown,INS55,N,Material,FAIL
INSP11323,M10271,MA1AB100000004254,D001,OK,Unknown,INS80,N,Dimension,PASS
INSP11324,M8424,MA1AB100000001007,D003,Repair,Unknown,INS58,Y,Paint,FAIL
INSP11325,M8071,MA1AB100000003954,D002,Repair,Unknown,INS92,Y,Weld,PASS
INSP11326,M9945,MA1AB100000001511,D001,reject,Unknown,INS53,Y,Paint,PASS
INSP11327,M11066,MA1AB100000001548,NONE,OK,Unknown,INS99,Y,Weld,PASS
INSP11328,M8129,MA1AB100000003834,D003,Reject,Unknown,INS80,Y,Material,FAIL
INSP11329,M8666,MA1AB100000000890,D001,Reject,Unknown,INS23,N,Paint,FAIL
INSP11330,M10110,MA1AB100000001587,D004,OK,Unknown,INS58,Y,Weld,FAIL
INSP11331,M10102,MA1AB100000001860,D001,reject,Unknown,INS95,N,Paint,FAIL
INSP11332,M9871,MA1AB100000003574,D003,OK,Unknown,INS98,Y,,PASS
INSP11333,M7258,MA1AB100000000278,D002,Repair,Unknown,INS26,Y,Paint,FAIL
INSP11334,M7791,MA1AB100000002995,D002,reject,Unknown,INS36,Y,Material,FAIL
INSP11335,M11537,MA1AB100000002120,D004, ok ,Unknown,INS71,N,Paint,PASS
INSP11336,M10559,MA1AB100000004028,D003,reject,Unknown,INS16,N,Paint,FAIL
INSP11337,M10700,MA1AB100000002018,NONE, ok ,Unknown,INS29,N,Material,FAIL
INSP11338,M9805,MA1AB100000001859,D002,OK,Unknown,INS16,N,Weld,PASS
INSP11339,M8219,MA1AB100000004281,D004,Reject,Unknown,INS90,N,Weld,FAIL
INSP11340,M7998,MA1AB100000000159,NONE, ok ,Unknown,INS94,Y,,PASS
INSP11341,M11727,MA1AB100000004432,NONE,OK,Unknown,INS60,Y,,FAIL
INSP11342,M10202,MA1AB100000000300,D004,OK,Unknown,INS54,N,,FAIL
INSP11343,M10211,MA1AB100000003235,D004,OK,Unknown,INS10,Y,,PASS
INSP11344,M8693,MA1AB100000002358,NONE,Reject,Unknown,INS86,Y,Weld,PASS
INSP11345,M7691,MA1AB100000002558,D004,Repair,Unknown,INS17,Y,Dimension,PASS
INSP11346,M9788,MA1AB100000001620,NONE,OK,Unknown,INS90,N,Paint,FAIL
INSP11347,M8159,MA1AB100000003151,D002,reject,Unknown,INS96,N,Dimension,PASS
INSP11348,M7890,MA1AB100000004976,D002,Repair,Unknown,INS95,Y,Dimension,FAIL
INSP11349,M9481,MA1AB100000004024,D004,,Unknown,INS51,N,Weld,FAIL
INSP11350,M8927,MA1AB100000003755,D002,,Unknown,INS98,Y,Material,PASS
INSP11351,M11888,MA1AB100000004083,D001,Repair,Unknown,INS46,N,Material,FAIL
INSP11352,M10997,MA1AB100000002012,D004,OK,Unknown,INS57,N,Weld,FAIL
INSP11353,M9989,MA1AB100000001561,D004,reject,Unknown,INS18,N,Weld,FAIL
INSP11354,M8541,MA1AB100000004610,NONE,OK,Unknown,INS42,N,Weld,PASS
INSP11355,M8452,MA1AB100000000091,D003,,Unknown,INS55,N,Material,PASS
INSP11356,M10544,MA1AB100000000660,D004,,Unknown,INS59,Y,,PASS
INSP11357,M8232,MA1AB100000002273,D002,Reject,Unknown,INS64,N,,FAIL
INSP11358,M9344,MA1AB100000000444,D004,reject,Unknown,INS86,Y,Weld,PASS
INSP11359,M11553,MA1AB100000000867,D002, ok ,Unknown,INS39,Y,Dimension,FAIL
INSP11360,M9426,MA1AB100000001121,D004,,Unknown,INS18,Y,Weld,PASS
INSP11361,M9390,MA1AB100000000753,D002,OK,Unknown,INS39,N,Material,FAIL
INSP11362,M7495,MA1AB100000004822,D002,OK,Unknown,INS27,Y,,PASS
INSP11363,M10257,MA1AB100000000135,D004,Reject,Unknown,INS83,N,Material,FAIL
INSP11364,M8854,MA1AB100000003348,D001,,Unknown,INS34,Y,Material,FAIL
INSP11365,M8690,MA1AB100000002061,NONE,OK,Unknown,INS67,Y,Weld,PASS
INSP11366,M7933,MA1AB100000002065,NONE,OK,Unknown,INS61,N,Weld,FAIL
INSP11367,M10533,MA1AB100000002495,D002,Repair,Unknown,INS13,N,Dimension,FAIL
INSP11368,M11717,MA1AB100000004053,NONE, ok ,Unknown,INS51,Y,,PASS
INSP11369,M10972,MA1AB100000002203,D004, ok ,Unknown,INS39,N,Weld,FAIL
INSP11370,M9895,MA1AB100000001383,D002,Repair,Unknown,INS54,N,Dimension,FAIL
INSP11371,M11245,MA1AB100000001065,D001,Repair,Unknown,INS79,N,Weld,FAIL
INSP11372,M10356,MA1AB100000001125,D002,Repair,Unknown,INS78,N,,FAIL
INSP11373,M8251,MA1AB100000004105,D001, ok ,Unknown,INS27,Y,Weld,FAIL
INSP11374,M11246,MA1AB100000003251,NONE,,Unknown,INS94,N,Weld,FAIL
INSP11375,M8681,MA1AB100000001445,NONE, ok ,Unknown,INS45,Y,Material,PASS
INSP11376,M8352,MA1AB100000001154,D004,reject,Unknown,INS50,Y,,PASS
INSP11377,M7148,MA1AB100000003190,D003,OK,Unknown,INS78,N,Dimension,PASS
INSP11378,M9794,MA1AB100000004204,D002,reject,Unknown,INS71,N,Material,FAIL
INSP11379,M9954,MA1AB100000002713,NONE,reject,Unknown,INS64,Y,,PASS
INSP11380,M10397,MA1AB100000001737,D002,,Unknown,INS96,Y,,PASS
INSP11381,M11097,MA1AB100000004712,NONE,,Unknown,INS80,Y,Material,PASS
INSP11382,M8305,MA1AB100000002161,D001, ok ,Unknown,INS84,N,Dimension,FAIL
INSP11383,M9646,MA1AB100000000421,D001,Repair,Unknown,INS99,N,Weld,PASS
INSP11384,M8807,MA1AB100000004087,D004,OK,Unknown,INS87,Y,,FAIL
INSP11385,M9825,MA1AB100000003113,D001,reject,Unknown,INS42,N,Material,FAIL
INSP11386,M10654,MA1AB100000001963,D001,OK,Unknown,INS80,N,Weld,PASS
INSP11387,M9499,MA1AB100000003096,D002,reject,Unknown,INS56,N,Weld,PASS
INSP11388,M8637,MA1AB100000000567,D004,OK,Unknown,INS69,N,,PASS
INSP11389,M10580,MA1AB100000001188,D004,OK,Unknown,INS83,N,Dimension,PASS
INSP11390,M10729,MA1AB100000000746,D001, ok ,Unknown,INS32,N,Material,PASS
INSP11391,M9812,MA1AB100000001021,D003,OK,Unknown,INS17,N,Material,FAIL
INSP11392,M8955,MA1AB100000003091,D002,OK,Unknown,INS45,Y,Dimension,PASS
INSP11393,M8419,MA1AB100000001492,D004,reject,Unknown,INS74,Y,Dimension,FAIL
INSP11394,M10873,MA1AB100000003379,D002,Reject,Unknown,INS82,Y,,FAIL
INSP11395,M9121,MA1AB100000004799,D003,OK,Unknown,INS94,Y,Dimension,PASS
INSP11396,M9564,MA1AB100000002316,NONE,OK,Unknown,INS42,Y,Weld,PASS
INSP11397,M8599,MA1AB100000000013,NONE,Reject,Unknown,INS57,N,Paint,PASS
INSP11398,M9735,MA1AB100000002370,NONE,reject,Unknown,INS44,N,,FAIL
INSP11399,M11804,MA1AB100000002897,NONE,Repair,Unknown,INS73,N,Material,FAIL
INSP11400,M11035,MA1AB100000001122,D001,reject,Unknown,INS38,Y,Weld,FAIL
INSP11401,M9235,MA1AB100000001499,D001,,Unknown,INS70,N,Weld,FAIL
INSP11402,M11011,MA1AB100000003508,D001,,Unknown,INS23,N,Paint,FAIL
INSP11403,M11159,MA1AB100000001992,D002,Reject,Unknown,INS98,N,,FAIL
INSP11404,M11446,MA1AB100000001296,D004,OK,Unknown,INS73,N,Material,PASS
INSP11405,M11171,MA1AB100000001381,NONE, ok ,Unknown,INS53,N,Weld,PASS
INSP11406,M8338,MA1AB100000000138,NONE,OK,Unknown,INS60,N,Dimension,FAIL
INSP11407,M9419,MA1AB100000004458,D004,reject,Unknown,INS80,Y,Dimension,PASS
INSP11408,M10620,MA1AB100000003722,D002,OK,Unknown,INS18,Y,Paint,PASS
INSP11409,M9347,MA1AB100000004852,D003,Repair,Unknown,INS86,N,Material,PASS
INSP11410,M10909,MA1AB100000002200,D001, ok ,Unknown,INS74,Y,Weld,FAIL
INSP11411,M9661,MA1AB100000002592,D002,Reject,Unknown,INS38,Y,Material,FAIL
INSP11412,M10743,MA1AB100000001358,D004,OK,Unknown,INS16,Y,Weld,PASS
INSP11413,M10108,MA1AB100000001584,D001,Reject,Unknown,INS11,Y,Paint,FAIL
INSP11414,M7033,MA1AB100000000334,D001,,Unknown,INS88,N,Paint,FAIL
INSP11415,M11635,MA1AB100000000143,D001,OK,Unknown,INS36,Y,Dimension,PASS
INSP11416,M11625,MA1AB100000002098,NONE, ok ,Unknown,INS66,N,Dimension,PASS
INSP11417,M9008,MA1AB100000002593,D003,,Unknown,INS38,Y,Weld,PASS
INSP11418,M8303,MA1AB100000002769,D004,Repair,Unknown,INS35,N,,FAIL
INSP11419,M11626,MA1AB100000000056,D002,reject,Unknown,INS44,Y,Weld,PASS
INSP11420,M7239,MA1AB100000004977,D001,OK,Unknown,INS23,N,Weld,FAIL
INSP11421,M9625,MA1AB100000002321,D001,,Unknown,INS11,N,,FAIL
INSP11422,M8791,MA1AB100000004172,D001,reject,Unknown,INS93,N,Weld,FAIL
INSP11423,M9289,MA1AB100000000275,NONE,reject,Unknown,INS48,N,,PASS
INSP11424,M10467,MA1AB100000000800,NONE,OK,Unknown,INS93,N,Dimension,PASS
INSP11425,M11264,MA1AB100000002159,D004,Repair,Unknown,INS54,Y,Material,FAIL
INSP11426,M7631,MA1AB100000000701,D001,Repair,Unknown,INS77,Y,,PASS
INSP11427,M9468,MA1AB100000002683,D003, ok ,Unknown,INS66,N,Material,FAIL
INSP11428,M10292,MA1AB100000001084,D003,OK,Unknown,INS87,N,Material,FAIL
INSP11429,M11115,MA1AB100000003549,NONE, ok ,Unknown,INS36,N,Material,FAIL
INSP11430,M7655,MA1AB100000003550,D003,reject,Unknown,INS98,N,Weld,PASS
INSP11431,M9254,MA1AB100000001444,D002,reject,Unknown,INS95,Y,,PASS
INSP11432,M9938,MA1AB100000001771,D003,Repair,Unknown,INS63,N,Paint,PASS
INSP11433,M9446,MA1AB100000003568,D003,reject,Unknown,INS25,N,Dimension,FAIL
INSP11434,M11530,MA1AB100000001707,D002,Repair,Unknown,INS33,Y,Material,FAIL
INSP11435,M11074,MA1AB100000004701,D001,Reject,Unknown,INS25,N,,FAIL
INSP11436,M10921,MA1AB100000003921,D003,Repair,Unknown,INS57,Y,Material,PASS
INSP11437,M8699,MA1AB100000002413,D001,,Unknown,INS62,Y,Dimension,FAIL
INSP11438,M9687,MA1AB100000003205,NONE,,Unknown,INS61,Y,Paint,PASS
INSP11439,M9990,MA1AB100000002854,D003,,Unknown,INS34,N,Dimension,PASS
INSP11440,M10638,MA1AB100000000787,D004, ok ,Unknown,INS44,N,Dimension,FAIL
INSP11441,M8854,MA1AB100000002948,D001, ok ,Unknown,INS94,N,,FAIL
INSP11442,M8325,MA1AB100000004001,D004,Reject,Unknown,INS85,N,Paint,PASS
INSP11443,M11542,MA1AB100000003351,NONE,Reject,Unknown,INS50,N,Paint,FAIL
INSP11444,M8403,MA1AB100000004240,D001, ok ,Unknown,INS20,N,Dimension,FAIL
INSP11445,M11143,MA1AB100000004146,D001,reject,Unknown,INS45,N,Paint,PASS
INSP11446,M7734,MA1AB100000004796,NONE,OK,Unknown,INS64,N,Paint,FAIL
INSP11447,M10942,MA1AB100000001577,NONE,Repair,Unknown,INS28,Y,Dimension,PASS
INSP11448,M8103,MA1AB100000002292,NONE,Reject,Unknown,INS79,Y,Paint,FAIL
INSP11449,M7863,MA1AB100000002264,D002,Repair,Unknown,INS55,Y,,PASS
INSP11450,M10466,MA1AB100000003978,D002, ok ,Unknown,INS41,Y,Weld,FAIL
INSP11451,M10247,MA1AB100000004937,NONE,Reject,Unknown,INS56,N,Paint,PASS
INSP11452,M8606,MA1AB100000000725,D004,reject,Unknown,INS81,N,Dimension,FAIL
INSP11453,M10168,MA1AB100000004609,NONE,reject,Unknown,INS69,N,Paint,PASS
INSP11454,M11808,MA1AB100000000195,D002, ok ,Unknown,INS41,N,Dimension,PASS
INSP11455,M11360,MA1AB100000002791,D002,Reject,Unknown,INS63,Y,Material,FAIL
INSP11456,M10127,MA1AB100000002033,D002,OK,Unknown,INS16,Y,Paint,FAIL
INSP11457,M10463,MA1AB100000000260,D001,Repair,Unknown,INS87,Y,Weld,FAIL
INSP11458,M8755,MA1AB100000000731,D001,reject,Unknown,INS65,N,Material,PASS
INSP11459,M10496,MA1AB100000002415,D003,,Unknown,INS91,N,Dimension,FAIL
INSP11460,M8733,MA1AB100000004241,D004,Reject,Unknown,INS77,Y,Dimension,PASS
INSP11461,M10392,MA1AB100000001028,D001,Repair,Unknown,INS47,N,Material,FAIL
INSP11462,M7321,MA1AB100000004835,NONE,reject,Unknown,INS11,N,Paint,FAIL
INSP11463,M10572,MA1AB100000003707,D001,reject,Unknown,INS18,Y,Material,FAIL
INSP11464,M7023,MA1AB100000003858,D004,,Unknown,INS52,N,Material,FAIL
INSP11465,M11968,MA1AB100000001354,NONE,Reject,Unknown,INS20,Y,Paint,FAIL
INSP11466,M8691,MA1AB100000000155,D004,Repair,Unknown,INS22,Y,Weld,FAIL
INSP11467,M10221,MA1AB100000004579,D004,reject,Unknown,INS32,Y,Dimension,FAIL
INSP11468,M9869,MA1AB100000000967,D004,OK,Unknown,INS94,Y,Dimension,PASS
INSP11469,M10149,MA1AB100000003093,D003,Reject,Unknown,INS16,Y,Dimension,PASS
INSP11470,M9565,MA1AB100000002043,D004,Repair,Unknown,INS66,Y,Material,PASS
INSP11471,M8709,MA1AB100000002204,D003,Reject,Unknown,INS17,Y,,FAIL
INSP11472,M9727,MA1AB100000004557,D001,,Unknown,INS78,N,Material,FAIL
INSP11473,M7745,MA1AB100000002649,D004,,Unknown,INS15,N,Material,FAIL
INSP11474,M10144,MA1AB100000001419,NONE,,Unknown,INS69,Y,Paint,PASS
INSP11475,M11357,MA1AB100000002588,D003,,Unknown,INS72,N,Weld,PASS
INSP11476,M8442,MA1AB100000001811,D001,,Unknown,INS84,N,Dimension,FAIL
INSP11477,M11332,MA1AB100000004224,D001,Reject,Unknown,INS90,Y,Dimension,FAIL
INSP11478,M7278,MA1AB100000002913,D002,reject,Unknown,INS97,Y,Material,FAIL
INSP11479,M8569,MA1AB100000000819,D001,Reject,Unknown,INS63,Y,Material,PASS
INSP11480,M10048,MA1AB100000004699,NONE,reject,Unknown,INS44,Y,,PASS
INSP11481,M10325,MA1AB100000004934,D002,,Unknown,INS84,N,,PASS
INSP11482,M11289,MA1AB100000000332,D001,Reject,Unknown,INS63,Y,Weld,PASS
INSP11483,M10255,MA1AB100000001975,D002,Reject,Unknown,INS32,Y,Material,FAIL
INSP11484,M9378,MA1AB100000002825,D002,Repair,Unknown,INS32,N,,PASS
INSP11485,M7429,MA1AB100000000499,NONE,Reject,Unknown,INS43,N,Weld,PASS
INSP11486,M8746,MA1AB100000001553,NONE,OK,Unknown,INS39,Y,Dimension,PASS
INSP11487,M11281,MA1AB100000001653,D003,Reject,Unknown,INS47,Y,Material,PASS
INSP11488,M8898,MA1AB100000003324,D001, ok ,Unknown,INS83,Y,Dimension,FAIL
INSP11489,M9771,MA1AB100000000056,D003,,Unknown,INS45,N,Dimension,PASS
INSP11490,M8735,MA1AB100000004186,D003,,Unknown,INS48,N,Paint,PASS
INSP11491,M7099,MA1AB100000003346,D003,Repair,Unknown,INS90,Y,Dimension,PASS
INSP11492,M10115,MA1AB100000002476,D002,Repair,Unknown,INS25,Y,Dimension,PASS
INSP11493,M9608,MA1AB100000002931,D004,reject,Unknown,INS23,Y,Material,FAIL
INSP11494,M10683,MA1AB100000003303,NONE, ok ,Unknown,INS87,N,Paint,PASS
INSP11495,M10990,MA1AB100000002731,D004,reject,Unknown,INS74,N,Material,PASS
INSP11496,M9231,MA1AB100000003415,D001,Repair,Unknown,INS23,N,Weld,PASS
INSP11497,M9308,MA1AB100000003884,NONE,Repair,Unknown,INS69,N,Material,FAIL
INSP11498,M10850,MA1AB100000001520,D004,reject,Unknown,INS50,N,Material,PASS
INSP11499,M8795,MA1AB100000001726,NONE,OK,Unknown,INS26,N,Material,FAIL
INSP11500,M8912,XX1 2 3 4,D001,Reject,Unknown,INS99,N,Material,PASS
INSP11501,M7688,MA1AB100000001414,D001,reject,Unknown,INS63,Y,Paint,FAIL
INSP11502,M11095,MA1AB100000000085,D003,Repair,Unknown,INS73,Y,,FAIL
INSP11503,M8212,MA1AB100000004184,D001,reject,Unknown,INS12,N,Paint,FAIL
INSP11504,M8230,MA1AB100000004308,D002, ok ,Unknown,INS74,N,Material,FAIL
INSP11505,M11327,MA1AB100000002887,D002,reject,Unknown,INS35,N,Paint,FAIL
INSP11506,M8570,MA1AB100000003048,NONE,Repair,Unknown,INS10,N,Dimension,FAIL
INSP11507,M9112,MA1AB100000001885,D003,Reject,Unknown,INS23,N,Weld,PASS
INSP11508,M8938,MA1AB100000002906,D001,OK,Unknown,INS80,N,Weld,PASS
INSP11509,M10381,MA1AB100000003692,NONE, ok ,Unknown,INS74,Y,,FAIL
INSP11510,M11803,MA1AB100000000379,D001,reject,Unknown,INS82,N,Paint,FAIL
INSP11511,M7702,MA1AB100000001224,D002,reject,Unknown,INS67,N,Paint,FAIL
INSP11512,M8772,MA1AB100000001462,NONE, ok ,Unknown,INS94,N,,FAIL
INSP11513,M10496,MA1AB100000002601,D004,Repair,Unknown,INS99,N,Weld,PASS
INSP11514,M11906,MA1AB100000001180,D003,OK,Unknown,INS53,Y,Paint,PASS
INSP11515,M10216,MA1AB100000003790,NONE,,Unknown,INS68,N,Paint,PASS
INSP11516,M10267,MA1AB100000004553,D001,reject,Unknown,INS77,Y,Dimension,PASS
INSP11517,M9680,MA1AB100000003029,D003,Repair,Unknown,INS43,N,Paint,FAIL
