VIN,Work_Order,Station,Line,Timestamp,Part_Number,Supplier_Code,Torque,Temperature,Pressure,Defect,Inspection_Source,Tool_ID,Operator_ID,Shift,Scrap_Reason,BOM_Status,VIN_Status,Masked_VIN,Supplier_Status,Supplier_Name,Country,Sensor_Number,Calibration_Factor,Calibration_Status,Cycle_Time_Minutes,Cycle_Time_Status,VIN_Count,WO_VIN_Status,Station_Visit_Count,Rework_Status,Shift_Status,Scrap_Reason_Status
MA1AB100000001529,WO101529,ST03,L03,2026-07-02 13:51:15,ENG-1001,SUP1045,50.0,40.0,4.97,Reject,Human,TL076,EMP155,C,Material,Valid,Valid,MA1AB*********529,Valid,Supplier_46,Japan,076,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001530,WO101530,ST03,L02,2026-07-02 13:52:30,ENG-1001,SUP9999,,35.0,4.28,Repair,Human,TL039,EMP163,C,Material,Valid,Valid,MA1AB*********530,Invalid,,,039,0.988,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001531,WO101531,ST03,L01,2026-07-02 13:53:45,ENG-1001,SUP1155,45.0,42.0,3.78,Reject,Human,TL098,EMP139,B,Dimension,Valid,Valid,MA1AB*********531,Valid,Supplier_156,Japan,098,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001532,WO101532,ST01,L01,2026-07-02 13:55:00,ENG-1002,SUP9999,45.0,40.0,5.9,,Human,TL040,EMP318,A,Paint Defect,Valid,Valid,MA1AB*********532,Invalid,,,040,1.028,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001533,WO101533,ST02,L01,2026-07-02 13:56:15,ENG-1153,SUP1004,,42.0,3.64,OK,Automated,TL017,EMP251,Nan,Paint Defect,Valid,Valid,MA1AB*********533,Valid,Supplier_5,Germany,017,0.996,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001534,WO101534,ST02,L02,2026-07-02 13:57:30,ENG-1081,SUP1075,50.0,35.0,3.36,,Human,TL044,EMP107,Nan,Dimension,Valid,Valid,MA1AB*********534,Valid,Supplier_76,China,044,1.03,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001535,WO101535,ST02,L03,2026-07-02 13:58:45,ENG-1482,SUP9999,,35.0,5.85,Reject,Human,TL999,EMP202,B,Not Available,Valid,Valid,MA1AB*********535,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000001536,WO101536,ST02,L02,2026-07-02 14:00:00,ENG-1001,NAN,45.0,40.0,4.99,Repair,Human,TL999,EMP246,C,Dimension,Valid,Valid,MA1AB*********536,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001537,WO101537,ST03,L03,2026-07-02 14:01:15,ENG-1001,SUP9999,35.0,42.0,4.62,OK,Human,TL041,EMP346,A,Weld Crack,Valid,Valid,MA1AB*********537,Invalid,,,041,1.011,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001538,WO101538,ST03,L03,2026-07-02 14:02:30,ENG-1001,SUP1103,45.0,35.0,4.64,Repair,Human,TL083,EMP118,Nan,Paint Defect,Valid,Valid,MA1AB*********538,Valid,Supplier_104,Korea,083,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001539,WO101539,ST01,L01,2026-07-02 14:03:45,ENG-1214,NAN,35.0,35.0,3.63,Reject,Human,TL076,EMP232,Nan,Weld Crack,Valid,Valid,MA1AB*********539,Invalid,,,076,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001540,WO101540,ST04,L02,2026-07-02 14:05:00,ENG-1020,NAN,35.0,42.0,5.67,Reject,Automated,TL999,EMP240,A,Paint Defect,Valid,Valid,MA1AB*********540,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001541,WO101541,ST03,L02,2026-07-02 14:06:15,ENG-1001,NAN,,35.0,5.45,Reject,Human,TL999,EMP205,C,Not Available,Valid,Valid,MA1AB*********541,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000001542,WO101542,ST02,L02,2026-07-02 14:07:30,ENG-1322,NAN,50.0,35.0,4.6,,Human,TL999,EMP120,C,Paint Defect,Valid,Valid,MA1AB*********542,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001543,WO101543,ST02,L01,2026-07-02 14:08:45,ENG-1001,NAN,45.0,42.0,4.68,Reject,Automated,TL070,EMP286,A,Paint Defect,Valid,Valid,MA1AB*********543,Invalid,,,070,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001544,WO101544,ST03,L02,2026-07-02 14:10:00,ENG-1001,SUP9999,35.0,35.0,5.87,OK,Automated,TL061,EMP112,C,Not Available,Valid,Valid,MA1AB*********544,Invalid,,,061,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000001545,WO101545,ST04,L01,2026-07-02 14:11:15,ENG-1001,SUP9999,45.0,42.0,6.06,,Human,TL023,EMP305,A,Weld Crack,Valid,Valid,MA1AB*********545,Invalid,,,023,1.007,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001546,WO101546,ST02,L02,2026-07-02 14:12:30,ENG-1393,NAN,45.0,35.0,4.69,Reject,Automated,TL999,EMP260,A,Dimension,Valid,Valid,MA1AB*********546,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001547,WO101547,ST01,L01,2026-07-02 14:13:45,ENG-1001,NAN,50.0,35.0,6.02,Repair,Automated,TL999,EMP281,B,Weld Crack,Valid,Valid,MA1AB*********547,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001548,WO101548,ST04,L02,2026-07-02 14:15:00,ENG-1001,SUP1033,45.0,35.0,4.95,Repair,Automated,TL034,EMP228,A,Dimension,Valid,Valid,MA1AB*********548,Valid,Supplier_34,Korea,034,0.987,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001549,WO101549,ST03,L01,2026-07-02 14:16:15,ENG-1001,NAN,35.0,35.0,6.04,OK,Human,TL077,EMP238,C,Weld Crack,Valid,Valid,MA1AB*********549,Invalid,,,077,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001550,WO101550,ST02,L01,2026-07-02 14:17:30,ENG-1102,SUP9999,45.0,35.0,4.17,Reject,Automated,TL072,EMP187,B,Dimension,Valid,Valid,MA1AB*********550,Invalid,,,072,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001551,WO101551,ST04,L01,2026-07-02 14:18:45,ENG-1336,NAN,,35.0,4.06,Repair,Human,TL019,EMP180,B,Material,Valid,Valid,MA1AB*********551,Invalid,,,019,0.995,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001552,WO101552,ST03,L03,2026-07-02 14:20:00,ENG-1001,SUP9999,50.0,42.0,4.06,OK,Human,TL069,EMP335,B,Not Available,Valid,Valid,MA1AB*********552,Invalid,,,069,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000001553,WO101553,ST03,L01,2026-07-02 14:21:15,ENG-1001,SUP1190,50.0,35.0,4.87,Repair,Automated,TL999,EMP133,Nan,Weld Crack,Valid,Valid,MA1AB*********553,Valid,Supplier_191,Germany,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001555,WO101555,ST03,L03,2026-07-02 14:23:45,ENG-1001,SUP1001,,40.0,3.34,OK,Automated,TL031,EMP201,Nan,Weld Crack,Valid,Valid,MA1AB*********555,Valid,Supplier_2,India,031,1.01,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001556,WO101556,ST02,L01,2026-07-02 14:25:00,ENG-1189,NAN,45.0,40.0,3.97,OK,Human,TL002,EMP250,A,Material,Valid,Valid,MA1AB*********556,Invalid,,,002,0.984,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001557,WO101557,ST02,L01,2026-07-02 14:26:15,ENG-1030,SUP1163,35.0,42.0,3.59,Reject,Automated,TL044,EMP276,B,Dimension,Valid,Valid,MA1AB*********557,Valid,Supplier_164,India,044,1.03,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001558,WO101558,ST06,L03,2026-07-02 14:27:30,ENG-1001,SUP1059,35.0,40.0,3.32,Reject,Automated,TL006,EMP320,Nan,Paint Defect,Valid,Valid,MA1AB*********558,Valid,Supplier_60,India,006,0.975,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001559,WO101559,ST03,L02,2026-07-02 14:28:45,ENG-1001,SUP9999,35.0,35.0,4.13,OK,Automated,TL999,EMP336,C,Weld Crack,Valid,Valid,MA1AB*********559,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001560,WO101560,ST02,L01,2026-07-02 14:30:00,ENG-1285,NAN,45.0,40.0,4.21,Reject,Human,TL999,EMP295,C,Dimension,Valid,Valid,MA1AB*********560,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001561,WO101561,ST02,L01,2026-07-02 14:31:15,ENG-1443,NAN,50.0,35.0,3.56,Reject,Automated,TL999,EMP279,Nan,Dimension,Valid,Valid,MA1AB*********561,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001562,WO101562,ST01,L01,2026-07-02 14:32:30,ENG-1001,SUP9999,35.0,42.0,4.77,OK,Automated,TL999,EMP214,B,Dimension,Valid,Valid,MA1AB*********562,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001563,WO101563,ST02,L01,2026-07-02 14:33:45,ENG-1067,SUP1090,50.0,42.0,3.28,Reject,Human,TL088,EMP117,Nan,Weld Crack,Valid,Valid,MA1AB*********563,Valid,Supplier_91,China,088,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001564,WO101564,ST02,L02,2026-07-02 14:35:00,ENG-1254,SUP9999,45.0,42.0,4.73,Reject,Human,TL048,EMP145,C,Paint Defect,Valid,Valid,MA1AB*********564,Invalid,,,048,0.992,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001565,WO101565,ST02,L01,2026-07-02 14:36:15,ENG-1001,SUP9999,50.0,35.0,5.26,Reject,Automated,TL028,EMP274,C,Dimension,Valid,Valid,MA1AB*********565,Invalid,,,028,0.984,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001566,WO101566,ST01,L02,2026-07-02 14:37:30,ENG-1001,NAN,45.0,40.0,4.46,OK,Automated,TL999,EMP248,B,Dimension,Valid,Valid,MA1AB*********566,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001567,WO101567,ST06,L02,2026-07-02 14:38:45,ENG-1453,SUP1141,35.0,42.0,5.27,Repair,Automated,TL999,EMP201,A,Paint Defect,Valid,Valid,MA1AB*********567,Valid,Supplier_142,Japan,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001568,WO101568,ST03,L01,2026-07-02 14:40:00,ENG-1395,NAN,,40.0,5.52,OK,Automated,TL032,EMP306,A,Material,Valid,Valid,MA1AB*********568,Invalid,,,032,1.024,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001569,WO101569,ST03,L01,2026-07-02 14:41:15,ENG-1001,SUP9999,35.0,35.0,3.75,,Automated,TL028,EMP153,Nan,Paint Defect,Valid,Valid,MA1AB*********569,Invalid,,,028,0.984,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001570,WO101570,ST05,L01,2026-07-02 14:42:30,ENG-1095,SUP1082,35.0,40.0,5.91,Repair,Automated,TL080,EMP166,B,Dimension,Valid,Valid,MA1AB*********570,Valid,Supplier_83,India,080,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001571,WO101571,ST03,L01,2026-07-02 14:43:45,ENG-1318,NAN,50.0,35.0,3.34,,Human,TL003,EMP164,A,Not Available,Valid,Valid,MA1AB*********571,Invalid,,,003,1.011,Normal,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000001572,WO101572,ST02,L03,2026-07-02 14:45:00,ENG-1096,SUP1194,50.0,42.0,3.6,Reject,Automated,TL085,EMP254,B,Material,Valid,Valid,MA1AB*********572,Valid,Supplier_195,Japan,085,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001573,WO101573,ST01,L03,2026-07-02 14:46:15,ENG-1001,SUP1082,50.0,42.0,5.2,,Automated,TL999,EMP182,Nan,Material,Valid,Valid,MA1AB*********573,Valid,Supplier_83,India,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001574,WO101574,ST02,L01,2026-07-02 14:47:30,ENG-1282,SUP1031,45.0,40.0,5.49,,Human,TL087,EMP147,Nan,Weld Crack,Valid,Valid,MA1AB*********574,Valid,Supplier_32,Japan,087,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001575,WO101575,ST03,L02,2026-07-02 14:48:45,ENG-1001,SUP1119,35.0,35.0,4.4,OK,Human,TL999,EMP337,C,Dimension,Valid,Valid,MA1AB*********575,Valid,Supplier_120,Thailand,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001576,WO101576,ST01,L02,2026-07-02 14:50:00,ENG-1001,SUP9999,45.0,35.0,4.3,OK,Automated,TL999,EMP143,C,Weld Crack,Valid,Valid,MA1AB*********576,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001577,WO101577,ST05,L01,2026-07-02 14:51:15,ENG-1372,SUP9999,50.0,35.0,3.58,Repair,Automated,TL999,EMP221,C,Material,Valid,Valid,MA1AB*********577,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001578,WO101578,ST03,L02,2026-07-02 14:52:30,ENG-1001,SUP9999,45.0,40.0,5.61,OK,Human,TL999,EMP148,C,Dimension,Valid,Valid,MA1AB*********578,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001579,WO101579,ST05,L02,2026-07-02 14:53:45,ENG-1373,NAN,,42.0,4.11,Repair,Human,TL014,EMP250,Nan,Material,Valid,Valid,MA1AB*********579,Invalid,,,014,0.989,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001580,WO101580,ST05,L03,2026-07-02 14:55:00,ENG-1404,NAN,,35.0,4.91,Reject,Automated,TL041,EMP321,C,Material,Valid,Valid,MA1AB*********580,Invalid,,,041,1.011,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001581,WO101581,ST04,L01,2026-07-02 14:56:15,ENG-1001,SUP9999,50.0,35.0,3.57,OK,Human,TL999,EMP328,Nan,Not Available,Valid,Valid,MA1AB*********581,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000001582,WO101582,ST03,L01,2026-07-02 14:57:30,ENG-1080,SUP1169,50.0,42.0,4.83,Reject,Human,TL033,EMP101,A,Weld Crack,Valid,Valid,MA1AB*********582,Valid,Supplier_170,USA,033,0.998,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001583,WO101583,ST03,L02,2026-07-02 14:58:45,ENG-1379,SUP1035,50.0,40.0,4.07,OK,Human,TL999,EMP283,Nan,Material,Valid,Valid,MA1AB*********583,Valid,Supplier_36,Thailand,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001584,WO101584,ST03,L01,2026-07-02 15:00:00,ENG-1433,SUP1032,,40.0,3.37,OK,Automated,TL999,EMP233,A,Dimension,Valid,Valid,MA1AB*********584,Valid,Supplier_33,USA,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001585,WO101585,ST02,L03,2026-07-02 15:01:15,ENG-1001,NAN,50.0,40.0,4.09,OK,Automated,TL051,EMP292,C,Material,Valid,Valid,MA1AB*********585,Invalid,,,051,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001586,WO101586,ST02,L03,2026-07-02 15:02:30,ENG-1001,SUP9999,35.0,35.0,6.02,Reject,Automated,TL020,EMP201,A,Not Available,Valid,Valid,MA1AB*********586,Invalid,,,020,1.011,Normal,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000001587,WO101587,ST01,L03,2026-07-02 15:03:45,ENG-1450,SUP1106,,40.0,3.58,OK,Automated,TL999,EMP330,C,Dimension,Valid,Valid,MA1AB*********587,Valid,Supplier_107,Korea,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001588,WO101588,ST02,L02,2026-07-02 15:05:00,ENG-1001,NAN,,42.0,4.15,Reject,Automated,TL046,EMP347,B,Paint Defect,Valid,Valid,MA1AB*********588,Invalid,,,046,0.976,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001589,WO101589,ST03,L02,2026-07-02 15:06:15,ENG-1140,SUP1001,,40.0,4.18,Repair,Human,TL038,EMP191,A,Dimension,Valid,Valid,MA1AB*********589,Valid,Supplier_2,India,038,1.029,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001590,WO101590,ST02,L02,2026-07-02 15:07:30,ENG-1001,SUP1027,35.0,42.0,5.7,Reject,Human,TL999,EMP338,C,Not Available,Valid,Valid,MA1AB*********590,Valid,Supplier_28,China,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000001591,WO101591,ST03,L01,2026-07-02 15:08:45,ENG-1001,SUP9999,45.0,35.0,5.63,Repair,Human,TL094,EMP215,A,Weld Crack,Valid,Valid,MA1AB*********591,Invalid,,,094,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001592,WO101592,ST02,L01,2026-07-02 15:10:00,ENG-1001,SUP1068,35.0,40.0,3.38,OK,Automated,TL094,EMP238,B,Not Available,Valid,Valid,MA1AB*********592,Valid,Supplier_69,Thailand,094,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000001593,WO101593,ST05,L03,2026-07-02 15:11:15,ENG-1035,NAN,45.0,40.0,5.05,Reject,Automated,TL999,EMP322,Nan,Weld Crack,Valid,Valid,MA1AB*********593,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001594,WO101594,ST05,L02,2026-07-02 15:12:30,ENG-1001,SUP1028,50.0,40.0,4.97,Reject,Human,TL999,EMP334,A,Dimension,Valid,Valid,MA1AB*********594,Valid,Supplier_29,China,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001595,WO101595,ST04,L02,2026-07-02 15:13:45,ENG-1001,NAN,,42.0,6.06,OK,Automated,TL064,EMP246,C,Not Available,Valid,Valid,MA1AB*********595,Invalid,,,064,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000001596,WO101596,ST06,L03,2026-07-02 15:15:00,ENG-1424,NAN,,35.0,3.69,Reject,Automated,TL035,EMP266,A,Weld Crack,Valid,Valid,MA1AB*********596,Invalid,,,035,1.003,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001597,WO101597,ST02,L02,2026-07-02 15:16:15,ENG-1466,NAN,50.0,35.0,4.56,Reject,Human,TL006,EMP124,Nan,Dimension,Valid,Valid,MA1AB*********597,Invalid,,,006,0.975,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001598,WO101598,ST03,L02,2026-07-02 15:17:30,ENG-1001,SUP9999,50.0,35.0,5.1,OK,Automated,TL999,EMP332,B,Weld Crack,Valid,Valid,MA1AB*********598,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001599,WO101599,ST01,L03,2026-07-02 15:18:45,ENG-1267,SUP9999,,42.0,3.51,Repair,Human,TL032,EMP143,Nan,Not Available,Valid,Valid,MA1AB*********599,Invalid,,,032,1.024,Normal,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000001600,WO101600,ST06,L03,2026-07-02 15:20:00,ENG-1001,NAN,50.0,35.0,4.53,Repair,Automated,TL067,EMP125,Nan,Weld Crack,Valid,Valid,MA1AB*********600,Invalid,,,067,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001601,WO101601,ST01,L02,2026-07-02 15:21:15,ENG-1206,SUP1151,45.0,42.0,3.47,Reject,Human,TL060,EMP175,B,Dimension,Valid,Valid,MA1AB*********601,Valid,Supplier_152,USA,060,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001602,WO101602,ST06,L02,2026-07-02 15:22:30,ENG-1001,NAN,45.0,40.0,5.89,,Human,TL059,EMP156,Nan,Not Available,Valid,Valid,MA1AB*********602,Invalid,,,059,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000001603,WO101603,ST03,L03,2026-07-02 15:23:45,ENG-1257,SUP1038,35.0,40.0,5.17,Reject,Human,TL999,EMP180,C,Material,Valid,Valid,MA1AB*********603,Valid,Supplier_39,Thailand,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001604,WO101604,ST03,L01,2026-07-02 15:25:00,ENG-1001,SUP9999,50.0,42.0,3.4,Repair,Automated,TL999,EMP180,B,Material,Valid,Valid,MA1AB*********604,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001605,WO101605,ST02,L03,2026-07-02 15:26:15,ENG-1276,NAN,35.0,40.0,4.69,Reject,Human,TL999,EMP254,A,Material,Valid,Valid,MA1AB*********605,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001606,WO101606,ST05,L02,2026-07-02 15:27:30,ENG-1001,SUP9999,35.0,42.0,4.8,Repair,Automated,TL027,EMP320,B,Not Available,Valid,Valid,MA1AB*********606,Invalid,,,027,1.005,Normal,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000001607,WO101607,ST03,L02,2026-07-02 15:28:45,ENG-1040,NAN,,35.0,3.72,OK,Human,TL999,EMP288,A,Material,Valid,Valid,MA1AB*********607,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001608,WO101608,ST02,L01,2026-07-02 15:30:00,ENG-1001,SUP1167,35.0,35.0,5.08,Repair,Human,TL999,EMP283,A,Not Available,Valid,Valid,MA1AB*********608,Valid,Supplier_168,Thailand,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000001609,WO101609,ST01,L02,2026-07-02 15:31:15,ENG-1300,SUP9999,35.0,35.0,4.32,Reject,Human,TL999,EMP331,Nan,Paint Defect,Valid,Valid,MA1AB*********609,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001610,WO101610,ST03,L01,2026-07-02 15:32:30,ENG-1001,SUP9999,,42.0,4.53,Reject,Automated,TL067,EMP349,B,Paint Defect,Valid,Valid,MA1AB*********610,Invalid,,,067,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001611,WO101611,ST06,L03,2026-07-02 15:33:45,ENG-1228,SUP9999,35.0,35.0,5.42,OK,Human,TL999,EMP184,C,Not Available,Valid,Valid,MA1AB*********611,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000001612,WO101612,ST06,L02,2026-07-02 15:35:00,ENG-1346,SUP1091,45.0,40.0,4.99,OK,Human,TL999,EMP281,C,Paint Defect,Valid,Valid,MA1AB*********612,Valid,Supplier_92,Thailand,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001613,WO101613,ST01,L02,2026-07-02 15:36:15,ENG-1188,SUP1026,50.0,35.0,4.09,Repair,Human,TL084,EMP292,B,Weld Crack,Valid,Valid,MA1AB*********613,Valid,Supplier_27,China,084,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001614,WO101614,ST06,L01,2026-07-02 15:37:30,ENG-1001,SUP9999,45.0,42.0,5.02,Repair,Human,TL096,EMP249,Nan,Dimension,Valid,Valid,MA1AB*********614,Invalid,,,096,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001615,WO101615,ST03,L03,2026-07-02 15:38:45,ENG-1027,NAN,50.0,42.0,4.24,Reject,Automated,TL999,EMP349,Nan,Material,Valid,Valid,MA1AB*********615,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001616,WO101616,ST05,L01,2026-07-02 15:40:00,ENG-1468,SUP9999,,42.0,5.56,OK,Automated,TL028,EMP256,C,Dimension,Valid,Valid,MA1AB*********616,Invalid,,,028,0.984,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001617,WO101617,ST04,L02,2026-07-02 15:41:15,ENG-1259,SUP9999,,42.0,4.51,,Human,TL999,EMP159,A,Material,Valid,Valid,MA1AB*********617,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001618,WO101618,ST02,L03,2026-07-02 15:42:30,ENG-1396,SUP1181,35.0,35.0,4.16,Reject,Automated,TL083,EMP310,B,Weld Crack,Valid,Valid,MA1AB*********618,Valid,Supplier_182,China,083,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001619,WO101619,ST03,L02,2026-07-02 15:43:45,ENG-1001,SUP9999,45.0,42.0,5.02,Reject,Human,TL999,EMP304,Nan,Not Available,Valid,Valid,MA1AB*********619,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000001620,WO101620,ST03,L01,2026-07-02 15:45:00,ENG-1001,SUP9999,50.0,40.0,3.71,OK,Automated,TL999,EMP239,C,Not Available,Valid,Valid,MA1AB*********620,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000001621,WO101621,ST03,L02,2026-07-02 15:46:15,ENG-1379,SUP1108,,35.0,4.18,,Human,TL010,EMP203,A,Paint Defect,Valid,Valid,MA1AB*********621,Valid,Supplier_109,Japan,010,0.976,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000001622,WO101622,ST02,L01,2026-07-02 15:47:30,ENG-1001,NAN,,40.0,5.23,OK,Automated,TL072,EMP277,Nan,Dimension,Valid,Valid,MA1AB*********622,Invalid,,,072,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
