Reading_ID,Event_ID,Sensor_ID,Timestamp,Torque,Temperature,Pressure,Vibration_mm_s,Energy_kWh,Calibration_Factor,Torque_Nm,Torque_Status,Temperature_C,Temperature_Status
RD002231,M9866,SEN-034,2026-03-02 00:35:00,35 lb-ft,40 C,4.5 bar,3.32,3.51,0.983,47.4537,Valid,40.0,Valid
RD002232,M11972,SEN-047,2026-03-02 00:35:30,50 Nm,40 C,4.5 bar,1.9,4.41,1.004,50.0,Valid,40.0,Valid
RD002233,M8216,SEN-047,2026-03-02 00:36:00,50 Nm,,4.5 bar,4.4,1.15,1.029,50.0,Valid,,Invalid
RD002234,M7582,SEN-013,2026-03-02 00:36:30,50 Nm,104 F,5.2 bar,4.99,7.1,1.019,50.0,Valid,40.0,Valid
RD002235,M11638,SEN-006,2026-03-02 00:37:00,35 lb-ft,85C,5.2 bar,6.09,0.55,0.977,47.4537,Valid,85.0,Valid
RD002236,M10589,SEN-024,2026-03-02 00:37:30,45 Nm,35 C,65 psi,0.92,3.66,0.994,45.0,Valid,35.0,Valid
RD002237,M9695,SEN-001,2026-03-02 00:38:00,72 lb-ft,35 C,5.2 bar,7.98,7.02,0.975,97.61904,Valid,35.0,Valid
RD002238,M10778,SEN-049,2026-03-02 00:38:30,45 Nm,104 F,5.2 bar,5.52,6.45,1.003,45.0,Valid,40.0,Valid
RD002239,M10089,SEN-027,2026-03-02 00:39:00,,95 F,72 psi,4.53,6.55,1.0,,Invalid,35.0,Valid
RD002240,M11974,SEN-044,2026-03-02 00:39:30,,,72 psi,5.35,7.96,1.004,,Invalid,,Invalid
RD002241,M7982,SEN-031,2026-03-02 00:40:00,50 Nm,,72 psi,1.99,2.34,0.99,50.0,Valid,,Invalid
RD002242,M8662,SEN-040,2026-03-02 00:40:30,72 lb-ft,35 C,4.5 bar,1.06,5.19,1.011,97.61904,Valid,35.0,Valid
RD002243,M10619,SEN-001,2026-03-02 00:41:00,,85C,4.5 bar,7.46,6.92,1.007,,Invalid,85.0,Valid
RD002244,M8689,SEN-041,2026-03-02 00:41:30,50 Nm,85C,65 psi,0.76,0.76,1.002,50.0,Valid,85.0,Valid
RD002245,M7666,SEN-034,2026-03-02 00:42:00,45 Nm,40 C,65 psi,1.39,5.49,0.974,45.0,Valid,40.0,Valid
RD002246,M10155,SEN-009,2026-03-02 00:42:30,45 Nm,,65 psi,5.05,6.19,0.974,45.0,Valid,,Invalid
RD002247,M10710,SEN-049,2026-03-02 00:43:00,60Nm,40 C,72 psi,2.79,5.77,0.972,60.0,Valid,40.0,Valid
RD002248,M11691,SEN-042,2026/03/02 00:43:30,35 lb-ft,104 F,65 psi,6.88,1.02,0.985,47.4537,Valid,40.0,Valid
RD002249,M7722,SEN-041,2026-03-02 00:44:00,,85C,72 psi,5.57,7.93,1.004,,Invalid,85.0,Valid
RD002250,M7670,SEN-009,2026-03-02 00:44:30,,85C,72 psi,3.16,5.08,0.975,,Invalid,85.0,Valid
RD002251,M11739,SEN-028,2026-03-02 00:45:00,,85C,72 psi,3.91,5.13,0.992,,Invalid,85.0,Valid
RD002252,M10318,SEN-043,2026-03-02 00:45:30,45 Nm,104 F,65 psi,4.62,3.15,0.986,45.0,Valid,40.0,Valid
RD002253,M11783,SEN-037,2026-03-02 00:46:00,72 lb-ft,35 C,65 psi,4.53,2.92,0.976,97.61904,Valid,35.0,Valid
RD002254,M7779,SEN-030,2026-03-02 00:46:30,60Nm,95 F,72 psi,1.34,6.03,1.028,60.0,Valid,35.0,Valid
RD002255,M7598,SEN-040,2026-03-02 00:47:00,72 lb-ft,85C,65 psi,1.7,6.93,1.02,97.61904,Valid,85.0,Valid
RD002256,M11656,SEN-017,2026-03-02 00:47:30,72 lb-ft,35 C,72 psi,4.64,5.1,0.98,97.61904,Valid,35.0,Valid
RD002257,M10501,SEN-023,2026-03-02 00:48:00,50 Nm,35 C,5.2 bar,2.81,2.0,0.986,50.0,Valid,35.0,Valid
RD002258,M9022,SEN-016,2026-03-02 00:48:30,,40 C,65 psi,5.36,6.39,1.025,,Invalid,40.0,Valid
RD002259,M9940,SEN-016,2026-03-02 00:49:00,72 lb-ft,104 F,65 psi,5.45,2.39,1.002,97.61904,Valid,40.0,Valid
RD002260,M10810,SEN-001,2026-03-02 00:49:30,,104 F,72 psi,5.65,7.35,1.03,,Invalid,40.0,Valid
RD002261,M7801,SEN-022,2026-03-02 00:50:00,45 Nm,,4.5 bar,3.53,2.75,1.017,45.0,Valid,,Invalid
RD002262,M11576,SEN-031,2026-03-02 00:50:30,45 Nm,104 F,72 psi,0.38,3.85,1.001,45.0,Valid,40.0,Valid
RD002263,M11638,SEN-044,2026-03-02 00:51:00,45 Nm,104 F,4.5 bar,6.21,4.65,0.989,45.0,Valid,40.0,Valid
RD002264,M11022,SEN-019,2026-03-02 00:51:30,35 lb-ft,40 C,65 psi,5.82,7.23,0.986,47.4537,Valid,40.0,Valid
RD002265,M11275,SEN-034,2026-03-02 00:52:00,50 Nm,,72 psi,3.16,7.76,1.0,50.0,Valid,,Invalid
RD002266,M7193,SEN-025,2026-03-02 00:52:30,45 Nm,,65 psi,6.92,7.34,1.004,45.0,Valid,,Invalid
RD002267,M7211,SEN-006,2026-03-02 00:53:00,50 Nm,104 F,65 psi,0.32,4.51,1.018,50.0,Valid,40.0,Valid
RD002268,M11223,SEN-028,2026-03-02 00:53:30,35 lb-ft,104 F,72 psi,5.49,2.77,1.01,47.4537,Valid,40.0,Valid
RD002269,M11043,SEN-010,2026-03-02 00:54:00,60Nm,104 F,72 psi,2.87,4.87,1.026,60.0,Valid,40.0,Valid
RD002270,M11205,SEN-043,2026-03-02 00:54:30,60Nm,,65 psi,0.52,7.48,1.004,60.0,Valid,,Invalid
RD002271,M11423,SEN-028,2026-03-02 00:55:00,72 lb-ft,85C,72 psi,1.74,0.75,0.993,97.61904,Valid,85.0,Valid
RD002272,M8923,SEN-028,2026-03-02 00:55:30,,35 C,5.2 bar,6.49,3.88,1.027,,Invalid,35.0,Valid
RD002273,M8135,SEN-006,2026-03-02 00:56:00,72 lb-ft,85C,5.2 bar,1.72,4.78,0.982,97.61904,Valid,85.0,Valid
RD002274,M10743,SEN-006,2026-03-02 00:56:30,,40 C,72 psi,1.98,2.95,0.984,,Invalid,40.0,Valid
RD002275,M11254,SEN-012,2026-03-02 00:57:00,45 Nm,40 C,4.5 bar,4.92,6.22,0.99,45.0,Valid,40.0,Valid
RD002276,M11778,SEN-043,2026-03-02 00:57:30,35 lb-ft,,5.2 bar,6.79,2.85,1.027,47.4537,Valid,,Invalid
RD002277,M10445,SEN-042,2026-03-02 00:58:00,,40 C,65 psi,3.18,5.77,0.983,,Invalid,40.0,Valid
RD002278,M8961,SEN-026,2026-03-02 00:58:30,50 Nm,35 C,65 psi,5.35,2.21,1.012,50.0,Valid,35.0,Valid
RD002279,M9339,SEN-013,2026-03-02 00:59:00,,85C,72 psi,5.92,6.81,0.981,,Invalid,85.0,Valid
RD002280,M10581,SEN-019,2026-03-02 00:59:30,50 Nm,,65 psi,6.93,1.09,1.025,50.0,Valid,,Invalid
RD002281,M10543,SEN-039,2026-03-02 01:00:00,60Nm,35 C,72 psi,1.94,3.46,0.995,60.0,Valid,35.0,Valid
RD002282,M8653,SEN-036,2026-03-02 01:00:30,,104 F,72 psi,4.28,6.47,0.983,,Invalid,40.0,Valid
RD002283,M9300,SEN-042,2026-03-02 01:01:00,50 Nm,,65 psi,1.74,1.96,1.01,50.0,Valid,,Invalid
RD002284,M11983,SEN-015,2026-03-02 01:01:30,35 lb-ft,40 C,65 psi,1.72,7.79,1.004,47.4537,Valid,40.0,Valid
RD002285,M7318,SEN-037,2026-03-02 01:02:00,50 Nm,95 F,5.2 bar,3.59,1.07,1.01,50.0,Valid,35.0,Valid
RD002286,M8657,SEN-019,2026-03-02 01:02:30,50 Nm,85C,5.2 bar,7.39,0.99,1.018,50.0,Valid,85.0,Valid
RD002287,M9095,SEN-017,2026-03-02 01:03:00,60Nm,35 C,65 psi,2.36,6.25,1.025,60.0,Valid,35.0,Valid
RD002288,M7979,SEN-022,2026-03-02 01:03:30,50 Nm,35 C,4.5 bar,6.95,2.74,0.997,50.0,Valid,35.0,Valid
RD002289,M10923,SEN-018,2026-03-02 01:04:00,45 Nm,95 F,65 psi,3.74,1.72,1.024,45.0,Valid,35.0,Valid
RD002290,M10898,SEN-048,2026-03-02 01:04:30,45 Nm,85C,72 psi,3.58,7.24,0.974,45.0,Valid,85.0,Valid
RD002291,M11763,SEN-039,2026-03-02 01:05:00,35 lb-ft,95 F,5.2 bar,6.97,3.8,0.987,47.4537,Valid,35.0,Valid
RD002292,M11027,SEN-011,2026-03-02 01:05:30,72 lb-ft,85C,72 psi,3.32,5.98,1.022,97.61904,Valid,85.0,Valid
RD002293,M8549,SEN-029,2026-03-02 01:06:00,,,65 psi,3.59,6.36,0.976,,Invalid,,Invalid
RD002294,M11582,SEN-047,2026-03-02 01:06:30,45 Nm,,72 psi,7.94,7.98,0.974,45.0,Valid,,Invalid
RD002295,M11827,SEN-030,2026-03-02 01:07:00,50 Nm,104 F,72 psi,4.51,2.62,1.0,50.0,Valid,40.0,Valid
RD002296,M8479,SEN-003,2026-03-02 01:07:30,35 lb-ft,,72 psi,1.71,5.37,0.971,47.4537,Valid,,Invalid
RD002297,M7754,SEN-040,2026-03-02 01:08:00,72 lb-ft,85C,72 psi,3.42,4.42,0.977,97.61904,Valid,85.0,Valid
RD002298,M8114,SEN-014,2026-03-02 01:08:30,45 Nm,95 F,5.2 bar,7.29,3.84,1.016,45.0,Valid,35.0,Valid
RD002299,M11962,SEN-039,2026-03-02 01:09:00,,95 F,5.2 bar,6.51,4.58,1.008,,Invalid,35.0,Valid
RD002300,M9032,SEN-001,2026-03-02 01:09:30,45 Nm,95 F,65 psi,5.34,1.59,1.013,45.0,Valid,35.0,Valid
RD002301,M10018,SEN-048,2026-03-02 01:10:00,72 lb-ft,95 F,5.2 bar,6.48,6.67,0.984,97.61904,Valid,35.0,Valid
RD002302,M8244,SEN-030,2026-03-02 01:10:30,50 Nm,104 F,4.5 bar,7.25,7.22,0.997,50.0,Valid,40.0,Valid
RD002303,M7743,SEN-004,2026-03-02 01:11:00,,104 F,65 psi,4.31,1.42,1.01,,Invalid,40.0,Valid
RD002304,M11927,SEN-026,2026-03-02 01:11:30,35 lb-ft,,72 psi,5.93,7.7,0.973,47.4537,Valid,,Invalid
RD002305,M8513,SEN-039,2026-03-02 01:12:00,50 Nm,104 F,72 psi,8.19,3.93,0.974,50.0,Valid,40.0,Valid
RD002306,M11446,SEN-035,2026-03-02 01:12:30,45 Nm,85C,4.5 bar,6.01,1.4,0.97,45.0,Valid,85.0,Valid
RD002307,M7487,SEN-048,2026-03-02 01:13:00,60Nm,,72 psi,7.91,0.89,1.028,60.0,Valid,,Invalid
RD002308,M10862,SEN-050,2026-03-02 01:13:30,35 lb-ft,40 C,65 psi,1.9,6.44,0.995,47.4537,Valid,40.0,Valid
RD002309,M7356,SEN-014,2026-03-02 01:14:00,45 Nm,95 F,4.5 bar,0.3,4.06,1.004,45.0,Valid,35.0,Valid
RD002310,M7214,SEN-022,2026-03-02 01:14:30,50 Nm,40 C,4.5 bar,6.81,4.56,1.01,50.0,Valid,40.0,Valid
RD002311,M9165,SEN-047,2026-03-02 01:15:00,,85C,65 psi,5.62,1.62,1.027,,Invalid,85.0,Valid
RD002312,M9266,SEN-022,2026-03-02 01:15:30,60Nm,35 C,5.2 bar,1.66,1.06,1.002,60.0,Valid,35.0,Valid
RD002313,M9539,SEN-012,2026-03-02 01:16:00,60Nm,85C,72 psi,6.46,6.82,1.024,60.0,Valid,85.0,Valid
RD002314,M7682,SEN-045,2026-03-02 01:16:30,35 lb-ft,35 C,4.5 bar,5.05,7.4,0.999,47.4537,Valid,35.0,Valid
RD002315,M8437,SEN-004,2026-03-02 01:17:00,45 Nm,35 C,65 psi,1.34,1.79,0.976,45.0,Valid,35.0,Valid
RD002316,M8538,SEN-025,2026-03-02 01:17:30,,,5.2 bar,3.97,2.38,0.99,,Invalid,,Invalid
RD002317,M8886,SEN-007,2026-03-02 01:18:00,45 Nm,85C,72 psi,5.41,7.75,1.0,45.0,Valid,85.0,Valid
RD002318,M11040,SEN-006,2026-03-02 01:18:30,60Nm,104 F,65 psi,0.41,5.87,0.971,60.0,Valid,40.0,Valid
RD002319,M10327,SEN-019,2026-03-02 01:19:00,,,4.5 bar,3.67,7.87,1.025,,Invalid,,Invalid
RD002320,M10033,SEN-023,2026-03-02 01:19:30,45 Nm,35 C,65 psi,4.75,2.2,1.001,45.0,Valid,35.0,Valid
RD002321,M7232,SEN-023,2026-03-02 01:20:00,50 Nm,85C,65 psi,3.44,7.01,0.985,50.0,Valid,85.0,Valid
RD002322,M8462,SEN-024,2026-03-02 01:20:30,72 lb-ft,,5.2 bar,7.55,1.16,0.975,97.61904,Valid,,Invalid
RD002323,M7930,SEN-042,2026-03-02 01:21:00,45 Nm,104 F,5.2 bar,2.21,3.23,1.01,45.0,Valid,40.0,Valid
RD002324,M7908,SEN-020,2026-03-02 01:21:30,50 Nm,35 C,65 psi,5.75,5.74,0.974,50.0,Valid,35.0,Valid
RD002325,M10364,SEN-008,2026-03-02 01:22:00,50 Nm,95 F,72 psi,0.54,5.89,0.999,50.0,Valid,35.0,Valid
RD002326,M10470,SEN-033,2026-03-02 01:22:30,50 Nm,35 C,5.2 bar,2.37,5.93,1.019,50.0,Valid,35.0,Valid
RD002327,M7795,SEN-049,2026-03-02 01:23:00,,,5.2 bar,2.05,1.06,0.973,,Invalid,,Invalid
RD002328,M7694,SEN-048,2026-03-02 01:23:30,50 Nm,95 F,65 psi,5.68,5.7,1.024,50.0,Valid,35.0,Valid
RD002329,M7499,SEN-010,2026-03-02 01:24:00,35 lb-ft,35 C,5.2 bar,5.29,1.09,0.985,47.4537,Valid,35.0,Valid
RD002330,M11240,SEN-039,2026-03-02 01:24:30,72 lb-ft,85C,65 psi,8.03,3.55,1.007,97.61904,Valid,85.0,Valid
RD002331,M10577,SEN-031,2026-03-02 01:25:00,35 lb-ft,85C,65 psi,1.01,2.89,1.001,47.4537,Valid,85.0,Valid
RD002332,M7437,SEN-050,2026-03-02 01:25:30,60Nm,104 F,72 psi,5.34,5.26,0.975,60.0,Valid,40.0,Valid
RD002333,M11170,SEN-044,2026-03-02 01:26:00,50 Nm,,72 psi,4.34,6.7,1.01,50.0,Valid,,Invalid
RD002334,M11515,SEN-042,2026-03-02 01:26:30,50 Nm,85C,65 psi,1.97,3.25,0.973,50.0,Valid,85.0,Valid
RD002335,M10865,SEN-005,2026-03-02 01:27:00,72 lb-ft,104 F,72 psi,2.42,7.51,0.986,97.61904,Valid,40.0,Valid
RD002336,M8184,SEN-025,2026-03-02 01:27:30,72 lb-ft,40 C,65 psi,1.37,4.4,1.016,97.61904,Valid,40.0,Valid
RD002337,M10567,SEN-007,2026-03-02 01:28:00,72 lb-ft,40 C,5.2 bar,2.32,7.42,0.979,97.61904,Valid,40.0,Valid
RD002338,M11615,SEN-035,2026-03-02 01:28:30,50 Nm,85C,72 psi,0.38,3.17,1.024,50.0,Valid,85.0,Valid
RD002339,M7816,SEN-047,2026-03-02 01:29:00,,95 F,5.2 bar,7.53,3.07,1.021,,Invalid,35.0,Valid
RD002340,M11226,SEN-015,2026-03-02 01:29:30,60Nm,85C,4.5 bar,3.54,5.36,1.021,60.0,Valid,85.0,Valid
RD002341,M8349,SEN-023,2026-03-02 01:30:00,,,65 psi,2.72,6.4,1.008,,Invalid,,Invalid
RD002342,M7820,SEN-030,2026-03-02 01:30:30,72 lb-ft,95 F,4.5 bar,8.15,3.11,0.993,97.61904,Valid,35.0,Valid
RD002343,M7343,SEN-030,2026-03-02 01:31:00,45 Nm,95 F,65 psi,3.37,4.14,1.011,45.0,Valid,35.0,Valid
RD002344,M11447,SEN-012,2026-03-02 01:31:30,35 lb-ft,35 C,65 psi,1.37,3.31,0.983,47.4537,Valid,35.0,Valid
RD002345,M9048,SEN-035,2026-03-02 01:32:00,,104 F,5.2 bar,4.69,2.19,0.993,,Invalid,40.0,Valid
RD002346,M7756,SEN-015,2026-03-02 01:32:30,35 lb-ft,40 C,5.2 bar,3.02,0.98,1.011,47.4537,Valid,40.0,Valid
RD002347,M7396,SEN-015,2026-03-02 01:33:00,60Nm,85C,65 psi,0.27,2.14,0.976,60.0,Valid,85.0,Valid
RD002348,M9533,SEN-046,2026-03-02 01:33:30,45 Nm,,5.2 bar,4.54,5.88,0.982,45.0,Valid,,Invalid
RD002349,M8528,SEN-008,2026-03-02 01:34:00,45 Nm,104 F,65 psi,6.63,1.58,1.004,45.0,Valid,40.0,Valid
RD002350,M11145,SEN-004,2026-03-02 01:34:30,72 lb-ft,,72 psi,7.88,2.83,0.992,97.61904,Valid,,Invalid
RD002351,M11649,SEN-028,2026-03-02 01:35:00,35 lb-ft,95 F,5.2 bar,5.44,2.58,0.978,47.4537,Valid,35.0,Valid
RD002352,M9151,SEN-013,2026-03-02 01:35:30,35 lb-ft,35 C,65 psi,2.67,5.53,0.995,47.4537,Valid,35.0,Valid
RD002353,M11273,SEN-045,2026-03-02 01:36:00,35 lb-ft,95 F,65 psi,0.45,2.53,0.984,47.4537,Valid,35.0,Valid
RD002354,M8468,SEN-005,2026-03-02 01:36:30,72 lb-ft,95 F,65 psi,6.23,6.26,1.003,97.61904,Valid,35.0,Valid
RD002355,M11619,SEN-037,2026-03-02 01:37:00,,35 C,4.5 bar,1.83,3.46,0.989,,Invalid,35.0,Valid
RD002356,M9000,SEN-030,2026-03-02 01:37:30,45 Nm,95 F,4.5 bar,1.34,7.73,0.982,45.0,Valid,35.0,Valid
RD002357,M10061,SEN-030,2026-03-02 01:38:00,72 lb-ft,,65 psi,4.19,4.89,0.992,97.61904,Valid,,Invalid
RD002358,M10999,SEN-024,2026-03-02 01:38:30,45 Nm,104 F,72 psi,1.34,5.95,1.027,45.0,Valid,40.0,Valid
RD002359,M9624,SEN-019,2026-03-02 01:39:00,,95 F,4.5 bar,5.07,6.64,0.976,,Invalid,35.0,Valid
RD002360,M8143,SEN-026,2026-03-02 01:39:30,,,5.2 bar,0.61,2.37,1.005,,Invalid,,Invalid
RD002361,M9165,SEN-006,2026-03-02 01:40:00,,35 C,4.5 bar,7.2,4.39,1.008,,Invalid,35.0,Valid
RD002362,M9896,SEN-024,2026-03-02 01:40:30,35 lb-ft,35 C,65 psi,4.6,3.43,0.989,47.4537,Valid,35.0,Valid
RD002363,M7438,SEN-023,2026-03-02 01:41:00,35 lb-ft,104 F,72 psi,6.45,4.86,1.002,47.4537,Valid,40.0,Valid
RD002364,M11175,SEN-039,2026-03-02 01:41:30,,85C,4.5 bar,4.73,7.48,0.984,,Invalid,85.0,Valid
RD002365,M10513,SEN-021,2026-03-02 01:42:00,50 Nm,85C,65 psi,0.37,3.97,0.979,50.0,Valid,85.0,Valid
RD002366,M10069,SEN-009,2026-03-02 01:42:30,45 Nm,35 C,65 psi,6.87,3.78,0.98,45.0,Valid,35.0,Valid
RD002367,M9269,SEN-029,2026-03-02 01:43:00,35 lb-ft,104 F,5.2 bar,1.11,7.44,1.026,47.4537,Valid,40.0,Valid
RD002368,M10937,SEN-034,2026-03-02 01:43:30,35 lb-ft,95 F,65 psi,4.59,3.07,1.008,47.4537,Valid,35.0,Valid
RD002369,M8471,SEN-008,2026-03-02 01:44:00,72 lb-ft,35 C,72 psi,2.59,3.76,1.009,97.61904,Valid,35.0,Valid
RD002370,M9434,SEN-031,2026-03-02 01:44:30,60Nm,35 C,4.5 bar,7.81,4.81,1.008,60.0,Valid,35.0,Valid
RD002371,M11114,SEN-028,2026-03-02 01:45:00,35 lb-ft,35 C,4.5 bar,3.13,2.06,1.004,47.4537,Valid,35.0,Valid
RD002372,M11649,SEN-002,2026-03-02 01:45:30,35 lb-ft,40 C,65 psi,3.51,1.1,0.99,47.4537,Valid,40.0,Valid
RD002373,M11239,SEN-017,2026-03-02 01:46:00,60Nm,,5.2 bar,4.32,5.83,1.02,60.0,Valid,,Invalid
RD002374,M8553,SEN-043,2026-03-02 01:46:30,35 lb-ft,104 F,72 psi,3.71,7.93,0.986,47.4537,Valid,40.0,Valid
RD002375,M7170,SEN-034,2026-03-02 01:47:00,60Nm,40 C,4.5 bar,1.44,1.25,0.99,60.0,Valid,40.0,Valid
RD002376,M7168,SEN-026,2026-03-02 01:47:30,50 Nm,40 C,5.2 bar,1.32,0.59,0.989,50.0,Valid,40.0,Valid
RD002377,M7372,SEN-003,2026-03-02 01:48:00,72 lb-ft,35 C,5.2 bar,7.66,6.6,1.012,97.61904,Valid,35.0,Valid
RD002378,M9934,SEN-026,2026-03-02 01:48:30,72 lb-ft,85C,5.2 bar,4.5,7.42,0.984,97.61904,Valid,85.0,Valid
RD002379,M8836,SEN-009,2026-03-02 01:49:00,35 lb-ft,85C,65 psi,6.99,1.64,0.973,47.4537,Valid,85.0,Valid
RD002380,M7421,SEN-028,2026-03-02 01:49:30,35 lb-ft,104 F,5.2 bar,3.82,6.1,1.014,47.4537,Valid,40.0,Valid
RD002381,M8398,SEN-001,2026-03-02 01:50:00,50 Nm,95 F,65 psi,4.59,3.65,1.015,50.0,Valid,35.0,Valid
RD002382,M10768,SEN-019,2026-03-02 01:50:30,60Nm,104 F,65 psi,7.55,0.76,0.974,60.0,Valid,40.0,Valid
RD002383,M11423,SEN-027,2026-03-02 01:51:00,50 Nm,,4.5 bar,7.15,0.6,0.998,50.0,Valid,,Invalid
RD002384,M11031,SEN-030,2026-03-02 01:51:30,60Nm,,72 psi,5.86,4.85,0.994,60.0,Valid,,Invalid
RD002385,M9421,SEN-007,2026-03-02 01:52:00,35 lb-ft,40 C,4.5 bar,3.66,7.88,1.011,47.4537,Valid,40.0,Valid
RD002386,M7535,SEN-049,2026-03-02 01:52:30,45 Nm,35 C,4.5 bar,2.8,6.0,1.029,45.0,Valid,35.0,Valid
RD002387,M9758,SEN-035,2026-03-02 01:53:00,50 Nm,104 F,4.5 bar,1.8,7.71,0.978,50.0,Valid,40.0,Valid
RD002388,M9725,SEN-024,2026-03-02 01:53:30,35 lb-ft,104 F,65 psi,6.79,6.06,0.995,47.4537,Valid,40.0,Valid
RD002389,M10661,SEN-046,2026-03-02 01:54:00,,95 F,65 psi,4.75,4.2,0.981,,Invalid,35.0,Valid
RD002390,M10152,SEN-022,2026-03-02 01:54:30,35 lb-ft,40 C,65 psi,4.4,1.12,1.03,47.4537,Valid,40.0,Valid
RD002391,M8110,SEN-001,2026-03-02 01:55:00,45 Nm,,65 psi,6.85,0.81,1.014,45.0,Valid,,Invalid
RD002392,M8249,SEN-004,2026-03-02 01:55:30,72 lb-ft,95 F,5.2 bar,0.28,3.99,0.984,97.61904,Valid,35.0,Valid
RD002393,M9652,SEN-045,2026-03-02 01:56:00,,104 F,65 psi,5.87,6.06,0.981,,Invalid,40.0,Valid
RD002394,M9280,SEN-034,2026-03-02 01:56:30,72 lb-ft,,5.2 bar,1.09,4.87,0.975,97.61904,Valid,,Invalid
RD002395,M11773,SEN-042,2026-03-02 01:57:00,35 lb-ft,35 C,72 psi,6.02,5.62,1.018,47.4537,Valid,35.0,Valid
RD002396,M9709,SEN-030,2026-03-02 01:57:30,45 Nm,104 F,72 psi,6.1,5.31,1.02,45.0,Valid,40.0,Valid
RD002397,M10962,SEN-029,2026-03-02 01:58:00,60Nm,95 F,4.5 bar,6.2,2.98,1.011,60.0,Valid,35.0,Valid
RD002398,M11399,SEN-031,2026-03-02 01:58:30,,95 F,5.2 bar,3.08,3.81,0.989,,Invalid,35.0,Valid
RD002399,M8199,SEN-045,2026-03-02 01:59:00,45 Nm,,5.2 bar,5.03,5.46,0.98,45.0,Valid,,Invalid
RD002400,M10236,SEN-024,2026-03-02 01:59:30,72 lb-ft,,72 psi,6.21,5.41,1.021,97.61904,Valid,,Invalid
RD002401,M10579,SEN-007,2026-03-02 02:00:00,45 Nm,35 C,65 psi,1.85,6.17,0.982,45.0,Valid,35.0,Valid
RD002402,M11877,SEN-030,2026-03-02 02:00:30,60Nm,85C,5.2 bar,2.17,5.64,1.019,60.0,Valid,85.0,Valid
RD002403,M7037,SEN-027,2026-03-02 02:01:00,,35 C,72 psi,6.3,7.62,0.974,,Invalid,35.0,Valid
RD002404,M10716,SEN-040,2026-03-02 02:01:30,50 Nm,40 C,65 psi,2.22,5.07,1.0,50.0,Valid,40.0,Valid
RD002405,M10185,SEN-006,2026-03-02 02:02:00,60Nm,104 F,72 psi,0.2,1.67,0.978,60.0,Valid,40.0,Valid
RD002406,M7461,SEN-013,2026-03-02 02:02:30,35 lb-ft,85C,5.2 bar,4.02,4.22,0.97,47.4537,Valid,85.0,Valid
RD002407,M8295,SEN-041,2026-03-02 02:03:00,50 Nm,104 F,4.5 bar,0.86,7.86,1.027,50.0,Valid,40.0,Valid
RD002408,M7814,SEN-022,2026-03-02 02:03:30,60Nm,35 C,4.5 bar,5.88,5.04,1.019,60.0,Valid,35.0,Valid
RD002409,M9218,SEN-036,2026-03-02 02:04:00,72 lb-ft,,4.5 bar,7.38,0.79,0.991,97.61904,Valid,,Invalid
RD002410,M8394,SEN-029,2026-03-02 02:04:30,35 lb-ft,,4.5 bar,2.47,1.49,1.001,47.4537,Valid,,Invalid
RD002411,M9011,SEN-037,2026-03-02 02:05:00,60Nm,,72 psi,2.89,4.49,1.002,60.0,Valid,,Invalid
RD002412,M10201,SEN-026,2026-03-02 02:05:30,,85C,72 psi,2.63,2.41,0.987,,Invalid,85.0,Valid
RD002413,M9594,SEN-002,2026-03-02 02:06:00,,,5.2 bar,0.68,5.32,1.012,,Invalid,,Invalid
RD002414,M10528,SEN-050,2026-03-02 02:06:30,,40 C,65 psi,5.73,3.0,0.987,,Invalid,40.0,Valid
RD002415,M11043,SEN-009,2026-03-02 02:07:00,45 Nm,104 F,72 psi,5.35,2.65,0.996,45.0,Valid,40.0,Valid
RD002416,M8978,SEN-045,2026-03-02 02:07:30,50 Nm,,72 psi,0.84,6.69,0.992,50.0,Valid,,Invalid
RD002417,M8806,SEN-016,2026-03-02 02:08:00,60Nm,95 F,72 psi,0.67,2.15,0.984,60.0,Valid,35.0,Valid
RD002418,M10218,SEN-039,2026-03-02 02:08:30,35 lb-ft,40 C,4.5 bar,4.93,6.51,0.974,47.4537,Valid,40.0,Valid
RD002419,M11630,SEN-021,2026-03-02 02:09:00,60Nm,40 C,5.2 bar,7.89,1.47,1.005,60.0,Valid,40.0,Valid
RD002420,M9426,SEN-028,2026-03-02 02:09:30,45 Nm,,4.5 bar,3.41,7.61,1.007,45.0,Valid,,Invalid
RD002421,M8448,SEN-042,2026-03-02 02:10:00,45 Nm,,72 psi,2.92,2.03,1.012,45.0,Valid,,Invalid
RD002422,M8806,SEN-026,2026-03-02 02:10:30,60Nm,95 F,72 psi,6.21,6.4,1.009,60.0,Valid,35.0,Valid
RD002423,M7233,SEN-001,2026-03-02 02:11:00,,85C,65 psi,2.97,3.96,1.022,,Invalid,85.0,Valid
RD002424,M9349,SEN-037,2026-03-02 02:11:30,72 lb-ft,95 F,4.5 bar,5.33,6.39,0.995,97.61904,Valid,35.0,Valid
RD002425,M8773,SEN-035,2026-03-02 02:12:00,35 lb-ft,35 C,72 psi,1.01,2.99,0.993,47.4537,Valid,35.0,Valid
RD002426,M11162,SEN-013,2026-03-02 02:12:30,35 lb-ft,,5.2 bar,5.51,1.88,0.985,47.4537,Valid,,Invalid
RD002427,M8356,SEN-017,2026-03-02 02:13:00,72 lb-ft,35 C,72 psi,5.57,4.3,0.998,97.61904,Valid,35.0,Valid
RD002428,M9489,SEN-049,2026-03-02 02:13:30,60Nm,104 F,65 psi,6.06,2.78,1.029,60.0,Valid,40.0,Valid
