Event_ID,VIN,Work_Order,Model,Line,Station,Timestamp,Part_Number,Supplier_Code,Operator_ID,Tool_ID,Shift,Tool_Name,Tool_Type,Plant,Calibration_Date,Next_Due_Date,Status,Accuracy_%,Manufacturer,Serial_Number
M7609,MA1AB100000000609,WO10609,Hatch Z,TRIM-1,STN-04,2026-03-01 18:41,ENG-1311,SUP-178,EMP227,TL-036,,Tool_36,Nut Runner,Plant-B,2026-02-08,2026-05-09,Active,95.2,Stanley,SN100035
M7610,MA1AB100000000610,WO10610,SUV Pro,PAINT-1,STN-04,2026-03-01 18:42,ENG-1412,SUP-035,EMP170,TL-053,C,Tool_53,Nut Runner,Plant-A,2026-02-27,2026-05-28,Out of Service,96.41,Stanley,SN100052
M7611,MA1AB100000000611,WO10611,Hatch Z,PAINT-1, stn-05 ,2026-03-01 18:43,ENG-1377,SUP-142,EMP211,TL-026,B,Tool_26,Robot Arm,Plant-A,2026-05-25,2026-08-23,Out of Service,99.11,Atlas Copco,SN100025
M7612,MA1AB100000000612,WO10612,Hatch Z,PAINT-1, stn-05 ,2026-03-01 18:45,ENG-1176,SUP-173,EMP167,TL-091,B,Tool_91,Nut Runner,Plant-B,2026-03-20,2026-06-18,Active,95.45,Atlas Copco,SN100090
M7613,MA1AB100000000613,WO10613,Hatch Z,PAINT-1, stn-05 ,2026-03-01 18:46,ENG-1059,SUP-195,EMP280,TL-072,,Tool_72,Robot Arm,Plant-C,2026-05-05,2026-08-03,Maintenance,99.87,Atlas Copco,SN100071
M7614,MA1AB100000000614,WO10614,Hatch Z,TRIM-1, stn-05 ,2026-03-01 18:47,ENG-1382,SUP-137,EMP246,TL-055,A,Tool_55,Nut Runner,Plant-A,2026-01-22,2026-04-22,Out of Service,95.5,Atlas Copco,SN100054
M7615,MA1AB100000000615,WO10615,Hatch Z,GA-1,STN-01,2026-03-01 18:48,ENG-1195,SUP-038,EMP127,TL-086,A,Tool_86,Press Tool,Plant-B,2026-03-20,2026-06-18,Active,96.21,Bosch,SN100085
M7616,MA1AB100000000616,WO10616,Sedan X,PAINT-1,Stn-03,2026-03-01 18:50,ENG-1402,SUP-042,EMP246,TL-088,C,Tool_88,Welding Gun,Plant-B,2026-04-25,2026-07-24,Active,95.24,Stanley,SN100087
M7617,MA1AB100000000617,WO10617,Sedan X,GA-1, stn-05 ,2026-03-01 18:51,ENG-1401,SUP-076,EMP204,TL-097,A,Tool_97,Nut Runner,Plant-A,2026-04-22,2026-07-21,Active,99.35,Ingersoll Rand,SN100096
M7618,MA1AB100000000618,WO10618,SUV Pro,TRIM-1,STN-01,2026-03-01 18:52,ENG-1315,SUP-173,EMP387,TL-029,,Tool_29,Press Tool,Plant-C,2026-04-30,2026-07-29,Maintenance,98.95,Stanley,SN100028
M7619,MA1AB100000000619,WO10619,Sedan X,PAINT-1, stn-05 ,2026-03-01 18:53,ENG-1340,SUP-013,EMP295,TL-050,,Tool_50,Welding Gun,Plant-C,2026-04-30,2026-07-29,Maintenance,98.51,Ingersoll Rand,SN100049
M7620,MA1AB100000000620,WO10620,Hatch Z,PAINT-1,STN-05,2026-03-01 18:55,ENG-1027,SUP-004,EMP228,TL-026,,Tool_26,Robot Arm,Plant-A,2026-05-25,2026-08-23,Out of Service,99.11,Atlas Copco,SN100025
M7621,MA1AB100000000621,WO10621,Sedan X,PAINT-1,Stn-03,2026-03-01 18:56,ENG-1301,SUP-140,EMP200,TL-100,B,Tool_100,Welding Gun,Plant-A,2026-04-25,2026-07-24,Maintenance,97.13,Ingersoll Rand,SN100099
M7622,MA1AB100000000622,WO10622,SUV Pro,TRIM-1,STN-02,2026-03-01 18:57,ENG-1349,SUP-020,EMP195,TL-023,A,Tool_23,Welding Gun,Plant-A,2026-04-29,2026-07-28,Active,95.35,Bosch,SN100022
M7623,MA1AB100000000623,WO10623,SUV Pro,GA-1,STN-04,2026-03-01 18:58,ENG-1142,SUP-143,EMP235,TL-017,B,Tool_17,Torque Wrench,Plant-C,2026-01-08,2026-04-08,Maintenance,96.84,Atlas Copco,SN100016
M7624,MA1AB100000000624,WO10624,Hatch Z,PAINT-1,STN-01,2026-03-01 19:00,ENG-1169,SUP-120,EMP179,TL-006,B,Tool_6,Nut Runner,Plant-B,2026-01-25,2026-04-25,Maintenance,98.24,Ingersoll Rand,SN100005
M7625,MA1AB100000000625,WO10625,SUV Pro,GA-1,Stn-03,2026-03-01 19:01,ENG-1477,SUP-161,EMP254,TL-063,C,Tool_63,Welding Gun,Plant-B,2026-03-03,2026-06-01,Active,99.78,Ingersoll Rand,SN100062
M7626,MA1AB100000000626,WO10626,Sedan X,PAINT-1,STN-05,2026-03-01 19:02,ENG-1112,SUP-048,EMP366,TL-009,B,Tool_9,Press Tool,Plant-C,2026-05-31,2026-08-29,Active,98.89,Bosch,SN100008
M7627,MA1AB100000000627,WO10627,SUV Pro,TRIM-1,STN-01,2026-03-01 19:03,ENG-1178,SUP-057,EMP209,TL-085,C,Tool_85,Nut Runner,Plant-A,2026-01-29,2026-04-29,Out of Service,98.68,Stanley,SN100084
M7628,MA1AB100000000628,WO10628,SUV Pro,PAINT-1,STN-03,2026-03-01 19:05,ENG-1111,SUP-193,EMP371,TL-061,A,Tool_61,Nut Runner,Plant-C,2026-06-29,2026-09-27,Active,99.71,Ingersoll Rand,SN100060
M7629,MA1AB100000000629,WO10629,Sedan X,PAINT-1,STN-04,2026-03-01 19:06,ENG-1123,SUP-165,EMP224,TL-006,C,Tool_6,Nut Runner,Plant-B,2026-01-25,2026-04-25,Maintenance,98.24,Ingersoll Rand,SN100005
M7630,MA1AB100000000630,WO10630,SUV Pro,GA-1,STN-04,2026-03-01 19:07,ENG-1131,SUP-139,EMP244,TL-004,C,Tool_4,Press Tool,Plant-A,2026-01-19,2026-04-19,Active,97.49,Bosch,SN100003
M7631,MA1AB100000000631,WO10631,Hatch Z,TRIM-1,STN-04,2026-03-01 19:08,ENG-1022,SUP-076,EMP198,TL-042,A,Tool_42,Welding Gun,Plant-C,2026-03-03,2026-06-01,Out of Service,97.14,Ingersoll Rand,SN100041
M7632,MA1AB100000000632,WO10632,Sedan X,GA-2,Stn-03,2026-03-01 19:10,ENG-1275,SUP-137,EMP103,TL-081,A,Tool_81,Nut Runner,Plant-A,2026-06-21,2026-09-19,Maintenance,97.61,Atlas Copco,SN100080
M7633,MA1AB100000000633,WO10633,Sedan X,GA-2,Stn-03,2026-03-01 19:70,ENG-1350,SUP-109,EMP153,TL-027,,Tool_27,Robot Arm,Plant-A,2026-03-13,2026-06-11,Active,95.63,Atlas Copco,SN100026
M7634,MA1AB100000000634,WO10634,Hatch Z,GA-1, stn-05 ,2026-03-01 19:12,ENG-1351,SUP-040,EMP112,TL-059,C,Tool_59,Robot Arm,Plant-B,2026-04-15,2026-07-14,Active,95.72,Stanley,SN100058
M7635,MA1AB100000000635,WO10635,Sedan X,GA-1,STN-01,2026-03-01 19:13,ENG-1027,SUP-046,EMP228,TL-072,A,Tool_72,Robot Arm,Plant-C,2026-05-05,2026-08-03,Maintenance,99.87,Atlas Copco,SN100071
M7636,MA1AB100000000636,WO10636,Hatch Z,GA-2,STN-03,2026-03-01 19:15,ENG-1208,SUP-100,EMP330,TL-081,,Tool_81,Nut Runner,Plant-A,2026-06-21,2026-09-19,Maintenance,97.61,Atlas Copco,SN100080
M7637,MA1AB100000000637,WO10637,SUV Pro,PAINT-1,STN-01,2026-03-01 19:16,ENG-1199,SUP-173,EMP160,TL-069,A,Tool_69,Torque Wrench,Plant-B,2026-01-29,2026-04-29,Active,98.16,Bosch,SN100068
M7638,MA1AB100000000638,WO10638,Hatch Z,GA-1,Stn-03,2026-03-01 19:17,ENG-1381,SUP-150,EMP123,TL-090,A,Tool_90,Nut Runner,Plant-C,2026-05-12,2026-08-10,Out of Service,97.28,Stanley,SN100089
M7639,MA1AB100000000639,WO10639,SUV Pro,GA-1,STN-03,2026-03-01 19:18,ENG-1402,SUP-176,EMP254,TL-078,A,Tool_78,Press Tool,Plant-A,2026-03-26,2026-06-24,Maintenance,99.88,Bosch,SN100077
M7640,MA1AB100000000640,WO10640,SUV Pro,TRIM-1,STN-04,2026-03-01 19:20,ENG-1202,SUP-170,EMP115,TL-061,B,Tool_61,Nut Runner,Plant-C,2026-06-29,2026-09-27,Active,99.71,Ingersoll Rand,SN100060
M7641,MA1AB100000000641,WO10641,Hatch Z,GA-2,STN-02,2026-03-01 19:21,ENG-1382,SUP-101,EMP379,TL-038,B,Tool_38,Welding Gun,Plant-B,2026-04-18,2026-07-17,Active,97.87,Ingersoll Rand,SN100037
M7642,MA1AB100000000642,WO10642,SUV Pro,PAINT-1,STN-01,2026-03-01 19:22,ENG-1283,SUP-143,EMP172,TL-016,A,Tool_16,Robot Arm,Plant-B,2026-04-27,2026-07-26,Active,98.18,Atlas Copco,SN100015
M7643,MA1AB100000000643,WO10643,Sedan X,TRIM-1,STN-05,2026-03-01 19:23,ENG-1280,SUP-022,EMP256,TL-027,C,Tool_27,Robot Arm,Plant-A,2026-03-13,2026-06-11,Active,95.63,Atlas Copco,SN100026
M7644,MA1AB100000000644,WO10644,Sedan X,TRIM-1, stn-05 ,2026-03-01 19:25,ENG-1435,SUP-132,EMP172,TL-021,B,Tool_21,Press Tool,Plant-C,2026-01-09,2026-04-09,Out of Service,95.18,Atlas Copco,SN100020
M7645,MA1AB100000000645,WO10645,Sedan X,PAINT-1,STN-02,2026-03-01 19:26,ENG-1058,SUP-047,EMP390,TL-007,,Tool_7,Nut Runner,Plant-B,2026-06-11,2026-09-09,Out of Service,95.88,Stanley,SN100006
M7646,MA1AB100000000646,WO10646,Hatch Z,GA-1,STN-03,2026-03-01 19:27,ENG-1343,SUP-018,EMP228,TL-013,B,Tool_13,Nut Runner,Plant-B,2026-04-05,2026-07-04,Active,99.14,Bosch,SN100012
M7647,MA1AB100000000647,WO10647,Hatch Z,TRIM-1,STN-03,2026-03-01 19:28,ENG-1182,SUP-033,EMP220,TL-013,C,Tool_13,Nut Runner,Plant-B,2026-04-05,2026-07-04,Active,99.14,Bosch,SN100012
M7648,MA1AB100000000648,WO10648,Hatch Z,GA-1,STN-02,2026-03-01 19:30,ENG-1162,SUP-125,EMP330,TL-043,C,Tool_43,Torque Wrench,Plant-B,2026-04-28,2026-07-27,Active,96.51,Ingersoll Rand,SN100042
M7649,MA1AB100000000649,WO10649,Hatch Z,GA-2,STN-05,2026-03-01 19:31,ENG-1290,SUP-094,EMP261,TL-055,B,Tool_55,Nut Runner,Plant-A,2026-01-22,2026-04-22,Out of Service,95.5,Atlas Copco,SN100054
M7650,MA1AB100000000650,WO10650,Sedan X,PAINT-1,STN-02,2026-03-01 19:32,ENG-1402,SUP-057,EMP323,TL-036,C,Tool_36,Nut Runner,Plant-B,2026-02-08,2026-05-09,Active,95.2,Stanley,SN100035
M7651,MA1AB100000000651,WO10651,Sedan X,PAINT-1,STN-04,2026-03-01 19:33,ENG-1236,SUP-115,EMP283,TL-100,C,Tool_100,Welding Gun,Plant-A,2026-04-25,2026-07-24,Maintenance,97.13,Ingersoll Rand,SN100099
M7652,MA1AB100000000652,WO10652,SUV Pro,GA-1,STN-02,2026-03-01 19:35,ENG-1330,SUP-156,EMP141,TL-036,B,Tool_36,Nut Runner,Plant-B,2026-02-08,2026-05-09,Active,95.2,Stanley,SN100035
M7653,MA1AB100000000653,WO10653,Hatch Z,GA-2,STN-03,2026-03-01 19:36,ENG-1375,SUP-161,EMP139,TL-094,A,Tool_94,Press Tool,Plant-C,2026-05-10,2026-08-08,Maintenance,98.64,Stanley,SN100093
M7654,MA1AB100000000654,WO10654,Sedan X,GA-1,Stn-03,2026-03-01 19:37,ENG-1297,SUP-149,EMP307,TL-099,B,Tool_99,Welding Gun,Plant-B,2026-05-20,2026-08-18,Active,97.05,Atlas Copco,SN100098
M7655,MA1AB100000000655,WO10655,Sedan X,PAINT-1,STN-05,2026-03-01 19:38,ENG-1457,SUP-139,EMP341,TL-084,B,Tool_84,Torque Wrench,Plant-C,2026-02-03,2026-05-04,Out of Service,97.78,Ingersoll Rand,SN100083
M7656,MA1AB100000000656,WO10656,SUV Pro,TRIM-1,STN-02,2026-03-01 19:40,ENG-1456,SUP-198,EMP248,TL-018,,Tool_18,Robot Arm,Plant-B,2026-06-15,2026-09-13,Out of Service,95.48,Stanley,SN100017
M7657,MA1AB100000000657,WO10657,Hatch Z,GA-1,STN-04,2026-03-01 19:41,ENG-1186,SUP-129,EMP105,TL-085,B,Tool_85,Nut Runner,Plant-A,2026-01-29,2026-04-29,Out of Service,98.68,Stanley,SN100084
M7658,MA1AB100000000658,WO10658,Hatch Z,GA-2,Stn-03,2026-03-01 19:42,ENG-1263,SUP-036,EMP328,TL-021,B,Tool_21,Press Tool,Plant-C,2026-01-09,2026-04-09,Out of Service,95.18,Atlas Copco,SN100020
M7659,MA1AB100000000659,WO10659,Hatch Z,GA-2, stn-05 ,2026-03-01 19:43,ENG-1374,SUP-124,EMP283,TL-006,B,Tool_6,Nut Runner,Plant-B,2026-01-25,2026-04-25,Maintenance,98.24,Ingersoll Rand,SN100005
M7660,MA1AB100000000660,WO10660,SUV Pro,GA-2,STN-01,2026-03-01 19:45,ENG-1135,SUP-095,EMP219,TL-006,B,Tool_6,Nut Runner,Plant-B,2026-01-25,2026-04-25,Maintenance,98.24,Ingersoll Rand,SN100005
M7661,MA1AB100000000661,WO10661,Hatch Z,PAINT-1,STN-04,2026-03-01 19:46,ENG-1240,SUP-117,EMP123,TL-006,C,Tool_6,Nut Runner,Plant-B,2026-01-25,2026-04-25,Maintenance,98.24,Ingersoll Rand,SN100005
M7662,MA1AB100000000662,WO10662,Sedan X,PAINT-1,Stn-03,2026-03-01 19:47,ENG-1379,SUP-068,EMP396,TL-070,B,Tool_70,Robot Arm,Plant-C,2026-04-23,2026-07-22,Maintenance,98.03,Bosch,SN100069
M7663,MA1AB100000000663,WO10663,SUV Pro,TRIM-1,STN-03,2026-03-01 19:48,ENG-1300,SUP-168,EMP139,TL-067,C,Tool_67,Torque Wrench,Plant-A,2026-02-10,2026-05-11,Active,95.24,Bosch,SN100066
M7664,MA1AB100000000664,WO10664,SUV Pro,GA-2,STN-05,2026-03-01 19:50,ENG-1207,SUP-091,EMP276,TL-063,,Tool_63,Welding Gun,Plant-B,2026-03-03,2026-06-01,Active,99.78,Ingersoll Rand,SN100062
M7665,MA1AB100000000665,WO10665,Hatch Z,GA-1,STN-05,2026-03-01 19:51,ENG-1451,SUP-036,EMP325,TL-022,B,Tool_22,Press Tool,Plant-C,2026-03-22,2026-06-20,Out of Service,95.43,Bosch,SN100021
M7666,XX1 2 3 4,WO10666,Sedan X,PAINT-1,STN-02,2026-03-01 19:52,ENG-1076,,EMP195,TL-021,C,Tool_21,Press Tool,Plant-C,2026-01-09,2026-04-09,Out of Service,95.18,Atlas Copco,SN100020
M7667,MA1AB100000000667,WO10667,Hatch Z,GA-1, stn-05 ,2026-03-01 19:53,ENG-1117,SUP-107,EMP269,TL-093,A,Tool_93,Nut Runner,Plant-A,2026-03-03,2026-06-01,Out of Service,98.43,Ingersoll Rand,SN100092
M7668,MA1AB100000000668,WO10668,SUV Pro,TRIM-1,STN-04,2026-03-01 19:55,ENG-1107,SUP-152,EMP182,TL-083,,Tool_83,Nut Runner,Plant-A,2026-01-22,2026-04-22,Out of Service,98.35,Bosch,SN100082
M7669,MA1AB100000000669,WO10669,Sedan X,GA-2,STN-01,2026-03-01 19:56,ENG-1065,SUP-147,EMP182,TL-018,A,Tool_18,Robot Arm,Plant-B,2026-06-15,2026-09-13,Out of Service,95.48,Stanley,SN100017
M7670,MA1AB100000000670,WO10670,Hatch Z,GA-2,STN-01,2026-03-01 19:57,ENG-1085,SUP-067,EMP192,TL-067,,Tool_67,Torque Wrench,Plant-A,2026-02-10,2026-05-11,Active,95.24,Bosch,SN100066
M7671,MA1AB100000000671,WO10671,Hatch Z,GA-1, stn-05 ,2026-03-01 19:58,ENG-1372,SUP-170,EMP245,TL-011,B,Tool_11,Welding Gun,Plant-B,2026-01-03,2026-04-03,Out of Service,99.43,Atlas Copco,SN100010
M7672,MA1AB100000000672,WO10672,SUV Pro,TRIM-1,Stn-03,2026-03-01 20:00,ENG-1246,SUP-044,EMP212,TL-053,B,Tool_53,Nut Runner,Plant-A,2026-02-27,2026-05-28,Out of Service,96.41,Stanley,SN100052
M7673,MA1AB100000000673,WO10673,Hatch Z,GA-2,STN-05,2026-03-01 20:01,ENG-1337,SUP-131,EMP235,TL-022,C,Tool_22,Press Tool,Plant-C,2026-03-22,2026-06-20,Out of Service,95.43,Bosch,SN100021
M7674,MA1AB100000000674,WO10674,SUV Pro,GA-1,STN-02,2026-03-01 20:02,ENG-1193,SUP-099,EMP167,TL-014,A,Tool_14,Nut Runner,Plant-A,2026-02-27,2026-05-28,Maintenance,99.68,Stanley,SN100013
M7675,MA1AB100000000675,WO10675,Sedan X,TRIM-1,Stn-03,2026-03-01 20:03,ENG-1076,SUP-156,EMP149,TL-023,,Tool_23,Welding Gun,Plant-A,2026-04-29,2026-07-28,Active,95.35,Bosch,SN100022
M7676,MA1AB100000000676,WO10676,Hatch Z,GA-1,Stn-03,2026-03-01 20:05,ENG-1272,SUP-129,EMP160,TL-012,,Tool_12,Press Tool,Plant-B,2026-05-30,2026-08-28,Out of Service,98.02,Bosch,SN100011
M7677,MA1AB100000000677,WO10677,Hatch Z,GA-2,STN-05,2026-03-01 20:06,ENG-1276,SUP-001,EMP320,TL-067,,Tool_67,Torque Wrench,Plant-A,2026-02-10,2026-05-11,Active,95.24,Bosch,SN100066
M7678,MA1AB100000000678,WO10678,SUV Pro,GA-1, stn-05 ,2026-03-01 20:07,ENG-1271,SUP-110,EMP217,TL-062,,Tool_62,Robot Arm,Plant-A,2026-04-28,2026-07-27,Out of Service,95.44,Bosch,SN100061
M7679,MA1AB100000000679,WO10679,SUV Pro,GA-1,STN-04,2026-03-01 20:08,ENG-1068,SUP-066,EMP344,TL-099,B,Tool_99,Welding Gun,Plant-B,2026-05-20,2026-08-18,Active,97.05,Atlas Copco,SN100098
M7680,MA1AB100000000680,WO10680,Sedan X,PAINT-1,STN-05,2026-03-01 20:10,ENG-1448,SUP-140,EMP309,TL-033,B,Tool_33,Welding Gun,Plant-C,2026-02-25,2026-05-26,Active,97.63,Bosch,SN100032
M7681,MA1AB100000000681,WO10681,Sedan X,GA-1,STN-05,2026-03-01 20:11,ENG-1267,SUP-031,EMP366,TL-001,,Tool_1,Welding Gun,Plant-A,2026-05-21,2026-08-19,Maintenance,98.97,Bosch,SN100000
M7682,MA1AB100000000682,WO10682,Hatch Z,GA-2, stn-05 ,2026-03-01 20:12,ENG-1411,SUP-081,EMP309,TL-047,A,Tool_47,Robot Arm,Plant-A,2026-04-17,2026-07-16,Active,99.69,Ingersoll Rand,SN100046
M7683,MA1AB100000000683,WO10683,Sedan X,TRIM-1, stn-05 ,2026-03-01 20:13,ENG-1299,SUP-065,EMP233,TL-069,,Tool_69,Torque Wrench,Plant-B,2026-01-29,2026-04-29,Active,98.16,Bosch,SN100068
M7684,MA1AB100000000684,WO10684,Hatch Z,PAINT-1,STN-05,2026-03-01 20:15,ENG-1141,SUP-175,EMP303,TL-097,B,Tool_97,Nut Runner,Plant-A,2026-04-22,2026-07-21,Active,99.35,Ingersoll Rand,SN100096
M7685,MA1AB100000000685,WO10685,SUV Pro,TRIM-1,STN-02,2026-03-01 20:16,ENG-1189,SUP-144,EMP384,TL-062,C,Tool_62,Robot Arm,Plant-A,2026-04-28,2026-07-27,Out of Service,95.44,Bosch,SN100061
M7686,MA1AB100000000686,WO10686,SUV Pro,PAINT-1,Stn-03,2026-03-01 20:17,ENG-1361,SUP-102,EMP170,TL-085,A,Tool_85,Nut Runner,Plant-A,2026-01-29,2026-04-29,Out of Service,98.68,Stanley,SN100084
M7687,MA1AB100000000687,WO10687,Hatch Z,GA-2,STN-04,2026-03-01 20:18,ENG-1400,SUP-180,EMP182,TL-013,B,Tool_13,Nut Runner,Plant-B,2026-04-05,2026-07-04,Active,99.14,Bosch,SN100012
M7688,MA1AB100000000688,WO10688,Hatch Z,TRIM-1,Stn-03,2026-03-01 20:20,ENG-1173,SUP-141,EMP126,TL-021,,Tool_21,Press Tool,Plant-C,2026-01-09,2026-04-09,Out of Service,95.18,Atlas Copco,SN100020
M7689,MA1AB100000000689,WO10689,Hatch Z,GA-1,Stn-03,2026-03-01 20:21,ENG-1046,SUP-038,EMP341,TL-077,,Tool_77,Welding Gun,Plant-C,2026-04-12,2026-07-11,Active,98.71,Stanley,SN100076
M7690,MA1AB100000000690,WO10690,Sedan X,GA-1,STN-03,2026-03-01 20:22,ENG-1113,SUP-095,EMP140,TL-078,A,Tool_78,Press Tool,Plant-A,2026-03-26,2026-06-24,Maintenance,99.88,Bosch,SN100077
M7691,MA1AB100000000691,WO10691,Hatch Z,TRIM-1,STN-04,2026-03-01 20:23,ENG-1314,SUP-168,EMP366,TL-037,A,Tool_37,Torque Wrench,Plant-A,2026-02-12,2026-05-13,Maintenance,95.39,Bosch,SN100036
M7692,MA1AB100000000692,WO10692,Sedan X,TRIM-1,STN-04,2026/03/01 20:25,ENG-1005,SUP-052,EMP365,TL-037,B,Tool_37,Torque Wrench,Plant-A,2026-02-12,2026-05-13,Maintenance,95.39,Bosch,SN100036
M7693,MA1AB100000000693,WO10693,Sedan X,GA-2,STN-05,2026-03-01 20:26,ENG-1086,SUP-173,EMP118,TL-047,B,Tool_47,Robot Arm,Plant-A,2026-04-17,2026-07-16,Active,99.69,Ingersoll Rand,SN100046
M7694,MA1AB100000000694,WO10694,Hatch Z,GA-1,STN-02,2026-03-01 20:27,ENG-1044,SUP-071,EMP304,TL-046,,Tool_46,Torque Wrench,Plant-C,2026-01-19,2026-04-19,Active,95.51,Ingersoll Rand,SN100045
M7695,MA1AB100000000695,WO10695,SUV Pro,GA-2,STN-05,2026-03-01 20:28,ENG-1007,SUP-189,EMP135,TL-012,C,Tool_12,Press Tool,Plant-B,2026-05-30,2026-08-28,Out of Service,98.02,Bosch,SN100011
M7696,MA1AB100000000696,WO10696,Hatch Z,PAINT-1,STN-03,2026-03-01 20:30,ENG-1493,SUP-071,EMP215,TL-078,B,Tool_78,Press Tool,Plant-A,2026-03-26,2026-06-24,Maintenance,99.88,Bosch,SN100077
M7697,MA1AB100000000697,WO10697,SUV Pro,TRIM-1,STN-05,2026-03-01 20:31,ENG-1002,SUP-067,EMP189,TL-053,A,Tool_53,Nut Runner,Plant-A,2026-02-27,2026-05-28,Out of Service,96.41,Stanley,SN100052
M7698,MA1AB100000000698,WO10698,Hatch Z,GA-1,STN-05,2026-03-01 20:32,ENG-1150,SUP-088,EMP159,TL-066,C,Tool_66,Nut Runner,Plant-A,2026-01-13,2026-04-13,Maintenance,98.63,Stanley,SN100065
M7699,MA1AB100000000699,WO10699,Hatch Z,PAINT-1, stn-05 ,2026-03-01 20:33,ENG-1226,SUP-097,EMP388,TL-062,B,Tool_62,Robot Arm,Plant-A,2026-04-28,2026-07-27,Out of Service,95.44,Bosch,SN100061
M7700,MA1AB100000000700,WO10700,SUV Pro,TRIM-1, stn-05 ,2026-03-01 20:35,ENG-1235,SUP-151,EMP114,TL-062,A,Tool_62,Robot Arm,Plant-A,2026-04-28,2026-07-27,Out of Service,95.44,Bosch,SN100061
M7701,MA1AB100000000701,WO10701,SUV Pro,GA-1,STN-04,2026-03-01 20:36,ENG-1324,SUP-057,EMP217,TL-041,,Tool_41,Robot Arm,Plant-A,2026-02-27,2026-05-28,Maintenance,97.13,Atlas Copco,SN100040
M7702,MA1AB100000000702,WO10702,SUV Pro,GA-1, stn-05 ,2026-03-01 20:37,ENG-1426,SUP-068,EMP227,TL-037,A,Tool_37,Torque Wrench,Plant-A,2026-02-12,2026-05-13,Maintenance,95.39,Bosch,SN100036
M7703,MA1AB100000000703,WO10703,SUV Pro,PAINT-1,STN-01,2026-03-01 20:38,ENG-1283,SUP-046,EMP343,TL-041,C,Tool_41,Robot Arm,Plant-A,2026-02-27,2026-05-28,Maintenance,97.13,Atlas Copco,SN100040
M7704,MA1AB100000000704,WO10704,Sedan X,PAINT-1,STN-02,2026-03-01 20:40,ENG-1484,SUP-192,EMP197,TL-064,B,Tool_64,Press Tool,Plant-A,2026-02-03,2026-05-04,Active,98.09,Atlas Copco,SN100063
M7705,MA1AB100000000705,WO10705,Sedan X,GA-2,Stn-03,2026-03-01 20:41,ENG-1135,SUP-053,EMP217,TL-026,B,Tool_26,Robot Arm,Plant-A,2026-05-25,2026-08-23,Out of Service,99.11,Atlas Copco,SN100025
M7706,MA1AB100000000706,WO10706,Hatch Z,PAINT-1,STN-02,2026-03-01 20:42,ENG-1398,SUP-028,EMP161,TL-011,,Tool_11,Welding Gun,Plant-B,2026-01-03,2026-04-03,Out of Service,99.43,Atlas Copco,SN100010
M7707,MA1AB100000000707,WO10707,Hatch Z,GA-1,Stn-03,2026-03-01 20:43,ENG-1438,SUP-139,EMP121,TL-062,C,Tool_62,Robot Arm,Plant-A,2026-04-28,2026-07-27,Out of Service,95.44,Bosch,SN100061
M7708,MA1AB100000000708,WO10708,Hatch Z,PAINT-1,STN-04,2026-03-01 20:45,ENG-1459,SUP-148,EMP240,TL-063,B,Tool_63,Welding Gun,Plant-B,2026-03-03,2026-06-01,Active,99.78,Ingersoll Rand,SN100062
M7709,MA1AB100000000709,WO10709,Hatch Z,PAINT-1,STN-04,2026-03-01 20:46,ENG-1113,SUP-193,EMP395,TL-017,A,Tool_17,Torque Wrench,Plant-C,2026-01-08,2026-04-08,Maintenance,96.84,Atlas Copco,SN100016
M7710,MA1AB100000000710,WO10710,Hatch Z,TRIM-1,STN-04,2026-03-01 20:47,ENG-1481,SUP-139,EMP116,TL-065,C,Tool_65,Torque Wrench,Plant-C,2026-01-31,2026-05-01,Maintenance,97.24,Bosch,SN100064
M7711,MA1AB100000000711,WO10711,SUV Pro,GA-2,STN-04,2026-03-01 20:48,ENG-1499,SUP-031,EMP365,TL-059,C,Tool_59,Robot Arm,Plant-B,2026-04-15,2026-07-14,Active,95.72,Stanley,SN100058
M7712,MA1AB100000000712,WO10712,Hatch Z,GA-1,STN-01,2026-03-01 20:50,ENG-1345,SUP-054,EMP294,TL-075,A,Tool_75,Press Tool,Plant-C,2026-04-22,2026-07-21,Active,99.86,Ingersoll Rand,SN100074
M7713,MA1AB100000000713,WO10713,SUV Pro,PAINT-1,STN-05,2026-03-01 20:51,ENG-1441,SUP-067,EMP195,TL-071,C,Tool_71,Welding Gun,Plant-B,2026-04-11,2026-07-10,Active,98.12,Atlas Copco,SN100070
M7714,MA1AB100000000714,WO10714,Sedan X,PAINT-1,STN-04,2026-03-01 20:52,ENG-1490,SUP-157,EMP275,TL-047,B,Tool_47,Robot Arm,Plant-A,2026-04-17,2026-07-16,Active,99.69,Ingersoll Rand,SN100046
M7715,MA1AB100000000715,WO10715,SUV Pro,TRIM-1,STN-02,2026-03-01 20:53,ENG-1214,SUP-180,EMP290,TL-047,,Tool_47,Robot Arm,Plant-A,2026-04-17,2026-07-16,Active,99.69,Ingersoll Rand,SN100046
M7716,MA1AB100000000716,WO10716,SUV Pro,TRIM-1,STN-02,2026-03-01 20:55,ENG-1292,SUP-034,EMP394,TL-088,B,Tool_88,Welding Gun,Plant-B,2026-04-25,2026-07-24,Active,95.24,Stanley,SN100087
M7717,MA1AB100000000717,WO10717,Sedan X,PAINT-1,Stn-03,2026-03-01 20:56,ENG-1120,SUP-143,EMP321,TL-049,B,Tool_49,Press Tool,Plant-A,2026-01-18,2026-04-18,Active,97.7,Atlas Copco,SN100048
