Event_ID,Line,Station,TS,Part_No,Torque,Temp,Pressure,Defect,VIN,Supplier,Work_Order,Sensor_ID,Calibration_Factor,Inspection_Source,Tool_ID,Shift,Scrap_Reason,BOM_Version,Effective_Date
M7868,PAINT-1, stn-05 ,2026-03-10 10:28,116-ABC,35 lb-ft,85 C,5 bar,reject,XX100868,SUP-20,WO10868,SEN-007,0.99,Automated,TL-009,B,Dimension,V1,2026-03-01
M7869,GA-2,STN-03,2026-03-10 10:29,124-ABC,45.0 ,85C,4.5 bar,OK,XX100869,SUP-13,WO10869,SEN-009,1.012,Human,TL-013,C,Dimension,V2,2026-03-01
M7870,GA-1,STN-01,2026-03-10 10:30, 110-abc ,,40 C,65 psi,OK,XX100870,SUP-02,WO10870,SEN-004,1.004,Human,TL-006,C,Paint,v1,2025-12-31
M7871,PAINT-1,STN-05,2026-03-10 10:31,113-ABC,35 lb-ft,85C,4.5 bar, ok ,XX100871,SUP-11,WO10871,SEN-005,0.985,Human,TL-001,A,Paint,v1,2026-01-01
M7872,TRIM-1,STN-04,2026-03-10 10:32,132-ABC,45.0 ,95 F,65 psi,Reject,XX100872,SUP-14,WO10872,SEN-009,1.024,Automated,TL-017,,NA,V2,2026-03-01
M7873,TRIM-1, stn-05 ,2026-03-10 10:33,110-ABC,45.0 ,95 F,4.5 bar,None,XX100873,SUP-04,WO10873,SEN-005,1.03,Automated,TL-017,B,Dimension,V2,2025-12-31
M7874,GA-2,STN-03,2026-03-10 10:34,115-ABC,35 lb-ft,85 C,65 psi,reject,XX100874,SUP-10,WO10874,SEN-004,0.98,Automated,TL-028,A,Paint,v1,2026-01-01
M7875,GA-2,STN-04,2026-03-10 10:35,107-ABC,45,85 C,65 psi,reject,XX100875,SUP-19,WO10875,SEN-001,1.001,Automated,TL-024,,Weld,v1,2026-01-01
M7876,TRIM-1,STN-02,2026-03-10 10:36,105-ABC,45,,65 psi, ok ,XX100876,SUP-10,WO10876,SEN-007,1.001,Human,TL-027,,Weld,V1,2026-01-01
M7877,GA-2,Stn-03,2026-03-10 10:37,128-ABC,,,5 bar,None,XX100877,SUP-19,WO10877,SEN-002,1.015,Automated,TL-011,B,Dimension,V2,2026-03-01
M7878,TRIM-1,STN-03,2026-03-10 10:38,127-ABC,60 nm,85 C,5 bar,na,XX100878,SUP-04,WO10878,SEN-005,1.007,Automated,TL-023,,Dimension,v1,2025-12-31
M7879,TRIM-1,STN-02,2026-03-10 10:39,119-ABC,60 nm,104F,4.5 bar,Reject,XX100879,SUP-17,WO10879,SEN-009,0.994,Human,TL-999,A,Weld,V2,2025-12-31
M7880,TRIM-1,STN-01,2026-03-10 10:40,149-ABC,35 lb-ft,40 C,4.5 bar,Repair,XX100880,SUP-05,WO10880,SEN-001,1.002,Human,TL-009,A,Weld,v1,2026-03-01
M7881,GA-2,STN-02,2026-03-10 10:41,108-ABC,60 nm,104F,5 bar, ok ,XX100881,SUP-17,WO10881,SEN-008,0.991,Human,TL-020,A,Weld,V1,2025-12-31
M7882,PAINT-1,STN-02,2026-03-10 10:42,106-ABC,45.0 ,40 C,5 bar, ok ,XX100882,SUP-07,WO10882,SEN-008,1.022,Automated,TL-020,,Dimension,v1,2026-01-01
M7883,PAINT-1,STN-02,2026-03-10 10:43,118-ABC,60 nm,85 C,65 psi,OK,XX100883,SUP-04,WO10883,SEN-010,0.993,Automated,TL-009,,Dimension,v1,2026-03-01
M7884,PAINT-1, stn-05 ,2026-03-10 10:44,121-ABC,50Nm,40 C,4.5 bar,OK,XX100884,SUP-05,WO10884,SEN-008,0.998,Human,TL-016,A,Paint,v1,2025-12-31
M7885,TRIM-1,STN-03,2026-03-10 10:45,142-ABC,45,104F,65 psi,Reject,XX100885,SUP-13,WO10885,SEN-010,0.975,Human,TL-030,C,Paint,v1,2026-03-01
M7886,PAINT-1,STN-03,2026-03-10 10:46,127-ABC,,,5 bar,na,XX100886,SUP-11,WO10886,SEN-006,1.027,Automated,TL-016,,Dimension,v1,2026-03-01
M7887,GA-1,STN-01,2026-03-10 10:47,130-ABC,50Nm,95 F,5 bar,OK,XX100887,SUP-03,WO10887,SEN-009,1.01,Automated,TL-016,,Paint,V1,2026-01-01
M7888,PAINT-1,STN-03,2026-03-10 10:48,125-ABC,50Nm,95 F,4.5 bar,OK,XX100888,,WO10888,SEN-002,1.018,Human,TL-009,,Material,V2,2026-03-01
M7889,GA-1,STN-02,2026-03-10 10:49,134-ABC,60 nm,,5 bar,Reject,XX100889,SUP-11,WO10889,SEN-007,1.024,Automated,TL-012,A,Weld,V1,2026-01-01
M7890,GA-2,STN-04,2026-03-10 10:50,145-ABC,35 lb-ft,85C,5 bar,None,XX100890,SUP-04,WO10890,SEN-005,1.001,Automated,TL-024,B,Paint,v1,2026-01-01
M7891,PAINT-1,STN-01,2026-03-10 10:51,129-ABC,,95 F,4.5 bar,Reject,XX100891,SUP-10,WO10891,SEN-006,0.986,Human,TL-010,C,Dimension,v1,2025-12-31
M7892,GA-1,Stn-03,2026-03-10 10:52,143-ABC,,85 C,5 bar,na,XX100892,SUP-15,WO10892,SEN-006,1.007,Human,TL-021,A,NA,V2,2025-12-31
M7893,GA-2,STN-05,2026-03-10 10:53,143-ABC,45,85C,65 psi,Reject,XX100893,SUP-11,WO10893,SEN-010,0.97,Human,TL-003,A,Dimension,V2,2025-12-31
M7894,GA-1, stn-05 ,2026-03-10 10:54,128-ABC,50Nm,85 C,4.5 bar,OK,XX100894,SUP-19,WO10894,SEN-009,0.994,Automated,TL-008,C,Paint,V2,2026-03-01
M7895,PAINT-1,STN-05,2026-03-10 10:55,142-ABC,50Nm,40 C,65 psi,reject,XX100895,SUP-18,WO10895,SEN-001,1.01,Automated,TL-024,,Paint,V1,2025-12-31
M7896,GA-2,STN-03,2026-03-10 10:56,103-ABC,45.0 ,85C,4.5 bar,None,XX100896,SUP-10,WO10896,SEN-010,1.005,Automated,TL-010,C,Weld,V1,2025-12-31
M7897,PAINT-1,STN-01,2026-03-10 10:57,139-ABC,45,85 C,65 psi,na,XX100897,SUP-09,WO10897,SEN-004,1.001,Human,TL-009,B,NA,v1,2026-01-01
M7898,PAINT-1,Stn-03,2026-03-10 10:58,135-ABC,50Nm,95 F,5 bar,Reject,XX100898,SUP-17,WO10898,SEN-007,1.028,Human,TL-017,,Weld,V1,2025-12-31
M7899,PAINT-1,STN-03,2026-03-10 10:59,145-ABC,60 nm,85C,65 psi,Reject,XX100899,SUP-08,WO10899,SEN-008,1.009,Human,TL-003,B,NA,V2,2025-12-31
M7900,GA-1,STN-01,2026-03-10 11:00,138-ABC,60 nm,85 C,65 psi, ok ,XX100900,SUP-14,WO10900,SEN-010,1.005,Human,TL-003,C,Material,v1,2025-12-31
M7901,GA-2,STN-02,2026-03-10 11:01,126-ABC,45.0 ,104F,4.5 bar,None,XX100901,SUP-03,WO10901,SEN-002,1.025,Human,TL-009,C,Paint,v1,2026-01-01
M7902,TRIM-1,Stn-03,2026-03-10 11:02,129-ABC,45,40 C,4.5 bar,OK,XX100902,SUP-13,WO10902,SEN-010,1.003,Human,TL-022,C,Paint,v1,2025-12-31
M7903,PAINT-1,Stn-03,2026-03-10 11:03,123-ABC,45,,5 bar,OK,XX100903,SUP-15,WO10903,SEN-004,0.984,Automated,TL-003,A,Paint,V2,2026-01-01
M7904,GA-2,STN-02,2026-03-10 11:04,121-ABC,60 nm,95 F,65 psi,OK,XX100904,SUP-14,WO10904,SEN-010,0.985,Human,TL-023,,Paint,V1,2026-03-01
M7905,GA-2,STN-02,2026-03-10 11:05,127-ABC,45.0 ,,65 psi,Reject,XX100905,SUP-07,WO10905,SEN-005,1.002,Human,TL-004,C,Weld,V2,2026-01-01
M7906,GA-1,STN-01,2026-03-10 11:06,141-ABC,45,85 C,4.5 bar,na,XX100906,SUP-05,WO10906,SEN-010,1.0,Human,TL-999,A,Weld,V2,2025-12-31
M7907,GA-1,STN-01,2026-03-10 11:07,117-ABC,45.0 ,104F,5 bar,na,XX100907,SUP-06,WO10907,SEN-005,0.999,Automated,TL-018,C,Dimension,V1,2026-01-01
M7908,PAINT-1,STN-05,2026-03-10 11:08,107-ABC,35 lb-ft,,65 psi,Repair,XX100908,SUP-09,WO10908,SEN-006,1.002,Human,TL-016,A,NA,V2,2026-03-01
M7909,GA-2,STN-04,2026-03-10 11:09,124-ABC,45.0 ,85 C,4.5 bar, ok ,XX100909,SUP-08,WO10909,SEN-007,1.028,Human,TL-023,,Weld,V1,2026-03-01
M7910,GA-2,STN-03,2026-03-10 11:10,110-ABC,50Nm,95 F,5 bar,na,XX100910,SUP-16,WO10910,SEN-002,0.99,Human,TL-014,,Paint,v1,2026-01-01
M7911,GA-2,STN-03,2026-03-10 11:11,129-ABC,,95 F,4.5 bar,Reject,XX100911,SUP-12,WO10911,SEN-010,1.0,Human,TL-001,,Dimension,v1,2025-12-31
M7912,GA-2,STN-05,2026-03-10 11:12,140-ABC,50Nm,85C,4.5 bar,OK,XX100912,SUP-01,WO10912,SEN-005,1.002,Human,TL-012,C,NA,V1,2026-01-01
M7913,GA-2, stn-05 ,2026-03-10 11:13,110-ABC,50Nm,85 C,5 bar,None,XX100913,SUP-11,WO10913,SEN-002,1.019,Human,TL-003,B,Dimension,V2,2026-01-01
M7914,PAINT-1,STN-05,2026-03-10 11:14,141-ABC,60 nm,,65 psi,None,XX100914,SUP-02,WO10914,SEN-001,0.997,Automated,TL-018,,Paint,v1,2026-01-01
M7915,GA-1, stn-05 ,2026-03-10 11:15,131-ABC,60 nm,85 C,4.5 bar,Reject,XX100915,SUP-19,WO10915,SEN-009,1.022,Automated,TL-030,B,NA,v1,2025-12-31
M7916,GA-1,STN-05,2026-03-10 11:16,131-ABC,,95 F,65 psi, ok ,XX100916,SUP-05,WO10916,SEN-010,0.98,Human,TL-023,A,Weld,v1,2025-12-31
M7917,GA-1, stn-05 ,2026-03-10 11:17,140-ABC,45,85C,4.5 bar,None,XX100917,SUP-18,WO10917,SEN-007,0.972,Automated,TL-008,C,Weld,V1,2026-01-01
M7918,GA-2, stn-05 ,2026-03-10 11:18,113-ABC,50Nm,,65 psi,Reject,XX100918,SUP-04,WO10918,SEN-007,0.991,Automated,TL-014,B,Dimension,v1,2026-01-01
M7919,PAINT-1,STN-01,2026-03-10 11:19,124-ABC,50Nm,85C,4.5 bar,na,XX100919,SUP-09,WO10919,SEN-007,0.971,Human,TL-028,B,Material,v1,2025-12-31
M7920,GA-1,STN-05,2026-03-10 11:20,138-ABC,45.0 ,,4.5 bar, ok ,XX100920,SUP-15,WO10920,SEN-004,1.021,Automated,TL-016,,Material,v1,2026-03-01
M7921,GA-2,STN-02,2026-03-10 11:21,124-ABC,60 nm,104F,4.5 bar,Reject,XX100921,SUP-06,WO10921,SEN-006,1.023,Human,TL-027,B,Material,V2,2026-03-01
M7922,TRIM-1,STN-01,2026-03-10 11:22,123-ABC,35 lb-ft,85C,4.5 bar,reject,XX100922,SUP-06,WO10922,SEN-008,1.016,Human,TL-023,C,Weld,V1,2025-12-31
M7923,TRIM-1,STN-02,2026-03-10 11:23,148-ABC,50Nm,85C,4.5 bar,reject,XX100923,SUP-09,WO10923,SEN-006,1.003,Human,TL-008,C,NA,v1,2025-12-31
M7924,PAINT-1,STN-04,2026-03-10 11:24,144-ABC,45.0 ,85C,5 bar,None,XX100924,SUP-12,WO10924,SEN-003,0.974,Automated,TL-002,B,Weld,V1,2026-01-01
M7925,GA-2, stn-05 ,2026-03-10 11:25,135-ABC,35 lb-ft,85 C,65 psi,Reject,XX100925,SUP-12,WO10925,SEN-003,1.009,Automated,TL-005,B,Weld,V1,2026-01-01
M7926,TRIM-1, stn-05 ,2026-03-10 11:26,102-ABC,35 lb-ft,104F,65 psi,na,XX100926,SUP-02,WO10926,SEN-006,0.988,Human,TL-014,,Dimension,V1,2026-03-01
M7927,GA-1, stn-05 ,2026-03-10 11:27,102-ABC,45,,5 bar,OK,XX100927,SUP-11,WO10927,SEN-010,1.025,Human,TL-001,B,Dimension,V2,2026-01-01
M7928,GA-2, stn-05 ,2026-03-10 11:28,104-ABC,45.0 ,104F,4.5 bar,na,XX100928,SUP-15,WO10928,SEN-001,1.017,Human,TL-007,C,Dimension,V1,2026-03-01
M7929,GA-1,STN-03,2026-03-10 11:29,147-ABC,60 nm,85 C,65 psi,None,XX100929,SUP-05,WO10929,SEN-005,1.017,Human,TL-027,B,Paint,V1,2025-12-31
M7930,GA-1,STN-02,2026-03-10 11:30,131-ABC,60 nm,85C,5 bar,Reject,XX100930,SUP-19,WO10930,SEN-010,1.025,Automated,TL-007,,Dimension,V2,2025-12-31
M7931,GA-1,STN-02,2026-03-10 11:31,139-ABC,60 nm,104F,65 psi, ok ,XX100931,SUP-02,WO10931,SEN-002,0.978,Human,TL-027,A,NA,v1,2026-03-01
M7932,GA-2,STN-03,2026-03-10 11:32,115-ABC,,85C,5 bar,None,XX100932,SUP-18,WO10932,SEN-007,1.004,Automated,TL-027,C,Weld,v1,2026-03-01
M7933,GA-2,STN-05,2026-03-10 11:33,100-ABC,45.0 ,40 C,4.5 bar,Reject,XX100933,SUP-08,WO10933,SEN-004,1.009,Automated,TL-001,C,NA,V1,2026-01-01
M7934,GA-1,Stn-03,2026-03-10 11:34,113-ABC,35 lb-ft,95 F,4.5 bar,reject,XX100934,SUP-07,WO10934,SEN-009,0.975,Human,TL-005,C,NA,v1,2026-01-01
M7935,GA-1,STN-02,2026-03-10 11:35,114-ABC,,104F,65 psi,Reject,XX100935,SUP-02,WO10935,SEN-008,0.99,Automated,TL-009,A,Dimension,V1,2026-01-01
M7936,TRIM-1,STN-01,2026-03-10 11:36,118-ABC,,95 F,65 psi,Repair,XX100936,SUP-17,WO10936,SEN-008,1.002,Automated,TL-020,B,Material,V2,2026-03-01
M7937,GA-2,STN-04,2026-03-10 11:37,111-ABC,45.0 ,,4.5 bar,reject,XX100937,SUP-13,WO10937,SEN-009,0.988,Automated,TL-015,B,Paint,v1,2026-01-01
M7938,PAINT-1,STN-05,2026-03-10 11:38,125-ABC,45.0 ,,4.5 bar,Repair,XX100938,SUP-14,WO10938,SEN-010,1.02,Automated,TL-027,B,Weld,V2,2026-01-01
M7939,TRIM-1,STN-03,2026-03-10 11:39,112-ABC,,95 F,4.5 bar,reject,XX100939,SUP-10,WO10939,SEN-002,0.977,Human,TL-025,A,NA,v1,2026-01-01
M7940,GA-2,STN-05,2026-03-10 11:40,100-ABC,35 lb-ft,104F,5 bar,reject,XX100940,sup-09 ,WO10940,SEN-003,0.997,Human,TL-028,A,Weld,V2,2026-01-01
M7941,PAINT-1,Stn-03,2026-03-10 11:41,144-ABC,60 nm,,65 psi, ok ,XX100941,SUP-08,WO10941,SEN-001,0.986,Human,TL-020,A,Dimension,V2,2026-01-01
M7942,GA-1,STN-01,2026/03/10 11:42,136-ABC,45.0 ,40 C,4.5 bar,None,XX100942,SUP-12,WO10942,SEN-005,0.985,Human,TL-023,C,Weld,V1,2026-03-01
M7943,TRIM-1,STN-03,2026-03-10 11:43,138-ABC,,95 F,5 bar, ok ,XX100943,SUP-08,WO10943,SEN-008,0.978,Automated,TL-030,,Weld,V1,2025-12-31
M7944,GA-1, stn-05 ,2026-03-10 11:44,101-ABC,60 nm,,5 bar,reject,XX100944,SUP-18,WO10944,SEN-009,0.977,Human,TL-030,,Dimension,V2,2026-01-01
M7945,PAINT-1,STN-05,2026-03-10 11:45,125-ABC,50Nm,85C,4.5 bar,reject,XX100945,SUP-20,WO10945,SEN-001,0.986,Human,TL-015,C,NA,V2,2025-12-31
M7946,PAINT-1,STN-04,2026-03-10 11:46,105-ABC,45.0 ,85C,5 bar,Repair,XX100946,SUP-17,WO10946,SEN-007,1.013,Human,TL-029,A,Dimension,V1,2025-12-31
M7947,GA-1,STN-03,2026-03-10 11:47,119-ABC,50Nm,95 F,4.5 bar,Repair,XX100947,SUP-08,WO10947,SEN-007,1.016,Human,TL-005,B,Paint,V1,2026-03-01
M7948,TRIM-1,STN-04,2026-03-10 11:48,126-ABC,,40 C,65 psi,None,XX100948,SUP-11,WO10948,SEN-006,1.0,Human,TL-015,,Dimension,v1,2026-03-01
M7949,PAINT-1,STN-05,2026-03-10 11:49,101-ABC,45,,5 bar,Reject,XX100949,SUP-11,WO10949,SEN-005,0.978,Automated,TL-015,B,Material,v1,2026-01-01
M7950,GA-1,STN-05,2026-03-10 11:50,104-ABC,50Nm,95 F,65 psi, ok ,XX100950,SUP-12,WO10950,SEN-005,0.996,Human,TL-025,,NA,V1,2026-01-01
M7951,GA-1,STN-05,2026-03-10 11:51,103-ABC,,40 C,4.5 bar,Repair,XX100951,SUP-01,WO10951,SEN-003,1.026,Automated,TL-021,A,Weld,v1,2025-12-31
M7952,PAINT-1,Stn-03,2026-03-10 11:52,103-ABC,45,85 C,5 bar,reject,XX100952,SUP-10,WO10952,SEN-004,0.98,Automated,TL-030,B,Paint,v1,2026-01-01
M7953,GA-2,STN-02,2026-03-10 11:53,144-ABC,60 nm,104F,4.5 bar,OK,XX100953,SUP-18,WO10953,SEN-003,1.008,Human,TL-008,,NA,V1,2026-03-01
M7954,GA-2,STN-02,2026-03-10 11:54,130-ABC,35 lb-ft,40 C,65 psi,OK,XX100954,SUP-06,WO10954,SEN-006,0.973,Human,TL-016,A,Paint,v1,2026-03-01
M7955,GA-1,STN-03,2026-03-10 11:55,130-ABC,45.0 ,104F,5 bar,Reject,XX100955,SUP-13,WO10955,SEN-009,0.996,Automated,TL-017,A,Weld,V1,2026-01-01
M7956,GA-2,STN-05,2026-03-10 11:56,113-ABC,50Nm,95 F,65 psi,None,XX100956,SUP-20,WO10956,SEN-003,0.982,Automated,TL-023,,Material,V2,2026-03-01
M7957,TRIM-1,STN-02,2026-03-10 11:57,117-ABC,45,85 C,5 bar,Reject,XX100957,SUP-12,WO10957,SEN-005,0.986,Human,TL-006,C,Dimension,V1,2026-01-01
M7958,PAINT-1,STN-02,2026-03-10 11:58,111-ABC,45.0 ,85 C,4.5 bar,None,XX100958,SUP-20,WO10958,SEN-008,0.986,Human,TL-999,,Weld,V1,2025-12-31
M7959,GA-1,STN-04,2026-03-10 11:59,101-ABC,45.0 ,104F,5 bar,na,XX100959,SUP-05,WO10959,SEN-004,1.01,Automated,TL-009,B,Material,V2,2026-01-01
M7960,TRIM-1,Stn-03,2026-03-10 12:00,130-ABC,50Nm,85 C,65 psi,na,XX100960,SUP-12,WO10960,SEN-004,1.015,Human,TL-020,,Paint,v1,2025-12-31
M7961,GA-2,STN-02,2026-03-10 12:01,136-ABC,35 lb-ft,95 F,65 psi,Repair,XX100961,SUP-13,WO10961,SEN-008,0.996,Automated,TL-009,C,Material,v1,2026-01-01
M7962,PAINT-1,STN-04,2026-03-10 12:02,124-ABC,35 lb-ft,85 C,65 psi,reject,XX100962,SUP-18,WO10962,SEN-001,0.986,Human,TL-027,C,Weld,V1,2026-01-01
M7963,PAINT-1,STN-05,2026-03-10 12:03,125-ABC,,85C,65 psi,Repair,XX100963,SUP-09,WO10963,SEN-006,0.988,Automated,TL-013,B,Weld,V2,2025-12-31
M7964,GA-1,Stn-03,2026-03-10 12:04,128-ABC,,85 C,65 psi,Reject,XX100964,SUP-04,WO10964,SEN-003,0.981,Automated,TL-999,,Material,v1,2026-01-01
M7965,PAINT-1,Stn-03,2026-03-10 12:05,109-ABC,35 lb-ft,85C,5 bar, ok ,XX100965,SUP-17,WO10965,SEN-003,1.01,Automated,TL-011,C,NA,V2,2026-01-01
M7966,TRIM-1, stn-05 ,2026-03-10 12:06,118-ABC,60 nm,85 C,4.5 bar,reject,XX100966,SUP-02,WO10966,SEN-001,0.981,Automated,TL-019,C,Weld,v1,2026-03-01
M7967,PAINT-1, stn-05 ,2026-03-10 12:07,125-ABC,,,5 bar, ok ,XX100967,SUP-18,WO10967,SEN-003,1.017,Automated,TL-008,A,Paint,V1,2025-12-31
M7968,TRIM-1,STN-02,2026-03-10 12:08,119-ABC,35 lb-ft,85C,65 psi,reject,XX100968,SUP-06,WO10968,SEN-002,1.015,Automated,TL-007,A,Material,V1,2026-03-01
M7969,GA-1,Stn-03,2026-03-10 12:09,121-ABC,35 lb-ft,85 C,65 psi, ok ,XX100969,SUP-19,WO10969,SEN-008,1.006,Human,TL-011,C,NA,V1,2026-03-01
M7970,GA-1,Stn-03,2026-03-10 12:10,138-ABC,,85C,65 psi,OK,XX100970,SUP-05,WO10970,SEN-003,0.974,Human,TL-030,A,Material,v1,2026-01-01
M7971,GA-1,STN-03,2026-03-10 12:11,144-ABC,45.0 ,85 C,4.5 bar,None,XX100971,SUP-05,WO10971,SEN-008,0.974,Human,TL-020,,Paint,v1,2026-03-01
M7972,GA-2,STN-03,2026-03-10 12:12,105-ABC,45.0 ,40 C,65 psi,na,XX100972,SUP-10,WO10972,SEN-010,0.97,Automated,TL-029,A,Dimension,v1,2026-01-01
M7973,GA-2, stn-05 ,2026-03-10 12:13,121-ABC,50Nm,,5 bar, ok ,XX100973,SUP-20,WO10973,SEN-009,0.982,Automated,TL-003,A,Weld,v1,2026-01-01
M7974,GA-1, stn-05 ,2026-03-10 12:14,122-ABC,,85 C,5 bar,OK,XX100974,SUP-04,WO10974,SEN-009,1.021,Automated,TL-017,A,NA,v1,2026-03-01
M7975,GA-2,STN-02,2026-03-10 12:15,119-ABC,45.0 ,85C,5 bar, ok ,XX100975,SUP-16,WO10975,SEN-006,1.004,Automated,TL-007,B,Material,v1,2025-12-31
M7976,GA-2,STN-05,2026-03-10 12:16,106-ABC,45,85 C,4.5 bar,None,XX100976,SUP-08,WO10976,SEN-006,0.989,Automated,TL-022,B,Dimension,V1,2025-12-31
M7977,TRIM-1,STN-04,2026-03-10 12:17,124-ABC,35 lb-ft,85 C,4.5 bar,Repair,XX100977,SUP-09,WO10977,SEN-005,1.018,Human,TL-015,A,Dimension,v1,2026-01-01
M7978,GA-2,STN-05,2026-03-10 12:18,137-ABC,60 nm,40 C,65 psi,na,XX100978,SUP-06,WO10978,SEN-008,0.994,Automated,TL-002,,Material,V2,2026-03-01
M7979,PAINT-1,STN-03,2026-03-10 12:19,114-ABC,,85 C,65 psi,Repair,XX100979,SUP-19,WO10979,SEN-001,1.002,Automated,TL-028,A,Paint,V1,2026-01-01
M7980,PAINT-1,Stn-03,2026-03-10 12:20,130-ABC,60 nm,95 F,4.5 bar,None,XX100980,SUP-11,WO10980,SEN-002,0.991,Human,TL-005,B,Paint,V1,2025-12-31
M7981,TRIM-1, stn-05 ,2026-03-10 12:21,105-ABC,45,40 C,65 psi,reject,XX100981,SUP-13,WO10981,SEN-004,1.01,Human,TL-020,,Weld,V2,2026-01-01
M7982,GA-2,STN-03,2026-03-10 12:22,143-ABC,,104F,4.5 bar,Repair,XX100982,SUP-02,WO10982,SEN-001,1.008,Human,TL-999,B,Dimension,V2,2025-12-31
M7983,GA-1,STN-05,2026-03-10 12:23,118-ABC,35 lb-ft,40 C,65 psi,None,XX100983,SUP-08,WO10983,SEN-010,1.013,Automated,TL-019,C,Material,v1,2026-01-01
M7984,GA-2,STN-02,2026-03-10 12:24,142-ABC,50Nm,85C,4.5 bar,Reject,XX100984,SUP-19,WO10984,SEN-008,1.018,Human,TL-021,C,Material,v1,2026-03-01
M7985,TRIM-1,Stn-03,2026-03-10 12:25,126-ABC,35 lb-ft,95 F,5 bar,Repair,XX100985,SUP-06,WO10985,SEN-005,1.027,Automated,TL-017,A,Paint,v1,2025-12-31
M7986,GA-1,STN-03,2026-03-10 12:26,129-ABC,35 lb-ft,85C,4.5 bar, ok ,XX100986,SUP-04,WO10986,SEN-007,1.008,Human,TL-025,C,Material,V2,2025-12-31
M7987,GA-1,STN-03,2026-03-10 12:27,132-ABC,45.0 ,40 C,65 psi,Reject,XX100987,SUP-02,WO10987,SEN-002,0.982,Automated,TL-023,,Weld,V1,2026-01-01
M7988,GA-2,STN-05,2026-03-10 12:28,143-ABC,60 nm,95 F,65 psi,OK,XX100988,SUP-11,WO10988,SEN-003,0.99,Automated,TL-013,,Paint,V2,2025-12-31
M7989,TRIM-1,STN-02,2026-03-10 12:29,130-ABC,45,40 C,65 psi,Reject,XX100989,SUP-02,WO10989,SEN-008,1.006,Automated,TL-029,,Paint,V1,2026-01-01
M7990,GA-2,STN-03,2026-03-10 12:30,135-ABC,50Nm,,5 bar,Reject,XX100990,SUP-03,WO10990,SEN-005,1.001,Human,TL-001,,Paint,v1,2026-03-01
M7991,GA-2,STN-02,2026-03-10 12:31,132-ABC,,40 C,5 bar,Reject,XX100991,SUP-06,WO10991,SEN-003,0.998,Automated,TL-024,,Material,V1,2026-01-01
M7992,PAINT-1,STN-01,2026-03-10 12:32,134-ABC,45.0 ,85 C,65 psi,reject,XX100992,SUP-17,WO10992,SEN-004,1.026,Automated,TL-018,C,NA,v1,2025-12-31
M7993,TRIM-1,STN-01,2026-03-10 12:33,107-ABC,45.0 ,40 C,5 bar,Reject,XX100993,SUP-19,WO10993,SEN-010,1.008,Human,TL-021,A,Material,V2,2025-12-31
M7994,TRIM-1,STN-05,2026-03-10 12:34,127-ABC,45.0 ,104F,65 psi,OK,XX100994,SUP-13,WO10994,SEN-007,1.002,Human,TL-017,,Dimension,V2,2026-01-01
M7995,GA-1,Stn-03,2026-03-10 12:35,142-ABC,45.0 ,104F,5 bar,Reject,XX100995,SUP-15,WO10995,SEN-009,0.986,Human,TL-014,,Weld,V2,2026-01-01
M7996,GA-2, stn-05 ,2026-03-10 12:36,122-ABC,50Nm,85 C,4.5 bar,OK,XX100996,SUP-17,WO10996,SEN-006,0.978,Automated,TL-030,A,Weld,V2,2025-12-31
M7997,PAINT-1,Stn-03,2026-03-10 12:37,100-ABC,35 lb-ft,40 C,5 bar,OK,XX100997,SUP-20,WO10997,SEN-004,1.025,Human,TL-020,C,NA,v1,2026-03-01
M7998,GA-2,STN-05,2026-03-10 12:38,114-ABC,50Nm,95 F,65 psi,OK,XX100998,SUP-19,WO10998,SEN-006,0.989,Human,TL-002,C,NA,V1,2025-12-31
M7999,PAINT-1,STN-02,2026-03-10 12:39,133-ABC,35 lb-ft,95 F,4.5 bar,reject,XX1 2 3 4,SUP-15,WO10999,SEN-002,1.019,Automated,TL-009,A,Material,V1,2026-01-01
M8000,GA-1,STN-04,2026-03-10 12:40,107-ABC,,85 C,5 bar,None,XX101000,SUP-08,WO11000,SEN-007,0.971,Automated,TL-999,C,Dimension,v1,2026-03-01
M8001,PAINT-1,STN-02,2026-03-10 12:41,138-ABC,45,40 C,5 bar,na,XX101001,SUP-08,WO11001,SEN-004,0.997,Human,TL-003,C,Weld,v1,2026-01-01
M8002,GA-2, stn-05 ,2026-03-10 12:42,133-ABC,,85 C,4.5 bar,None,XX101002,SUP-07,WO11002,SEN-003,1.026,Human,TL-010,C,NA,v1,2025-12-31
M8003,GA-1,STN-01,2026-03-10 12:43,100-ABC,45.0 ,40 C,4.5 bar,reject,XX101003,SUP-12,WO11003,SEN-008,1.017,Automated,TL-001,B,NA,v1,2025-12-31
M8004,PAINT-1,STN-05,2026-03-10 12:44,104-ABC,45,,5 bar,reject,XX101004,SUP-20,WO11004,SEN-007,0.978,Automated,TL-024,B,Material,v1,2025-12-31
M8005,PAINT-1, stn-05 ,2026-03-10 12:45,122-ABC,60 nm,85C,5 bar,OK,XX101005,SUP-09,WO11005,SEN-003,1.002,Human,TL-001,A,NA,v1,2026-01-01
M8006,GA-2,Stn-03,2026-03-10 12:46,145-ABC,50Nm,104F,5 bar,OK,XX101006,SUP-10,WO11006,SEN-009,1.03,Automated,TL-001,,Material,V2,2026-01-01
M8007,PAINT-1,Stn-03,2026-03-10 12:47,137-ABC,,40 C,5 bar,na,XX101007,SUP-01,WO11007,SEN-008,1.023,Human,TL-007,C,Paint,V2,2025-12-31
