Event_ID,VIN,Work_Order,Model,Line,Station,Timestamp,Part_Number,Supplier_Code,Operator_ID,Tool_ID,Shift,BOM_Status,Machine_ID,Planned_Time_Minutes,Run_Time_Minutes,Downtime_Minutes,Ideal_Cycle_Time,Total_Units,Reject_Units,Good_Units
M8078,MA1AB100000001078,WO11078,SUV Pro,PAINT-1,Stn-03,2026-03-02 04:27,ENG-1146,SUP-166,EMP182,TL-033,B,Valid,MC-104,480,442,38,1.15,524,14,510
M8079,MA1AB100000001079,WO11079,SUV Pro,GA-2,STN-01,2026-03-02 04:28,ENG-1076,SUP-050,EMP114,TL-032,C,Valid,MC-105,480,466,14,0.9,563,1,562
M8080,MA1AB100000001080,WO11080,SUV Pro,TRIM-1,STN-05,2026-03-02 04:30,ENG-1223,SUP-109,EMP118,TL-026,B,Valid,MC-101,480,451,29,0.82,597,11,586
M8081,MA1AB100000001081,WO11081,SUV Pro,GA-2,STN-01,2026-03-02 04:31,ENG-1132,SUP-072,EMP381,TL-023,A,Valid,MC-102,480,478,2,0.8,481,7,474
M8082,MA1AB100000001082,WO11082,Hatch Z,TRIM-1,Stn-03,2026-03-02 04:32,ENG-1010,SUP-015,EMP142,TL-041,C,Valid,MC-103,480,444,36,0.95,466,13,453
M8083,MA1AB100000001083,WO11083,Sedan X,TRIM-1,STN-03,2026-03-02 04:33,ENG-1343,SUP-169,EMP146,TL-051,B,Valid,MC-104,480,434,46,0.91,504,15,489
M8084,MA1AB100000001084,WO11084,Sedan X,GA-1,STN-05,2026-03-02 04:35,ENG-1376,SUP-129,EMP161,TL-067,C,Valid,MC-105,480,453,27,1.14,574,2,572
M8085,MA1AB100000001085,WO11085,SUV Pro,GA-1,STN-02,2026-03-02 04:36,ENG-1307,SUP-032,EMP260,TL-043,,Valid,MC-101,480,461,19,1.07,472,11,461
M8086,MA1AB100000001086,WO11086,Hatch Z,GA-2,STN-04,2026-03-02 04:37,ENG-1111,SUP-037,EMP154,TL-023,B,Valid,MC-102,480,446,34,0.85,591,14,577
M8087,MA1AB100000001087,WO11087,SUV Pro,TRIM-1,STN-04,2026-03-02 04:38,ENG-1130,SUP-151,EMP128,TL-063,C,Valid,MC-103,480,469,11,0.88,526,7,519
M8088,MA1AB100000001088,WO11088,Hatch Z,GA-1,STN-03,2026-03-02 04:40,ENG-1279,SUP-109,EMP343,TL-088,B,Valid,MC-104,480,451,29,1.1,533,2,531
M8089,MA1AB100000001089,WO11089,SUV Pro,GA-2,STN-03,2026-03-02 04:41,ENG-1243,SUP-184,EMP288,TL-040,A,Valid,MC-105,480,460,20,0.83,478,7,471
M8090,MA1AB100000001090,WO11090,Hatch Z,GA-1,Stn-03,2026-03-02 04:42,ENG-1378,SUP-170,EMP127,TL-089,B,Valid,MC-101,480,447,33,1.18,584,15,569
M8091,MA1AB100000001091,WO11091,SUV Pro,TRIM-1,STN-03,2026-03-02 04:43,ENG-1327,SUP-180,EMP285,TL-088,A,Valid,MC-102,480,432,48,1.0,455,13,442
M8092,MA1AB100000001092,WO11092,Hatch Z,GA-2,Stn-03,2026-03-02 04:45,ENG-1226,SUP-100,EMP104,TL-051,C,Valid,MC-103,480,435,45,1.11,453,3,450
M8093,MA1AB100000001093,WO11093,SUV Pro,GA-1,Stn-03,2026-03-02 04:46,ENG-1387,SUP-061,EMP252,TL-027,B,Valid,MC-104,480,448,32,1.13,482,11,471
M8094,MA1AB100000001094,WO11094,SUV Pro,PAINT-1,Stn-03,2026-03-02 04:47,ENG-1392,SUP-165,EMP308,TL-005,C,Valid,MC-105,480,439,41,0.84,504,11,493
M8095,MA1AB100000001095,WO11095,Sedan X,TRIM-1,STN-04,2026-03-02 04:48,ENG-1377,SUP-106,EMP270,TL-092,,Valid,MC-101,480,442,38,1.03,551,1,550
M8096,MA1AB100000001096,WO11096,Sedan X,GA-2, stn-05 ,2026-03-02 04:50,ENG-1133,SUP-130,EMP133,TL-046,,Valid,MC-102,480,434,46,1.13,597,15,582
M8097,MA1AB100000001097,WO11097,Hatch Z,PAINT-1,STN-04,2026-03-02 04:51,ENG-1355,SUP-008,EMP126,TL-083,B,Valid,MC-103,480,453,27,1.04,516,9,507
M8098,MA1AB100000001098,WO11098,Hatch Z,TRIM-1,Stn-03,2026-03-02 04:52,ENG-1328,SUP-035,EMP101,TL-052,B,Valid,MC-104,480,455,25,0.91,490,2,488
M8099,MA1AB100000001099,WO11099,Hatch Z,PAINT-1,STN-03,2026-03-02 04:53,ENG-1294,SUP-022,EMP156,TL-021,B,Valid,MC-105,480,437,43,1.09,577,9,568
M8100,MA1AB100000001100,WO11100,Hatch Z,GA-2,Stn-03,2026-03-02 04:55,ENG-1304,SUP-176,EMP310,TL-041,,Valid,MC-101,480,472,8,0.83,506,5,501
M8101,MA1AB100000001101,WO11101,SUV Pro,GA-2,STN-03,2026-03-02 04:56,ENG-1088,SUP-176,EMP267,TL-037,B,Valid,MC-102,480,470,10,0.83,504,5,499
M8102,MA1AB100000001102,WO11102,Sedan X,TRIM-1,STN-03,2026-03-02 04:57,ENG-1093,SUP-101,EMP293,TL-074,B,Valid,MC-103,480,446,34,0.87,502,14,488
M8103,MA1AB100000001103,WO11103,Sedan X,GA-1,STN-05,2026-03-02 04:58,ENG-1331,SUP-157,EMP217,TL-012,,Valid,MC-104,480,466,14,0.89,568,4,564
M8104,MA1AB100000001104,WO11104,Sedan X,PAINT-1, stn-05 ,2026-03-02 05:00,ENG-1436,SUP-044,EMP125,TL-052,,Valid,MC-105,480,453,27,1.06,561,12,549
M8105,MA1AB100000001105,WO11105,Hatch Z,PAINT-1,STN-02,2026-03-02 05:01,ENG-1045,SUP-095,EMP187,TL-073,A,Valid,MC-101,480,442,38,0.82,458,2,456
M8106,MA1AB100000001106,WO11106,Sedan X,TRIM-1,Stn-03,2026-03-02 05:02,ENG-1471,SUP-117,EMP353,TL-016,B,Valid,MC-102,480,457,23,1.03,509,15,494
M8107,MA1AB100000001107,WO11107,Hatch Z,GA-2,STN-02,2026-03-02 05:03,ENG-1484,SUP-069,EMP247,TL-096,,Valid,MC-103,480,458,22,1.04,530,1,529
M8108,MA1AB100000001108,WO11108,SUV Pro,GA-2,STN-04,2026-03-02 05:05,ENG-1438,SUP-053,EMP210,TL-037,B,Valid,MC-104,480,468,12,0.82,549,12,537
M8109,MA1AB100000001109,WO11109,SUV Pro,GA-2,STN-04,2026-03-02 05:06,ENG-1405,SUP-038,EMP114,TL-038,C,Valid,MC-105,480,457,23,0.92,587,6,581
M8110,MA1AB100000001110,WO11110,Sedan X,TRIM-1,STN-02,2026-03-02 05:07,ENG-1189,,EMP398,TL-088,,Valid,MC-101,480,479,1,1.09,514,8,506
M8111,MA1AB100000001111,WO11111,Sedan X,GA-1,STN-04,2026-03-02 05:08,ENG-1068,SUP-083,EMP303,TL-088,B,Valid,MC-102,480,445,35,1.08,589,4,585
M8112,MA1AB100000001112,WO11112,Hatch Z,TRIM-1, stn-05 ,2026-03-02 05:10,ENG-1216,SUP-189,EMP231,TL-010,A,Valid,MC-103,480,467,13,0.92,554,7,547
M8113,MA1AB100000001113,WO11113,Hatch Z,GA-1,STN-01,2026-03-02 05:11,ENG-1170,SUP-061,EMP341,TL-046,A,Valid,MC-104,480,453,27,0.8,545,7,538
M8114,MA1AB100000001114,WO11114,Sedan X,PAINT-1,STN-05,2026-03-02 05:12,ENG-1317,SUP-098,EMP254,TL-051,C,Valid,MC-105,480,457,23,1.1,491,7,484
M8115,MA1AB100000001115,WO11115,Sedan X,GA-1,STN-05,2026-03-02 05:13,ENG-1091,SUP-067,EMP186,TL-065,,Valid,MC-101,480,441,39,1.17,575,3,572
M8116,MA1AB100000001116,WO11116,SUV Pro,TRIM-1,STN-02,2026-03-02 05:15,ENG-1045,SUP-082,EMP371,TL-056,B,Valid,MC-102,480,444,36,0.93,526,4,522
M8117,MA1AB100000001117,WO11117,SUV Pro,GA-1,STN-03,2026-03-02 05:16,ENG-1022,SUP-033,EMP355,TL-036,C,Valid,MC-103,480,456,24,1.03,482,1,481
M8118,MA1AB100000001118,WO11118,SUV Pro,PAINT-1,STN-03,2026-03-02 05:17,ENG-1313,SUP-195,EMP235,TL-067,C,Valid,MC-104,480,435,45,1.09,495,4,491
M8119,MA1AB100000001119,WO11119,SUV Pro,GA-2,STN-03,2026-03-02 05:18,ENG-1377,SUP-126,EMP177,TL-072,,Valid,MC-105,480,472,8,0.85,530,0,530
M8120,MA1AB100000001120,WO11120,Sedan X,GA-2,STN-02,2026-03-02 05:20,ENG-1027,SUP-059,EMP193,TL-005,,Valid,MC-101,480,431,49,1.1,567,1,566
M8121,MA1AB100000001121,WO11121,SUV Pro,GA-2, stn-05 ,2026-03-02 05:21,ENG-1239,SUP-112,EMP159,TL-064,A,Valid,MC-102,480,464,16,0.86,474,14,460
M8122,MA1AB100000001122,WO11122,SUV Pro,PAINT-1, stn-05 ,2026-03-02 05:22,ENG-1287,SUP-125,EMP334,TL-064,A,Valid,MC-103,480,475,5,1.05,531,9,522
M8123,MA1AB100000001123,WO11123,Hatch Z,GA-2,STN-01,2026-03-02 05:23,ENG-1178,SUP-024,EMP204,TL-037,B,Valid,MC-104,480,444,36,0.98,488,14,474
M8124,MA1AB100000001124,WO11124,Sedan X,PAINT-1,STN-05,2026-03-02 05:25,ENG-1456,SUP-170,EMP399,TL-028,A,Valid,MC-105,480,446,34,0.98,479,2,477
M8125,MA1AB100000001125,WO11125,Hatch Z,GA-2,STN-04,2026-03-02 05:26,ENG-1471,SUP-020,EMP226,TL-099,,Valid,MC-101,480,474,6,0.9,590,9,581
M8126,MA1AB100000001126,WO11126,Hatch Z,GA-1,STN-03,2026-03-02 05:27,ENG-1013,SUP-073,EMP162,TL-051,C,Valid,MC-102,480,433,47,0.98,474,5,469
M8127,MA1AB100000001127,WO11127,Hatch Z,GA-1,Stn-03,2026-03-02 05:28,ENG-1165,SUP-040,EMP114,TL-011,,Valid,MC-103,480,478,2,0.81,450,15,435
M8128,MA1AB100000001128,WO11128,Hatch Z,TRIM-1,STN-04,2026-03-02 05:30,ENG-1321,SUP-069,EMP102,TL-043,A,Valid,MC-104,480,460,20,1.18,465,4,461
M8129,MA1AB100000001129,WO11129,Hatch Z,TRIM-1,STN-03,2026-03-02 05:31,ENG-1485,SUP-188,EMP391,TL-017,B,Valid,MC-105,480,469,11,0.99,455,3,452
M8130,MA1AB100000001130,WO11130,Sedan X,PAINT-1,STN-03,2026-03-02 05:32,ENG-1408,SUP-015,EMP136,TL-071,,Valid,MC-101,480,455,25,0.85,555,10,545
M8131,MA1AB100000001131,WO11131,Sedan X,TRIM-1,STN-03,2026-03-02 05:33,ENG-1091,SUP-062,EMP304,TL-012,A,Valid,MC-102,480,437,43,1.19,479,11,468
M8132,MA1AB100000001132,WO11132,Sedan X,GA-2,STN-04,2026-03-02 05:35,ENG-1399,SUP-104,EMP245,TL-083,B,Valid,MC-103,480,450,30,1.06,471,6,465
M8133,MA1AB100000001133,WO11133,Sedan X,PAINT-1,STN-04,2026-03-02 05:36,ENG-1410,SUP-111,EMP258,TL-088,B,Valid,MC-104,480,477,3,1.09,572,12,560
M8134,MA1AB100000001134,WO11134,SUV Pro,GA-1,Stn-03,2026-03-02 05:37,ENG-1188,SUP-132,EMP202,TL-063,,Valid,MC-105,480,480,0,0.98,494,2,492
M8135,MA1AB100000001135,WO11135,SUV Pro,TRIM-1,STN-03,2026-03-02 05:38,ENG-1288,SUP-154,EMP316,TL-012,,Valid,MC-101,480,472,8,0.89,508,14,494
M8136,MA1AB100000001136,WO11136,SUV Pro,GA-2,STN-04,2026-03-02 05:40,ENG-1322,SUP-110,EMP147,TL-006,C,Valid,MC-102,480,438,42,0.97,475,7,468
M8137,MA1AB100000001137,WO11137,SUV Pro,GA-2, stn-05 ,2026-03-02 05:41,ENG-1351,SUP-183,EMP179,TL-064,A,Valid,MC-103,480,479,1,0.82,526,1,525
M8138,MA1AB100000001138,WO11138,SUV Pro,TRIM-1,STN-04,2026-03-02 05:42,ENG-1040,SUP-123,EMP253,TL-020,B,Valid,MC-104,480,453,27,0.91,481,5,476
M8139,MA1AB100000001139,WO11139,Hatch Z,PAINT-1,Stn-03,2026-03-02 05:43,ENG-1127,SUP-134,EMP318,TL-038,A,Valid,MC-105,480,432,48,0.97,506,7,499
M8140,MA1AB100000001140,WO11140,Hatch Z,GA-1,STN-01,2026-03-02 05:45,ENG-1262,SUP-028,EMP361,TL-055,,Valid,MC-101,480,460,20,1.1,562,7,555
M8141,MA1AB100000001141,WO11141,Sedan X,TRIM-1, stn-05 ,2026-03-02 05:46,ENG-1368,SUP-146,EMP229,TL-046,C,Valid,MC-102,480,456,24,1.16,567,11,556
M8142,MA1AB100000001142,WO11142,Hatch Z,GA-1,Stn-03,2026-03-02 05:47,ENG-1257,SUP-005,EMP158,TL-095,,Valid,MC-103,480,480,0,1.09,574,4,570
M8143,MA1AB100000001143,WO11143,Sedan X,GA-2,Stn-03,2026-03-02 05:48,ENG-1201,SUP-012,EMP142,TL-054,C,Valid,MC-104,480,475,5,0.91,461,5,456
M8144,MA1AB100000001144,WO11144,SUV Pro,TRIM-1,Stn-03,2026-03-02 05:50,ENG-1343,SUP-116,EMP235,TL-044,B,Valid,MC-105,480,465,15,0.9,461,8,453
M8145,MA1AB100000001145,WO11145,Sedan X,GA-2,STN-01,2026-03-02 05:51,ENG-1382,SUP-155,EMP232,TL-087,A,Valid,MC-101,480,473,7,1.17,586,4,582
M8146,MA1AB100000001146,WO11146,SUV Pro,GA-1,STN-01,2026-03-02 05:52,ENG-1202,SUP-030,EMP106,TL-022,,Valid,MC-102,480,444,36,0.97,459,15,444
M8147,MA1AB100000001147,WO11147,SUV Pro,TRIM-1,Stn-03,2026-03-02 05:53,ENG-1336,SUP-191,EMP349,TL-039,C,Valid,MC-103,480,443,37,1.07,585,13,572
M8148,MA1AB100000001148,WO11148,Hatch Z,TRIM-1,Stn-03,2026-03-02 05:55,ENG-1154,SUP-023,EMP164,TL-018,A,Valid,MC-104,480,465,15,0.81,489,12,477
M8149,MA1AB100000001149,WO11149,Sedan X,GA-1,Stn-03,2026-03-02 05:56,ENG-1008,SUP-179,EMP196,TL-004,B,Valid,MC-105,480,443,37,0.94,595,6,589
M8150,MA1AB100000001150,WO11150,SUV Pro,GA-2, stn-05 ,2026-03-02 05:57,ENG-1123,SUP-112,EMP375,TL-025,A,Valid,MC-101,480,466,14,1.02,450,4,446
M8151,MA1AB100000001151,WO11151,SUV Pro,TRIM-1,STN-02,2026-03-02 05:58,ENG-1242,SUP-109,EMP111,TL-015,B,Valid,MC-102,480,460,20,1.07,456,12,444
M8152,MA1AB100000001152,WO11152,Sedan X,TRIM-1,STN-04,2026-03-02 06:00,ENG-1241,SUP-006,EMP330,TL-075,B,Valid,MC-103,480,432,48,1.13,570,13,557
M8153,MA1AB100000001153,WO11153,Sedan X,PAINT-1,STN-05,2026-03-02 06:01,ENG-1424,SUP-101,EMP126,TL-043,A,Valid,MC-104,480,436,44,0.99,588,10,578
M8154,MA1AB100000001154,WO11154,Sedan X,TRIM-1,STN-04,2026-03-02 06:02,ENG-1434,SUP-127,EMP396,TL-077,C,Valid,MC-105,480,474,6,0.98,546,1,545
M8155,MA1AB100000001155,WO11155,Sedan X,TRIM-1,STN-04,2026-03-02 06:03,ENG-1248,SUP-132,EMP349,TL-030,A,Valid,MC-101,480,464,16,1.15,458,5,453
M8156,MA1AB100000001156,WO11156,Hatch Z,GA-1,STN-04,2026-03-02 06:05,ENG-1295,SUP-081,EMP383,TL-009,C,Valid,MC-102,480,466,14,0.96,560,11,549
M8157,MA1AB100000001157,WO11157,Hatch Z,TRIM-1,STN-04,2026-03-02 06:06,ENG-1059,SUP-127,EMP277,TL-058,,Valid,MC-103,480,452,28,1.11,504,3,501
M8158,MA1AB100000001158,WO11158,Sedan X,GA-2,STN-03,2026-03-02 06:07,ENG-1371,SUP-050,EMP340,TL-045,,Valid,MC-104,480,443,37,0.97,473,15,458
M8159,MA1AB100000001159,WO11159,Sedan X,GA-2,STN-05,2026-03-02 06:08,ENG-1465,SUP-176,EMP273,TL-078,,Valid,MC-105,480,439,41,1.06,502,12,490
M8160,MA1AB100000001160,WO11160,Sedan X,PAINT-1, stn-05 ,2026-03-02 06:10,ENG-1001,SUP-183,EMP299,TL-054,C,Valid,MC-101,480,455,25,1.07,459,8,451
M8161,MA1AB100000001161,WO11161,SUV Pro,GA-2,STN-05,2026-03-02 06:11,ENG-1106,SUP-073,EMP144,TL-086,,Valid,MC-102,480,441,39,1.08,453,6,447
M8162,MA1AB100000001162,WO11162,Sedan X,GA-2,STN-02,2026-03-02 06:12,ENG-1080,SUP-156,EMP351,TL-013,,Valid,MC-103,480,437,43,1.08,593,6,587
M8163,MA1AB100000001163,WO11163,SUV Pro,PAINT-1,STN-02,2026-03-02 06:13,ENG-1107,SUP-143,EMP124,TL-003,C,Valid,MC-104,480,441,39,1.13,557,6,551
M8164,MA1AB100000001164,WO11164,SUV Pro,PAINT-1, stn-05 ,2026-03-02 06:15,ENG-1081,SUP-045,EMP357,TL-005,A,Valid,MC-105,480,446,34,1.05,484,15,469
M8165,MA1AB100000001165,WO11165,SUV Pro,TRIM-1,STN-01,2026-03-02 06:16,ENG-1316,SUP-059,EMP161,TL-072,B,Valid,MC-101,480,460,20,0.89,563,2,561
M8166,MA1AB100000001166,WO11166,SUV Pro,PAINT-1,STN-03,2026-03-02 06:17,ENG-1401,SUP-091,EMP123,TL-099,C,Valid,MC-102,480,449,31,1.01,579,3,576
M8167,MA1AB100000001167,WO11167,Sedan X,GA-1, stn-05 ,2026-03-02 06:18,ENG-1025,SUP-113,EMP334,TL-097,A,Valid,MC-103,480,450,30,0.96,506,6,500
M8168,MA1AB100000001168,WO11168,Sedan X,GA-1,Stn-03,2026-03-02 06:20,ENG-1287,SUP-011,EMP359,TL-014,B,Valid,MC-104,480,440,40,1.05,549,15,534
M8169,MA1AB100000001169,WO11169,Hatch Z,GA-1,Stn-03,2026-03-02 06:21,ENG-1105,SUP-093,EMP180,TL-094,C,Valid,MC-105,480,446,34,0.85,543,13,530
M8170,MA1AB100000001170,WO11170,Hatch Z,TRIM-1,Stn-03,2026-03-02 06:22,ENG-1259,SUP-128,EMP150,TL-020,C,Valid,MC-101,480,452,28,0.9,546,10,536
M8171,MA1AB100000001171,WO11171,SUV Pro,GA-2,STN-01,2026-03-02 06:23,ENG-1434,SUP-052,EMP324,TL-054,A,Valid,MC-102,480,463,17,1.02,489,3,486
M8172,MA1AB100000001172,WO11172,Sedan X,TRIM-1,STN-03,2026-03-02 06:25,ENG-1146,SUP-130,EMP187,TL-011,C,Valid,MC-103,480,463,17,0.84,539,1,538
M8173,MA1AB100000001173,WO11173,SUV Pro,TRIM-1,STN-03,2026-03-02 06:26,ENG-1322,SUP-171,EMP225,TL-020,,Valid,MC-104,480,433,47,1.09,493,15,478
M8174,MA1AB100000001174,WO11174,Sedan X,GA-2,Stn-03,2026-03-02 06:27,ENG-1219,SUP-106,EMP309,TL-059,C,Valid,MC-105,480,455,25,1.18,517,5,512
M8175,MA1AB100000001175,WO11175,Sedan X,TRIM-1,STN-02,2026-03-02 06:28,ENG-1394,SUP-003,EMP364,TL-009,A,Valid,MC-101,480,469,11,1.1,592,10,582
M8176,MA1AB100000001176,WO11176,SUV Pro,PAINT-1,STN-04,2026-03-02 06:30,ENG-1395,SUP-043,EMP322,TL-008,,Valid,MC-102,480,432,48,0.84,493,1,492
M8177,MA1AB100000001177,WO11177,Sedan X,GA-2,STN-05,2026-03-02 06:31,ENG-1029,SUP-162,EMP366,TL-038,,Valid,MC-103,480,474,6,0.85,494,15,479
M8178,MA1AB100000001178,WO11178,SUV Pro,PAINT-1, stn-05 ,2026-03-02 06:32,ENG-1380,SUP-081,EMP276,TL-002,C,Valid,MC-104,480,475,5,1.15,510,3,507
M8179,MA1AB100000001179,WO11179,Hatch Z,GA-2, stn-05 ,2026-03-02 06:33,ENG-1206,SUP-115,EMP205,TL-070,,Valid,MC-105,480,431,49,0.95,466,1,465
M8180,MA1AB100000001180,WO11180,Hatch Z,PAINT-1,Stn-03,2026-03-02 06:35,ENG-1400,SUP-167,EMP307,TL-100,B,Valid,MC-101,480,466,14,1.03,531,15,516
M8181,MA1AB100000001181,WO11181,SUV Pro,GA-1,STN-01,2026-03-02 06:36,ENG-1275,SUP-086,EMP299,TL-093,B,Valid,MC-102,480,441,39,1.02,488,3,485
M8182,MA1AB100000001182,WO11182,Hatch Z,PAINT-1,STN-02,2026-03-02 06:37,ENG-1047,SUP-131,EMP382,TL-040,C,Valid,MC-103,480,442,38,0.88,548,5,543
M8183,MA1AB100000001183,WO11183,Hatch Z,GA-2,STN-01,2026-03-02 06:38,ENG-1014,SUP-139,EMP232,TL-031,C,Valid,MC-104,480,451,29,1.1,458,1,457
M8184,MA1AB100000001184,WO11184,Hatch Z,TRIM-1,STN-05,2026-03-02 06:40,ENG-1056,SUP-188,EMP130,TL-048,C,Valid,MC-105,480,442,38,1.06,466,3,463
M8185,MA1AB100000001185,WO11185,Hatch Z,PAINT-1,STN-01,2026-03-02 06:41,ENG-1024,SUP-194,EMP163,TL-058,C,Valid,MC-101,480,432,48,0.84,513,13,500
M8186,MA1AB100000001186,WO11186,Hatch Z,GA-1,STN-04,2026-03-02 06:42,ENG-1173,SUP-061,EMP397,TL-073,B,Valid,MC-102,480,442,38,1.17,544,5,539
M8187,MA1AB100000001187,WO11187,SUV Pro,PAINT-1,STN-03,2026-03-02 06:43,ENG-1341,SUP-184,EMP393,TL-087,B,Valid,MC-103,480,450,30,1.1,594,5,589
M8188,MA1AB100000001188,WO11188,Hatch Z,TRIM-1,STN-05,2026-03-02 06:45,ENG-1377,SUP-064,EMP153,TL-042,B,Valid,MC-104,480,457,23,0.89,486,6,480
M8189,MA1AB100000001189,WO11189,SUV Pro,TRIM-1,STN-01,2026-03-02 06:46,ENG-1075,SUP-183,EMP317,TL-053,A,Valid,MC-105,480,473,7,1.11,485,7,478
M8190,MA1AB100000001190,WO11190,Sedan X,GA-1,STN-04,2026-03-02 06:47,ENG-1454,SUP-034,EMP343,TL-028,,Valid,MC-101,480,479,1,0.91,481,8,473
M8191,MA1AB100000001191,WO11191,Sedan X,PAINT-1, stn-05 ,2026-03-02 06:48,ENG-1269,SUP-104,EMP386,TL-067,,Valid,MC-102,480,468,12,0.84,526,12,514
M8192,MA1AB100000001192,WO11192,SUV Pro,TRIM-1, stn-05 ,2026-03-02 06:50,ENG-1216,SUP-113,EMP350,TL-094,,Valid,MC-103,480,461,19,0.82,551,0,551
M8193,MA1AB100000001193,WO11193,Sedan X,GA-2,STN-05,2026-03-02 06:51,ENG-1065,SUP-125,EMP334,TL-017,A,Valid,MC-104,480,440,40,1.04,526,5,521
M8194,MA1AB100000001194,WO11194,Hatch Z,GA-2,STN-04,2026-03-02 06:52,ENG-1242,SUP-009,EMP180,TL-072,C,Valid,MC-105,480,452,28,0.9,477,10,467
M8195,MA1AB100000001195,WO11195,Sedan X,TRIM-1,STN-01,2026-03-02 06:53,ENG-1061,SUP-095,EMP392,TL-038,A,Valid,MC-101,480,465,15,0.94,451,13,438
M8196,MA1AB100000001196,WO11196,Hatch Z,GA-2,STN-01,2026-03-02 06:55,ENG-1190,SUP-079,EMP291,TL-039,C,Valid,MC-102,480,442,38,1.16,559,9,550
M8197,MA1AB100000001197,WO11197,SUV Pro,GA-1,Stn-03,2026-03-02 06:56,ENG-1073,SUP-037,EMP315,TL-007,C,Valid,MC-103,480,432,48,0.89,566,3,563
M8198,MA1AB100000001198,WO11198,SUV Pro,GA-2,STN-02,2026-03-02 06:57,ENG-1419,SUP-190,EMP350,TL-001,A,Valid,MC-104,480,460,20,0.83,571,14,557
M8199,MA1AB100000001199,WO11199,Hatch Z,PAINT-1,STN-01,2026-03-02 06:58,ENG-1445,SUP-012,EMP313,TL-062,C,Valid,MC-105,480,435,45,0.9,549,8,541
M8200,MA1AB100000001200,WO11200,Hatch Z,TRIM-1,STN-03,2026-03-02 07:00,ENG-1400,SUP-097,EMP343,TL-093,B,Valid,MC-101,480,435,45,1.15,475,13,462
M8201,MA1AB100000001201,WO11201,Sedan X,TRIM-1,Stn-03,2026-03-02 07:01,ENG-1230,SUP-171,EMP329,TL-020,C,Valid,MC-102,480,434,46,0.9,509,14,495
M8202,MA1AB100000001202,WO11202,Sedan X,TRIM-1,STN-04,2026-03-02 07:02,ENG-1119,SUP-102,EMP273,TL-070,A,Valid,MC-103,480,436,44,0.82,561,14,547
M8203,MA1AB100000001203,WO11203,Hatch Z,TRIM-1, stn-05 ,2026-03-02 07:03,ENG-1142,SUP-166,EMP145,TL-022,A,Valid,MC-104,480,452,28,1.05,496,14,482
M8204,MA1AB100000001204,WO11204,Hatch Z,PAINT-1,STN-05,2026-03-02 07:05,ENG-1330,SUP-032,EMP386,TL-011,B,Valid,MC-105,480,436,44,1.04,561,4,557
M8205,MA1AB100000001205,WO11205,Hatch Z,GA-1,STN-05,2026-03-02 07:06,ENG-1267,SUP-049,EMP343,TL-065,A,Valid,MC-101,480,462,18,0.9,515,12,503
M8206,MA1AB100000001206,WO11206,Sedan X,GA-2,STN-01,2026-03-02 07:07,ENG-1140,SUP-053,EMP225,TL-091,,Valid,MC-102,480,480,0,0.96,585,5,580
M8207,MA1AB100000001207,WO11207,Sedan X,PAINT-1,STN-04,2026-03-02 07:08,ENG-1301,SUP-012,EMP351,TL-003,C,Valid,MC-103,480,438,42,1.17,492,1,491
M8208,MA1AB100000001208,WO11208,SUV Pro,GA-2,STN-04,2026-03-02 07:10,ENG-1012,SUP-136,EMP262,TL-049,C,Valid,MC-104,480,435,45,1.16,524,13,511
M8209,MA1AB100000001209,WO11209,Sedan X,GA-1,STN-01,2026-03-02 07:11,ENG-1277,SUP-044,EMP246,TL-019,B,Valid,MC-105,480,462,18,0.97,546,7,539
M8210,MA1AB100000001210,WO11210,SUV Pro,GA-1,STN-02,2026-03-02 07:12,ENG-1157,SUP-105,EMP186,TL-008,C,Valid,MC-101,480,458,22,1.03,563,5,558
M8211,MA1AB100000001211,WO11211,Sedan X,GA-1, stn-05 ,2026/03/02 07:13,ENG-1029,SUP-077,EMP299,TL-013,C,Valid,MC-102,480,457,23,0.84,495,6,489
M8212,MA1AB100000001212,WO11212,Sedan X,TRIM-1,STN-03,2026-03-02 07:15,ENG-1132,SUP-097,EMP161,TL-007,B,Valid,MC-103,480,466,14,1.15,465,14,451
M8213,MA1AB100000001213,WO11213,Sedan X,GA-2,STN-04,2026-03-02 07:16,ENG-1260,SUP-193,EMP358,TL-050,A,Valid,MC-104,480,440,40,0.88,538,4,534
M8214,MA1AB100000001214,WO11214,SUV Pro,GA-1,STN-03,2026-03-02 07:17,ENG-1237,SUP-142,EMP308,TL-009,,Valid,MC-105,480,479,1,0.85,505,11,494
M8215,MA1AB100000001215,WO11215,Sedan X,TRIM-1, stn-05 ,2026-03-02 07:18,ENG-1119,SUP-005,EMP237,TL-071,A,Valid,MC-101,480,430,50,1.14,599,3,596
M8216,MA1AB100000001216,WO11216,Sedan X,GA-2,STN-03,2026-03-02 07:20,ENG-1290,SUP-105,EMP328,TL-011,B,Valid,MC-102,480,443,37,0.95,542,11,531
M8217,MA1AB100000001217,WO11217,Sedan X,PAINT-1,STN-05,2026-03-02 07:21,ENG-1086,SUP-063,EMP375,TL-055,,Valid,MC-103,480,464,16,1.11,526,12,514
M8218,MA1AB100000001218,WO11218,Sedan X,GA-1,Stn-03,2026-03-02 07:22,ENG-1237,SUP-159,EMP248,TL-084,B,Valid,MC-104,480,431,49,1.18,561,3,558
